all_names,entity_type,notes
WASUMA SCHOOL,water_system,
DIXIELAND ELEMENTARY SCHOOL,water_system,
RIVERGOLD ELEMENTARY SCHOOL,water_system,
SIERRA VIEW SCHOOL,water_system,
MINARETS HIGH SCHOOL,water_system,
MCUSD -COULTERVILLE-GREELEY HILL SCHOOL,water_system,
ANDERSON VALLEY HIGH SCHOOL,water_system,
LONG BEACH UTILITIES DEPARTMENT,water_system,
SANTA ROSA GOLF & COUNTRY CLUB,water_system,
ALVINA SCHOOL,water_system,
VISTA GRANDE WATER USERS ASSOCIATION,water_system,
CANYON CREEK MHP,water_system,
ELK COUNTY WATER DISTRICT,water_system,
PCWA - WEIMAR,water_system,
ORANGE VALE WATER COMPANY,water_system,
THE POINT AT SHAVER LAKE,water_system,
PLACER CWA - MONTE VISTA,water_system,
CHANAC CREEK MUTUAL WATER COMPANY,water_system,
ERSKINE CREEK WC,water_system,
DIAZ LAKE CAMPGROUND,water_system,
CITY OF BELL GARDENS,water_system,
SANTA ROSA MOBILE ESTATES,water_system,
OCEAN COVE LODGE - BAR & GRILL,water_system,
LAKEVIEW IMPROVEMENT ASSOCIATION 1,water_system,
"LYNWOOD-CITY, WATER DEPT.",water_system,
CITY OF ALHAMBRA,water_system,
MI WUK VILLAGE MUT WTR CO,water_system,
SPRINGVILLE PUD,water_system,
LAS DELTAS MUTUAL WATER COMPANY,water_system,
HIDDEN VALLEY COMMUNITY ASSOCIATION,water_system,
TWIN CREEKS MOBILE AND RV VILLAGE,water_system,
BIDWELL PARK GOLF COURSE,water_system,
TURTLE ROCK COUNTY PARK,water_system,
MCEVOY RANCH WATER SYSTEM,water_system,
MONTEREY DUNES MWA,water_system,
SHAVER LAKE POINT 2,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
San Gabriel Valley Water Company|SGVWC|SGVW,water_iou,Class A; San Gabriel Valley
MONTEBELLO LAND & WATER CO.,water_system,
"MONTEREY PARK-CITY, WATER DEPT.",water_system,
"SAN JACINTO, CITY OF",water_system,
J VINEYARDS & WINERY,water_system,
GROSKOPF WAREHOUSE & LOGISTICS,water_system,
BOISE CREEK CG-SNRF,water_system,
LELAND CREEK IMPROVEMENT ASSOC,water_system,
MESA  WATER DISTRICT,water_system,
ICE HOUSE RESORT,water_system,
ARBUCKLE PUBLIC UTILITY DISTRICT,water_system,
HUCKLEBERRY MUTUAL WATER COMPANY,water_system,
LOMA VISTA INN WS,water_system,
WESTERN MOBILE HOME PARK,water_system,
FORT ROSS SCHOOL DISTRICT,water_system,
WESTERBEKE RANCH,water_system,
NICASIO VALLEY RANCH MUTUAL,water_system,
RIVER RANCH MHP,water_system,
"SALYER HEIGHTS W.S., INC",water_system,
LYTTON SPRINGS WINERY,water_system,
HARRISON RD WS #09,water_system,
RATNA LING RETREAT,water_system,
BERRY CREEK COMMUNITY SERVICE DIST,water_system,
FOG CREST WINERY,water_system,
INYO COUNTY PWD - INDEPENDENCE,water_system,
SUNOL SUPER STOP,water_system,
RANCHO LOS MOCHOS-BSA CAMP,water_system,
LSID - TONYVILLE,water_system,
LAKEVIEW HILLS COMMUNITY ASSOC,water_system,
ALTA ELEMENTARY SCHOOL,water_system,
MOUNTAIN HOUSE SCHOOL,water_system,
HARRIS FARMS HEADQUARTERS,water_system,
AMEZCUA - GARCIA WATER,water_system,
CITY OF PASO ROBLES WATER DIVISION,water_system,
LITTLEROCK CREEK IRRIGATION DIST.,water_system,
SIERRA VILLAGE MOBILE HOME PARK,water_system,
DEETJEN'S BIG SUR INN WS,water_system,
WONDER ACRES WATER SYSTEM,water_system,
OAK GROVE SCHOOL DISTRICT OFFICE,water_system,
UC DESERT RESEARCH AND EXTENSION CENTER,water_system,
FOOTHILL ESTATES WS,water_system,
SHASTA CO CSA # 8 PALO CEDRO,water_system,
SHASTA CO CSA # 13 ALPINE MEADOWS,water_system,
CHRISTOPHER RANCH L.L.C.,water_system,
COUNTRY VILLA APTS,water_system,
CHARLES BROWN WATER COMPANY,water_system,
LACSD - RIMFOREST,water_system,
BUTTE COURT MOBILE HOME PARK,water_system,
CWS - KERNVILLE,water_system,
TAHOE CITY PUD - ALPINE PEAKS,water_system,
SANTA LUCIA PRESERVE WS,water_system,
"NPS - DEATH VALLEY, STOVEPIPE WELLS",water_system,
USMC/MTN WARFARE TRNG CTR - BRIDGEPORT,water_system,
EBRPD - PIEDMONT STABLES,water_system,
DREAM MOUNTAIN CHRISTIAN CAMP INC.,water_system,
TAHOE CITY PUD - MAIN,water_system,
COYOTE VALLEY RV RESORT,water_system,
TAHOE CITY PUD - MCKINNEY/QUAIL,water_system,
GRIZZLY LAKE CSD-CROCKER/WELCH,water_system,
PIONEER  ELEMENTARY SCHOOL,water_system,
V LIONS OPS WATER SYSTEM,water_system,
FORT ROSS VINEYARDS,water_system,
LAKE MORENA'S OAK SHORES MWC,water_system,
SIERRA LAKES COUNTY WATER DIST,water_system,
NORRIS CANYON PROPERTY OWNERS ASSN,water_system,
MORNINGSIDE MOBILEHOME PARK,water_system,
THE PAINTED TURTLE CAMP,water_system,
BRAND WATER COMPANY,water_system,
PANAMINT SPRINGS RESORT,water_system,
AVERYDALE MWC,water_system,
HI DESERT WD,water_system,
SIERRA VILLAGE MUTUAL WATER CO,water_system,
CARSON RIVER RESORT,water_system,
COASTSIDE COUNTY WATER DISTRICT,water_system,
WEBBER LAKE CAMPGROUND,water_system,
GRAY LODGE CHECK STATION,water_system,
GOLDEN STATE VINTNERS - FRESNO,water_system,
KENNON WATER COMPANY,water_system,
HUNTINGTON LAKE RESORT,water_system,
DEL ORO WATER CO.-STIRLING BLUFFS,water_system,
BIG LAGOON PARK WATER CO.,water_system,
FIDDLETOWN COMMUNITY SERVICE,water_system,
WATERFORD - HICKMAN,water_system,
RIVERVIEW SCHOOL,water_system,
ALPINE INN & SPA,water_system,
MACROSTIE WINERY AND VINEYARD,water_system,
CASSEL PARK MUTUAL WATER CO,water_system,
GREEN MOUNTAIN WATER COMPANY,water_system,
DELTA TRADING WATER SYSTEM,water_system,
RED FIR GROUP CAMPGROUND,water_system,
UVAS PINES RV PARK,water_system,
BUENA VISTA MIGRANT CENTER,water_system,
OAK DELL PARK,water_system,
HANNA VINEYARDS,water_system,
BRUSH AND OLD WELL MUTUAL WATER COMPANY,water_system,
PG&E MIDDLE BLUE LAKES C.G.,water_system,
SUNRISE ESTATES MUTUAL WATER COMPANY,water_system,
SHAY CREEK HOA,water_system,
CITY OF LIVERMORE,water_system,
PACIFIC VALLEY CAMPGROUND,water_system,
HOPE VALLEY RESORT,water_system,
LAKE ALPINE REC. AREA,water_system,
CITY OF ANTIOCH,water_system,
SAND FLAT CAMPGROUND,water_system,
BOISSET - BUENA VISTA WINERY,water_system,
INDIAN GRINDING ROCK-CALAVERAS DISTRICT,water_system,
SUGAR PINE RV RESORT,water_system,
CITY OF REDWOOD CITY,water_system,
"DOWNEY - CITY, WATER DEPT.",water_system,
CITY OF CORNING,water_system,
COLUMBIA MOBILE HOME PARK,water_system,
PETALUMA LIVESTOCK AUCTION YARD,water_system,
LAKE ALPINE IMPROVEMENT ASSOCIATION,water_system,
SORENSON S HOA,water_system,
FAIR OAKS WATER DISTRICT,water_system,
CHERRY AUCTION,water_system,
CARMICHAEL WATER DISTRICT,water_system,
WEST END MWC,water_system,
SHERWOOD MOBILE HOME PARK,water_system,
BLOOMFIELD CG #1,water_system,
DRISCOLL STRAWBERRY WS,water_system,
COUNTRY LEISURE MOBILE ESTATES,water_system,
"PURESOURCE WATER, INC",water_system,
CSP - ANGEL ISLAND ST PARK,water_system,
WESTWOOD C.S.D.,water_system,
WOODRIDGE MUTUAL WATER CO,water_system,
LAKE SUCCESS MOBILE LODGE,water_system,
MT. KONOCTI MUTUAL WATER COMPANY,water_system,
ALIANZA CHARTER SCHOOL/WCSA,water_system,
FISHCAMP MUTUAL WATER COMPANY,water_system,
PSMCSD - VEGA RD WS #01,water_system,
MARINA LANDFILL WS,water_system,
VIERRA MEADOWS MWC,water_system,
SILVER OAK WINE CELLARS LLC,water_system,
ROLLING HILLS RANCHO WA,water_system,
NORTH MUROC MUTUAL WATER COMPANY,water_system,
SANTA RITA WATER,water_system,
MUSICK CREEK INN,water_system,
COPPERCREEK CAMPGROUND,water_system,
CARUTHERS RAISIN PACKING CO,water_system,
SCE BISHOP CREEK PLANT 4,water_system,
BIG CREEK LUMBER COMPANY,water_system,
FOUR JEFFREY CAMPGROUND,water_system,
SISKIYOU CO. ROLLING HILLS MWC,water_system,
KROTONA INSTITUTE,water_system,
VISTA ROBLES ASSOCIATION,water_system,
PORTA YOSEMITE MOBILE HOME PARK,water_system,
"EL CENTRO, CITY OF",water_system,
BEAR MOUNTAIN LIBRARY/ACT CNTR,water_system,
BAKER COMMUNITY SERVICES DISTRICT,water_system,
JACUZZI WINERY,water_system,
ALEXANDER VALLEY STORE & BAR,water_system,
KNOLL ENTERPRISES,water_system,
CAMP ROYANEH,water_system,
TIPS ROADSIDE,water_system,
RANCHO SESPE WORKERS IMP ASSOC,water_system,
QUEEN'S INN BY THE RIVER,water_system,
HAT CREEK HIGHLANDS MUTUAL WATER CO,water_system,
KITAYAMA BROTHERS,water_system,
LOCKHEED MARTIN SPACE SYSTEMS,water_system,
CASSIN RANCH (DRISCOLL'S),water_system,
SANTA CRUZ WALDORF SCHOOL,water_system,
VICTORVILLE WATER DISTRICT,water_system,
SORENSON S RESORT,water_system,
DOWNIEVILLE PUBLIC U.D.,water_system,
REEL IN RESORT,water_system,
"ADAIR B.R. COHN, LLC",water_system,
RED BARN MHP,water_system,
SOUTH HAIWEE POWER PLANT,water_system,
IID VILLAGE,water_system,
WOODSON BRIDGE RV PARK,water_system,
GOLD HILL MOBILEHOME PARK,water_system,
ANANDA VILLAGE,water_system,
FREMONT DINER,water_system,
GIBSON RANCH COUNTY PARK,water_system,
CITY OF NEVADA CITY,water_system,
FOUR BAR C FARMS,water_system,
FRIEDMAN BROTHERS HARDWARE,water_system,
WHISPERING PINES MHP,water_system,
CORBY AVENUE APARTMENTS,water_system,
CAMP LIAHONA,water_system,
JEAN HARVIE SCHOOL [SWS],water_system,
PG&E LOWER BLUE LAKES C.G.,water_system,
FCSA 32 - CANTUA CREEK,water_system,
ENCLAVE AT THE DELTA,water_system,
MANTECA INDUSTRIAL PRK CSA-30,water_system,
"SIERRA CSA #5, SIERRA BROOKS",water_system,
FAIROAKS PWS #44,water_system,
VALLEY COUNTY WATER DIST.,water_system,
BURLINGTON CG-STATE PARKS,water_system,
THE ANNE SIPPI CLINIC-RIVERSIDE RANCH,water_system,
"PALISADES, THE",water_system,
MISIONERO VEGETABLES WS,water_system,
NORTH LONE PINE MUTUAL WATER COMPANY,water_system,
WILLOW SPRINGS MOBILE HOME PARK,water_system,
REDWOOD PARK C.S.D.,water_system,
SNOWSHOE SPRINGS ASSN.,water_system,
"SONORA WATER RESOURCES, INC",water_system,
KIT CARSON LODGE,water_system,
RODNEY STRONG VINEYARDS,water_system,
"RIPON, CITY OF",water_system,
BLUE OAK TERRACE MUTUAL,water_system,
SONOMA BOTANICAL GARDEN,water_system,
LAS CUMBRES MUTUAL WATER CO,water_system,
RIVERVIEW MOBILE HOME ESTATES,water_system,
"PETALUMA, CITY OF",water_system,
CLEARLAKE OAKS COUNTY WATER DISTRICT,water_system,
OLYMPIC VALLEY PSD,water_system,
SMITH RIVER C.S.D.,water_system,
CITY OF CRESCENT CITY,water_system,
DAGGETT COMM SVCS DIST,water_system,
NORTH COAST WINE CO.,water_system,
MURPHYS SANITARY DISTRICT,water_system,
TOOLEY'S MOBILE HOME PARK,water_system,
TWENTYNINE PALMS WATER DISTRICT,water_system,
WILLOWEST MARINA WS,water_system,
WESTEND WATER ASSOCIATION,water_system,
JJAPT BLOOMFIELD,water_system,
PALM RANCH IRRIGATION DIST.,water_system,
GRIZZLY LAKE CSD-DELLEKER,water_system,
RANDAL'S RANCHETTE MUTUAL WATER COMPANY,water_system,
ORTEGA OAKS RV PARK&CAMPGROUND,water_system,
BELLFLOWER HOME GARDEN WATER COMPANY,water_system,
USFS/DINKEY CREEK CAMPGROUND,water_system,
KINGS RIVER ELEMENTARY SCHOOL,water_system,
CAMP FRESNO WATER SYSTEM,water_system,
BEARSKIN MEADOW DIABETIC YOUTH CAMP,water_system,
BELMONT WATER CORPORATION,water_system,
"KINGSBURG, CITY OF",water_system,
WONDER VALLEY RIVER WAY RANCH,water_system,
PG&E TRAPPER SPRINGS CAMPGRND,water_system,
PALOMINO LAKES MUTUAL WATER CO.,water_system,
WEST TEHACHAPI MUTUAL,water_system,
HONDA PROVING CENTER,water_system,
HIGHLAND LKS #1,water_system,
HIGHLAND LAKES #2,water_system,
CRYSTAL SPRINGS CG,water_system,
WOODS LAKE REC. AREA,water_system,
"MP ASSOCIATES, INC.",water_system,
ALTURAS FILLMORE MHP,water_system,
BLYTHE - MESA RANCH,water_system,
BISHOP CREEK SYSTEM,water_system,
WOODFORDS STATION,water_system,
WEST SIDE UNION SCHOOL DISTRICT,water_system,
FALLING ROCK RV PARK,water_system,
LACTALIS HERITAGE DAIRY,water_system,
GRACE FELLOWSHIP CHURCH,water_system,
HOPE FOUNDATION/MORIAH HEIGHTS,water_system,
ADOBE CHRISTIAN CHURCH,water_system,
"BRANDT FARMS, INC",water_system,
CAMP PENDLETON (SOUTH),water_system,
PINE GROVE COMM SERV DIST,water_system,
BETHEL ISLAND MHC,water_system,
GOLD BEACH PARK,water_system,
RAINBIRD VALLEY MWC,water_system,
DELTA MUTUAL WATER COMPANY,water_system,
RIVERFRONT MUTUAL WATER COMPANY,water_system,
ODIYAN BUDDHIST RETREAT CENTER,water_system,
GREAT WESTERN ELEMENTARY SCHOOL,water_system,
USFS DARDANELLE CAMP BRIGHTMN,water_system,
DESERT VIEW TRAILER PARK,water_system,
EEL RIVER CHARTER SCHOOL,water_system,
"COMUNIDAD NUEVO LAGO, INC",water_system,
RIVERS END TRAILER PARK,water_system,
TIPTON COMMUNITY SERVICES DIST,water_system,
CAPELL VALLEY ESTATES,water_system,
WHEELER CREST CSD,water_system,
ORLAND ESTATES MOBILE H.P.,water_system,
RIVER GROVE MUTUAL WATER ASSN,water_system,
LONE PINE CAMPGROUND,water_system,
TEVISTON COMMUNITY SERVICES DISTRICT,water_system,
RIVER PINES PUD,water_system,
SILVER DOLLAR FAIRGROUNDS,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
SANIGER APARTMENTS,water_system,
SAVIERS ROAD MUTUAL WATER CO,water_system,
FOLEY FAMILY WINES CHATEAU ST. JEAN,water_system,
WINTERHAVEN MOBILE ESTATES,water_system,
PLAINVIEW MUTUAL WATER COMPANY,water_system,
MAHER RD WS #05,water_system,
CORNER MARKET AND DELI,water_system,
CITY OF MODESTO - DEL RIO,water_system,
GUATAY MUTUAL BENEFIT CORPORATION,water_system,
LOTUS PUB,water_system,
MEADOW LAKE APARTMENTS,water_system,
DELANO GROWERS GRAPE PRODUCTS,water_system,
HIDDEN VALLEY LAKE CSD,water_system,
CAL FIRE-EEL RIVER CONSERVATION CAMP,water_system,
CSP - FORT TEJON,water_system,
FOLKTALE WINERY WS,water_system,
GRAEAGLE WATER COMPANY,water_system,
KOA - PETALUMA,water_system,
RIVER REFLECTIONS RV & CAMPGROUND,water_system,
HAWKINS WATER CO-CAL WATER SERVICE (PUC),water_system,
"CC FARMS, LLC.",water_system,
DEL ORO WC - ARBUCKLE DISTRICT,water_system,
"DINUBA, CITY OF",water_system,
VINEYARD AVENUE ACRES MWC,water_system,
WESTLEY CSD,water_system,
THE WILLOWS RESORT,water_system,
VINEYARD AVE ESTATES MWC,water_system,
WASHINGTON RIDGE C.C.,water_system,
TWIN LAKES RESORT,water_system,
SIERRA PINES CAMP,water_system,
REDCREST WATER WORKS,water_system,
GUNDLACH BUNDSCHU WINERY,water_system,
MCCAHON FLORAL WS,water_system,
SCOTIA CSD,water_system,
FENNER CANYON YOUTH CONSERVATION CAMP,water_system,
PLEASANTIMES MUTUAL WATER CO,water_system,
NORTHBAY LOGISTICS CENTER FKA SAVEMART,water_system,
Corona Department of Water and Power|Corona Power|Corona Electric,dual_utility,water + electric
DON PEDRO REC AG:FLEM.MEADOWS,water_system,
CITY OF MODESTO - NORTH TURLOCK,water_system,
MARK WEST ACRES MWC,water_system,
WINDFLOWER POINT MUTUAL WATER COMPANY,water_system,
TRUETT & HURST WINERY,water_system,
GRAVENSTEIN BUSINESS PARK,water_system,
LAGOON CREEK-REDWOOD NP,water_system,
BRANCH CENTER [SWS],water_system,
"RIO DELL, CITY OF",water_system,
DISCOVERY PARK [SWS],water_system,
RIO COSUMNES CORRECTIONAL CENTER [SWS],water_system,
CSA 42 ORO GRANDE,water_system,
TRINITY VILLAGE MUTUAL WATER,water_system,
COBLES CORNER,water_system,
VALLEY VISTA MUTUAL WATER COMPANY,water_system,
SUN MAID GROWERS OF CALIFORNIA,water_system,
GOLD BLUFFS BEACH CG-STATE PARKS,water_system,
HOLLY HILLS MWC,water_system,
RANCHO DEL ORO MHP,water_system,
DREAM CATCHER CAMPGROUND,water_system,
SILVERFORK SCHOOL,water_system,
BIG MEADOWS CAMPGROUND,water_system,
TUNNEL TRAILER PARK,water_system,
HOUGHTON-KEARNEY SCHOOL,water_system,
VINEBURG DELI & GROCERY,water_system,
UNITED RENTALS,water_system,
KNIGHTS FERRY COMM. SVC. DIST.,water_system,
WINE COUNTRY IND PARK - BLDG C,water_system,
SANTA YNEZ RANCHO ESTATES,water_system,
BRIDGEHEAD CAFE,water_system,
PADMASAMBHAVA PEACE INSTITUTE,water_system,
SNUG HARBOR RV LP,water_system,
CITY OF WOODLAND,water_system,
CASTLE AIRPORT,water_system,
VIKING RV PARK,water_system,
LOCH HAVEN MUTUAL WATER COMPANY,water_system,
LITTLE VALLEY CSD,water_system,
ALPINE EARLY LEARNING CENTER,water_system,
TUCKER ACRES MUTUAL WATER CO.,water_system,
DAVID BRUCE WINERY,water_system,
TRIUMPHANT LIFE CAMP,water_system,
SUNNY ACRES MWC,water_system,
LA MADRONA ATHLETIC CLUB,water_system,
YUBA APARTMENT HOMES,water_system,
DUNHAM SCHOOL,water_system,
CITY OF SANTA ANA,water_system,
SUNNYSIDE CONVALESCENT HOSP,water_system,
TRANQUILLITY IRRIGATION DISTRICT,water_system,
DARWIN COMMUNITY SERVICE DISTRICT,water_system,
SAN JOAQUIN VALLEY NATIONAL CEMETERY,water_system,
GOSFORD ROAD WATER COMPANY,water_system,
IMPERIAL MANOR MOBILEHOME COMMUNITY,water_system,
CRYSTAL CAVES MHP,water_system,
FCPG/KEARNEY PARK,water_system,
GREEN DIAMOND RESOURCE COMPANY - KORBEL,water_system,
DEL ORO WATER CO.-JOHNSON PARK,water_system,
COOK'S STATION,water_system,
LATON HIGH SCHOOL,water_system,
TAHOE PARK WATER COMPANY,water_system,
CONTROL GORGE POWER PLANT LADWP,water_system,
HORSE & PLOW TASTING ROOM,water_system,
LASSEN VNP - SUMMIT LAKE,water_system,
LASSEN VNP - HEADQUARTERS,water_system,
CWS - BAKERSFIELD,water_system,
BIG SPRINGS MUTUAL WATER SYSTEM,water_system,
CORTLAND PINES MUTUAL WATER CO,water_system,
KERN VALLEY MUTUAL WATER COMPANY,water_system,
MITCHELLS CAMP FAMILY ASSOC.,water_system,
MUSICK MEADOWS 2,water_system,
CAMP SIERRA,water_system,
"TORRANCE-CITY, WATER DEPT.",water_system,
BELMONT TEMPERANCE PROPERTY WATER SYSTEM,water_system,
CWS - NORTH GARDEN,water_system,
WINTON WATER & SANITARY DIST,water_system,
CAMDEN TRAILER PARK,water_system,
"HUME LAKE CHRISTIAN CAMPS, INC",water_system,
MEADOW LAKES CLUB,water_system,
SO. CAL. EDISON CO.-SANTA CATALINA,water_system,
CITY OF CHINO,water_system,
MAGIC MOUNTAIN MUTUAL WATER COMPANY,water_system,
COLUSA CO. WWD #2 - PRINCETON,water_system,
CAMP WILLIAMS-RESORT WATER,water_system,
TAHOE CITY PUD - TAHOE CEDARS,water_system,
PAICINES RANCH,water_system,
SUMMERFIELD WALDORF SCHOOL,water_system,
HIDDEN SPRINGS CG-STATE PARKS,water_system,
HARMONY HAVEN,water_system,
COLLEGE PARK MUTUAL WATER COMPANY,water_system,
FCSA 49 - FIVE POINTS,water_system,
FIRST MACE MEADOW # 1,water_system,
CRAZZY'S WASEWAGAN CAMP,water_system,
CITY OF GARDEN GROVE,water_system,
OCCIDENTAL COMMUNITY SERVICES DISTRICT,water_system,
HAMEL FAMILY WINES,water_system,
UPPER LAKE COUNTY WATER DISTRICT,water_system,
MADISON ELEMENTARY SCHOOL,water_system,
JAMES COURT WATER SYSTEM,water_system,
DOGWOOD BLUE JAY CYN IMP,water_system,
SANTA ROSA LIQUOR AND DELI,water_system,
CAST ESTATE VINEYARDS & CELLARS,water_system,
CHAR VALE VINEYARDS,water_system,
LAKESIDE MOBILE ESTATES,water_system,
GSWC - ARTESIA,water_system,
SBRAGIA WINERY,water_system,
CITY OF MOUNTAIN VIEW,water_system,
BUCHER WATER COMPANY,water_system,
GARY FARRELL WINERY,water_system,
CSA NO. 31 STONEGATE WS,water_system,
PACIFIC UNION ELEMENTARY SCHOOL,water_system,
BERTSCH OCEAN VIEW CSD,water_system,
NORD COUNTRY SCHOOL,water_system,
HIGHLAND MOBILE HOME PARK,water_system,
KNIGHTSEN COMMUNITY WATER SYSTEM,water_system,
FOREST RANCH MUTUAL WATER SYSTEM,water_system,
DIABLO WATER DISTRICT,water_system,
"KERMAN, CITY OF",water_system,
DEATH VALLEY JUNCTION,water_system,
MURRIETA/HERNANDEZ FARMS,water_system,
GEORGE RANCH MUTUAL WATER COMPANY,water_system,
VAILIMA ESTATES MUTUAL WATER,water_system,
SCHWEIKART WATER SYSTEM,water_system,
"OAKDALE, CITY OF",water_system,
CSP-FORT ROSS STATE PARK,water_system,
CAMP MEEKER WATER SYSTEM,water_system,
"LOS ANGELES, CITY OF - POWER PLANT #1",water_system,
CITY OF HUNTINGTON BEACH,water_system,
"SHAFTER, CITY OF",water_system,
NORTH TRAILS MUTUAL WATER COMPANY,water_system,
CUDDEBACK GRAMMAR SCHOOL,water_system,
RIVER RETREAT MUTUAL WATER COMPANY,water_system,
SANDY POINT MOBILE HOME PARK,water_system,
SALMON CREEK MIDDLE SCHOOL,water_system,
BLACK BEAR LODGE,water_system,
SANDY CREEK VILLAGE MHP,water_system,
GLEANINGS FOR THE HUNGRY,water_system,
REDWOOD LODGE WATER COMPANY (SSWS),water_system,
SACRAMENTO INTERNATIONAL AIRPORT [SWS],water_system,
SAND FLAT # 4,water_system,
SAND FLAT # 3,water_system,
PG&E UPPER BLUE DAM SITE EXPANSION CG,water_system,
SAND FLAT # 5,water_system,
BOULDER CREEK SCOUT RESERV.,water_system,
BENNETT RIDGE MUTUAL WATER COMPANY,water_system,
SONOMA WEST HOLDINGS NORTH PLANT,water_system,
