all_names,entity_type,notes
ALEXANDER VALLEY UNION SCHOOL DISTRICT,water_system,
SCHELLVILLE GRILL,water_system,
IID NORTH END CONSOLIDATION,water_system,
STUHLMULLER VINEYARDS,water_system,
OAK GLEN DOMESTIC WATER,water_system,
MEL MAR MUTUAL WATER CO,water_system,
PALOMAR OBSERVATORY,water_system,
LOMA MAR MUTUAL,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
THOUSAND TRAILS SAN BENITO PRESERVE,water_system,
MOUNTAIN VIEW ELEMENTARY SCHOOL,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
GREENLAW MODESTO INVESTORS LLC,water_system,
CALPINE (WEST FIELD OFFICE),water_system,
MOON VALLEY WATER SYSTEM,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
FCWWD 37/MILE HIGH,water_system,
MOONSTONE HEIGHTS MWA,water_system,
KENDALL-JACKSON WINERY WS,water_system,
LOS MADRONES MWC,water_system,
"BRETHREN HERITAGE SCHOOL, INC",water_system,
"SIERRA MADRE-CITY, WATER DEPT.",water_system,
SCONZA CANDY COMPANY,water_system,
FINK ROAD LANDFILL STANISLAUS,water_system,
VALLEY HOME SCHOOL PIONEER,water_system,
"CALIFORNIA CITY, CITY OF",water_system,
FILLMORE WATER DEPT,water_system,
ARVIN COMMUNITY SERVICES DIST,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
SOUTH FORK ELEMENTARY SCHOOL WATER SYS,water_system,
SISAR MUTUAL WATER CO,water_system,
END-O-VALLEY MUTUAL WATER COMPANY,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
DAYS END RV PARK,water_system,
MOUNTAIN SPRINGS MUTUAL WATER COMPANY,water_system,
"CAZADERO WATER COMPANY, INC. (PUC)",water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
WILDHORSE CAFE WS,water_system,
PHOENIX LAKE ESTATES CC MWC,water_system,
CINNABAR ELEMENTARY SCHOOL,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
CALIFORNIA STATE UNIVERSITY FRESNO,water_system,
YOSEMITE VISTA ESTATES,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
GARCIA FARMS PRODUCE,water_system,
HILLTOP RANCH - TURLOCK ROAD,water_system,
HILLTOP RANCH-LOONEY ROAD,water_system,
DASH DREAM PLANT,water_system,
"KANDOLA FARMS PRODUCE, INC.",water_system,
"SELECT HARVEST USA, LLC",water_system,
PELLIGRINI PROPERTIES (EL CAMPO MARKET),water_system,
PACIFIC UNION PACKING,water_system,
MADERA CO MD10A-MADERA RANCHOS,water_system,
"SELECT HARVEST PARTNERS #1, LP",water_system,
GEMPERLE EGG RANCH,water_system,
MARTINELLI RANCH,water_system,
49ER TRAILER RANCH,water_system,
"LAKEPORT, CITY OF",water_system,
DORABELLE MUTUAL WATER COMPANY,water_system,
LLANO DEL RIO WATER COMPANY,water_system,
WESTHAVEN C.S.D.,water_system,
FCSA 44C - RIVERVIEW ESTATES,water_system,
JITTER BEAN COFFEE,water_system,
WEOTT C.S.D.,water_system,
SKY PARK PROPERTIES,water_system,
PONDEROSA RV PARK,water_system,
FARMERS' DEN /MARKET,water_system,
USFS/DINKEY CREEK WORK CENTER,water_system,
EBRPD - SUNOL REGIONAL WILDERNESS,water_system,
RUCKER AVENUE MUTUAL WATER CO,water_system,
MORRO BAY PW DEPT - WATER DIVISION,water_system,
CENTURY MOBILE HOME PARK,water_system,
BUTTE MEADOWS CAMP,water_system,
MESA DUNES MOBILE HOME ESTATES,water_system,
RURAL NORTH VACAVILLE WATER DISTRICT,water_system,
EIGHTH STREET EAST PARTNERS,water_system,
RUSSIAN RIVER WINERY,water_system,
BALLETTO VINEYARDS,water_system,
PAJARO VALLEY GREENHOUSE WS,water_system,
WILLIAM FISHER MEMORIAL WATER COMPANY,water_system,
LAWS TOWN LADWP,water_system,
VILLA CEREZOS,water_system,
"MONTAGUE, CITY OF",water_system,
COUNTRY SQUIRE MOBILE ESTATES & WATER SY,water_system,
"NAPA, CITY OF",water_system,
SPANISH FLAT WATER DISTRICT,water_system,
CITY OF REDDING,water_system,
EASTERN SIERRA TRI COUNTY FAIR,water_system,
FOLEY SONOMA WINERY,water_system,
APPLE VALLEY VILLAGE MHE,water_system,
BIG WHEEL MOBILE HOME PARK,water_system,
GLENWOOD MOBILE HOME PARK,water_system,
MAPACHE TRAILER PARK,water_system,
HARVEST MOON MUTUAL WATER CO,water_system,
MAMMOTH MOUNTAIN SKI AREA - OUTPOST 14,water_system,
MCMAHON ROAD MUTUAL WATER COMPANY,water_system,
EVERGREEN MUTUAL WATER COMPANY,water_system,
"STRATOS WAY WATER COMPANY, INC",water_system,
"RATTO BROS, INC",water_system,
"KIERNAN/MCHENRY WATER COMPANY, INC",water_system,
"FRAZIER NUT FARMS, INC.",water_system,
CALIFORNIA NUT COMPANY,water_system,
GOLDEN VALLEY ALMONDS,water_system,
MESA ELEMENTARY SCHOOL,water_system,
MEADOWS OF THE KERN MUTUAL WATER COMPANY,water_system,
CEBRO FROZEN FOODS (EH),water_system,
MID VALLEY AG,water_system,
CITY OF SANGER,water_system,
SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,water_system,
PIONEER VILLAGE WATER SYSTEM,water_system,
STARN FARMS EMPLOYEE HOUSING,water_system,
RBVON,water_system,
MILLER APARTMENTS,water_system,
MOUNTAIN VIEW CHATOM RECREATION,water_system,
VENTURE ESTATES MWC,water_system,
AROMAS WATER DISTRICT,water_system,
LANDER VETERINARY CLINIC,water_system,
DAVIS COURT,water_system,
FLOYD OVERHOLTZER WATER SYSTEM,water_system,
PINON VALLEY WATER COMPANY,water_system,
CALPINE (GEYSERS ADMINISTRATION CENTER),water_system,
IVANHOE PUBLIC UTILITY DIST,water_system,
ROSECREST MUTUAL,water_system,
US ARMY FORT IRWIN,water_system,
CALICO LAKE HOMEOWNERS,water_system,
DUNNEVILLE ESTATES CSA #50,water_system,
COMMUNITY MUTUAL WATER CO,water_system,
ESTERINA PROPERTIES,water_system,
MIDDLE ROAD MUTUAL WATER CO,water_system,
RUSSIAN RIVER VINEYARDS & RESTAURANT,water_system,
CITY OF JACKSON,water_system,
FCOE SCOUT ISLAND,water_system,
"BHANDAL, INC.",water_system,
BEAR MOUNTAIN PIZZA,water_system,
FCSA 01 - TAMARACK,water_system,
FCSA 23 - EXCHEQUER HEIGHTS,water_system,
GOLD LEAF FARMING LLC,water_system,
"POWAY, CITY OF",water_system,
YMCA CAMP SEQUOIA GAINES,water_system,
YMCA CAMP REDWOOD,water_system,
DELHI CWD,water_system,
WILSHIRE HEIGHTS MUTUAL WATER COMPANY,water_system,
FRITZ WINERY AND VINEYARD,water_system,
HELM SCHOOL,water_system,
GLEN HELEN WATER SYSTEM,water_system,
HEBER DUNES - SVRA,water_system,
LAKE ALMANOR COUNTRY CLUB MWC,water_system,
LAKE PILLSBURY RANCH WATER COMPANY,water_system,
GRACIANNA WINERY,water_system,
MCAVOY YACHT HARBOR,water_system,
DEERFIELD RANCH WINERY LLC,water_system,
BIG ROCK C.S.D.,water_system,
TRACT 92  COMMUNITY SERVICES DISTRICT,water_system,
DELORES LANE WATER SYSTEM,water_system,
Liberty Utilities California Pacific Electric Company|Liberty Utilities|CalPeco|Liberty Electric,electric_iou,Tahoe/Truckee CA service area; Algonquin Power subsidiary
Liberty Utilities California Pacific Electric Company|Liberty Utilities|CalPeco|Liberty Electric,electric_iou,Tahoe/Truckee CA service area; Algonquin Power subsidiary
MOUNTAIN VALLEY AIRPORT,water_system,
JUBILEE MWC,water_system,
USFS GROVELAND RANGER STN.,water_system,
WHITE ROCK CLUB WS,water_system,
JORDAN VINEYARD & WINERY,water_system,
Liberty Utilities California Pacific Electric Company|Liberty Utilities|CalPeco|Liberty Electric,electric_iou,Tahoe/Truckee CA service area; Algonquin Power subsidiary
MOUNTAIN CAMP II,water_system,
WATERS ROAD DOMESTIC USERS GROUP,water_system,
RANCHO SECO INC. WATER SYSTEM,water_system,
SONOMA COUNTY CSA 41-SALMON CREEK,water_system,
SEARLES VALLEY MINERALS OPERATIONS INC,water_system,
CITY OF SANTA PAULA,water_system,
PORT HUENEME CITY WATER DEPT,water_system,
FOOTHILL APARTMENTS,water_system,
HI DESERT MWC,water_system,
FCPG/CHOINUMNI CAMPGROUND,water_system,
PACKER LAKE LODGE,water_system,
CALTRANS-SHINGLETOWN SRRA,water_system,
ALPINE COUNTY HEALTH AND HUMAN SERVICES,water_system,
LASSEN VNP - BUTTE LAKE,water_system,
CAMP NELSON WATER COMPANY,water_system,
PONDEROSA BASIN MUTUAL WTR CO,water_system,
WP&A-FIREBAUGH WATER SYSTEM,water_system,
DELAWARE NORTH PARKS SERVICES AT TENAYA,water_system,
SCHEID VINEYARD WS,water_system,
PENTECOSTAL WS,water_system,
NPS-ATWELL MILL,water_system,
SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),water_system,
MCPR - DARRAH SCHOOL PARK,water_system,
SANTA MARGARITA WATER DISTRICT-ID9,water_system,
INYOKERN CSD,water_system,
TONY S SEAFOOD RESTAURANT,water_system,
NICASIO RANCH LLC,water_system,
SHERWOOD FOREST MHP,water_system,
MAYWOOD MUTUAL WATER CO. #3,water_system,
HAPPY CAMP C.S.D.,water_system,
SEBASTIANI VINEYARDS,water_system,
LASSEN COUNTY WATER WORKS DISTRICT #1,water_system,
CITY OF ROSEVILLE,water_system,
CALIFORNIA INSTITUTION FOR MEN,water_system,
THOMAS MOUNTAIN WATER COMPANY,water_system,
SAN ARDO WD,water_system,
MIDWAY CITY MUTUAL WC,water_system,
AUSTIN CREEK MUTUAL (SPRINGHILL),water_system,
AUBERRY SEVENTH DAY ADVENTIST CHURCH,water_system,
LOS INDIOS WATER SYSTEM,water_system,
BEL PASSI BASEBALL,water_system,
SID - QUAIL CANYON,water_system,
RANCHO YNECITA,water_system,
CITY OF MARTINEZ,water_system,
BEAR VALLEY MHP,water_system,
BERRYESSA HIGHLANDS,water_system,
DIAMOND A MUTUAL WATER COMPANY,water_system,
BAKER COMMODITIES INC.,water_system,
STEVINSON RANCH MAINT. SHOP/THE GROVE,water_system,
USFS/VERMILLION CAMPGROUND,water_system,
SLO CSA NO. 10 - CAYUCOS WTP,water_system,
LDS CHURCH ATWATER,water_system,
FOSTER FARMS FERTILIZER PLANT,water_system,
HELIX WATER DISTRICT,water_system,
"MINTURN NUT CO., INC.",water_system,
MERCEY SPRINGS SHELL,water_system,
HUNTINGTON PINES MUTUAL COMPANY,water_system,
THE VISTA RANCH AND CELLARS,water_system,
CLASSIC YAM WATER SYSTEM,water_system,
"JOHN B. SANFILIPPO & SON, INC.",water_system,
RYEL FAMILY TRUST,water_system,
MERCED NEW LIFE SCHOOL,water_system,
BOLAND'S MARKET,water_system,
CAL TRANS CHP CHOWCHILLA RIVER FACILITY,water_system,
CRESSEY STORE,water_system,
CITY OF SAN CLEMENTE,water_system,
OAK TRAIL ESTATES,water_system,
RANCHO MARCELINO WATER,water_system,
JOE'S TRAVEL PLAZA (EH),water_system,
LAS POSITAS MUTUAL WATER COMPANY,water_system,
PIONEER EQUINE HOSPITAL WATER SYSTEM,water_system,
ARROYO CENTER WC,water_system,
ORSI FAMILY VINEYARDS,water_system,
LEDSON WINERY AND VINEYARDS,water_system,
CASPAR SOUTH SERVICE COMPANY,water_system,
FRAZIER PARK PUD,water_system,
WINTERHAVEN COUNTY WATER DISTRICT,water_system,
CROWS LANDING COMM SVC DISTRICT,water_system,
STONESTREET WINERY,water_system,
SAINTS PETER & PAUL RUSSIAN CHURCH,water_system,
DRYTOWN COUNTY WATER DISTRICT,water_system,
CATHOLIC CHARITIES - CYO CAMP,water_system,
DAVENPORT COUNTY SANITATION,water_system,
TRIPLE S RANCH,water_system,
CDF - PILOT ROCK CONSERVATION CAMP,water_system,
TPWC DBA QUARRY LAKE WINERY,water_system,
FOLSOM STATE PRISON,water_system,
CALISTOGA FARM WORKER CENTER,water_system,
WADDINGTON W.W.,water_system,
CHATEAU DIANA,water_system,
LOS MOLINOS COMM. SERVICES DIST.,water_system,
GLENHAVEN MUTUAL WATER COMPANY,water_system,
SLOCSA #10A - CAYUCOS,water_system,
BROOKSIDE MHP,water_system,
AGUAJITO RD WTR SYS,water_system,
EMERALD FOREST,water_system,
CSA 70 W-4 PIONEERTOWN,water_system,
LYTLE SPRINGS WC,water_system,
NIPOMO COMM SERVICES DIST,water_system,
RIVERSIDE CSD,water_system,
NEW AGE CHURCH OF BEING-SIERRA HOT SPR.,water_system,
ALPAUGH COMMUNITY SERVICES DISTRICT,water_system,
CRYSTAL GEYSER BOTTLING PLANT,water_system,
CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP,water_system,
AMARILLO MUTUAL WATER COMPANY,water_system,
"NPS - DEATH VALLEY, COW CREEK/NEVARES",water_system,
LASSEN CO. OFF. OF EDUCATION,water_system,
CONTRA COSTA WATER DISTRICT,water_system,
HEMLOCK MUTUAL WATER CO.,water_system,
CSP-SALT POINT STATE PARK,water_system,
MCHENRY BUSINESS PARK,water_system,
MERRY MOUNTAIN MUTUAL,water_system,
RIVERDALE ESTATES,water_system,
CEDARVILLE COUNTY WATER DIST.,water_system,
STORER TRANSPORTATION,water_system,
VALLEY HOME SCHOOL TEXAS,water_system,
LAS VENTANAS RANCH,water_system,
RIM ROCK WATER COMPANY,water_system,
WEST VALLEY WATER DISTRICT,water_system,
METTLER VALLEY MUTUAL,water_system,
GOLD MOUNTAIN CSD,water_system,
TAMARRON MOBILE HOME PARK,water_system,
RUNNING SPRINGS WATER DISTRICT,water_system,
MOBILE HOME ESTATES,water_system,
CRASS MUTUAL WATER COMPANY,water_system,
CITY OF BENICIA,water_system,
CAL-WATER SERVICE CO.-MARYSVILLE,water_system,
SHARONDALE MESA HOA,water_system,
MERCED ANIMAL MEDICAL CENTER,water_system,
PORT SONOMA MARINA,water_system,
OCCIDENTAL ARTS & ECOLOGY CENTER,water_system,
FCSA 10A - MANSIONETTE ESTATES,water_system,
SHILOH-PARADISE BASEBALL FOR YOUTH,water_system,
AFUERA DE CHORRO WATER COMPANY,water_system,
LIBITZKY,water_system,
CSP-PETALUMA ADOBE STATE HISTORIC PARK,water_system,
RIO LINDO ADVENTIST ACADEMY,water_system,
SUNSET PARK COMMUNITY,water_system,
HART- RANSOM UNION SCHOOL & DISTRICT,water_system,
"AWA, TANNER",water_system,
LA GRANGE PARK-OHV,water_system,
EDNA VALLEY RANCH EAST,water_system,
NEIGHBORHOOD GROCERY,water_system,
LHOIST NORTH AMERICA WS,water_system,
PARCHER'S RESORT,water_system,
VERDE VALE WATER COMPANY,water_system,
VILLAGE GREEN,water_system,
MISSION HILLS CSD,water_system,
WEGIS MUTUAL WATER COMPANY,water_system,
KNIGHTS FERRY RECREATION AREA,water_system,
LAND PROJECTS MUTUAL WATER CO.,water_system,
FULL GOSPEL ASSEMBLY,water_system,
OASIS INVESTMENTS,water_system,
OCOTILLO WELLS - HOLMES CAMP,water_system,
CAMROSA WATER DISTRICT,water_system,
BUEHNER HOUSES,water_system,
KELLY MUTUAL WATER COMPANY,water_system,
SUGARLOAF WATER SYSTEM,water_system,
FOSTER ROAD MUTUAL WATER COMPANY,water_system,
LASSEN VNP - LOST CREEK,water_system,
SKYLINE PARK,water_system,
NAPLES,water_system,
CALTRANS-MAXWELL RESTSTOPS,water_system,
GURDWARA GUR NANAK PARKASH - FRESNO,water_system,
FCSA 44D - MONTE VERDI,water_system,
CITY OF VALLEJO-LAKES SYSTEM,water_system,
NPS - HOLE IN THE WALL CAMPGROUND,water_system,
CORINTHIAN BAY MUTUAL WATER COMPANY,water_system,
RANCHO DEL PARADISO-CAL WATER SVC (PUC),water_system,
SOUTH FORK MIDDLE SCHOOL,water_system,
MONO VISTA RANCH MHP,water_system,
"DEL MAR, CITY OF",water_system,
CITY OF FULLERTON,water_system,
"CLOVERDALE, CITY OF",water_system,
LAKE SHASTA LODGE,water_system,
TRABUCO CANYON WATER DISTRICT,water_system,
DUNCANS MILLS CAMPING CLUB,water_system,
CAMP FLEMING CAMPGROUND,water_system,
HART CREEK ESTATES MUTUAL WATER CO.,water_system,
TURLEY WINE CELLARS,water_system,
CWS-ONYX WATER SYSTEM,water_system,
NICE MUTUAL WATER COMPANY,water_system,
"ARCATA, CITY OF",water_system,
LIBERTY -YERMO,water_system,
CAL-WATER SERVICE CO.-OROVILLE,water_system,
RIVERKERN MUTUAL WATER COMPANY,water_system,
COALINGA-CITY,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
PLEASANT VALLEY BAPTIST CHURCH,water_system,
CHALK HILL WINERY,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
MYERS FLAT M.W.S. INC.,water_system,
CHIMNEY TREE,water_system,
SURREY VILLAGE WATER CO. INC.,water_system,
PAUMA VALLEY WATER COMPANY,water_system,
CWS - TULCO WATER COMPANY,water_system,
"FORTUNA, CITY OF",water_system,
CARMEL BY THE RIVER RV PARK WS,water_system,
OLIVE DELL RANCH,water_system,
CASMALIA COMMUNITY SERVICES DISTRICT,water_system,
"COMPTON-CITY, WATER DEPT.",water_system,
WALNUT PARK MUTUAL WATER CO.,water_system,
FCSA 14 - BELMONT MANOR,water_system,
LAVA BEDS NATIONAL MONUMENT,water_system,
LAKESIDE WD,water_system,
FAIRWAY MUTUAL WATER CO,water_system,
SANDMOUND MUTUAL,water_system,
WENDELL LANE MUTUAL WATER COMPANY,water_system,
CALIFORNIAN MOBILE HOME PARK,water_system,
IRVINE RANCH WATER DISTRICT,water_system,
SAN VICENTE WATER COMPANY,water_system,
YORBA LINDA WATER DISTRICT,water_system,
SID - PLEASANT HILLS RANCH,water_system,
WOODLANDS DEVELOPMENT,water_system,
CARPINTERIA VALLEY WATER DISTRICT,water_system,
YETTEM WATER SYSTEM,water_system,
BELLA VISTA MUTUAL WATER COMPANY,water_system,
GORDA WS,water_system,
UNION PUBLIC UTILITY DISTRICT,water_system,
WATSONVILLE PRODUCE INC,water_system,
EL NIDO MOBILE HOME PARK,water_system,
CITY OF TUSTIN,water_system,
SAINT MARIE MOBILE HOME PARK,water_system,
LAGUNA SECA RECREATION WS,water_system,
VAN LOON WATER ASSOCIATION,water_system,
RESORT IMPROVEMENT DISTRICT #1,water_system,
VENTANA BIG SUR INN WS,water_system,
CACHUMA VILLAGE,water_system,
SOLANO VERDE MUTUAL WATER CO,water_system,
COAST SPRINGS - CAL. WATER SERVICE (PUC),water_system,
CARNEROS WAREHOUSING,water_system,
CSP-ARMSTRONG REDWOODS STATE RESERVE,water_system,
OAK TRAIL RANCH,water_system,
LANARE COMMUNITY SERVICES DIST,water_system,
PALISADE GLACIER HIGH SCHOOL,water_system,
PRESTON WINERY,water_system,
CORDA RD WS,water_system,
WALKING M RANCHES,water_system,
SANTA YNEZ ROBLAR MOBILE HOME PARK,water_system,
MESA HILLS MUTUAL WATER COMPANY,water_system,
VISTA HILLS MUTUAL WATER COMPANY,water_system,
BOBCAT SPRINGS MUTUAL WATER COMPANY,water_system,
EL RANCHO TAJIGUAS,water_system,
WOODSTOCK RANCH,water_system,
TAHOE CITY PUD - RUBICON,water_system,
COUNTRY STORE WATER SYSTEM,water_system,
JEHOVAH'S WITNESS  SIERRA VISTA CONG,water_system,
FISHERMAN'S BEND MHP,water_system,
RIVERDALE PARK TRACT CSD,water_system,
SIKH TEMPLE MODESTO-CERES,water_system,
PENTECOST PROPERTIES WATER SYSTEM,water_system,
ESPARTO C.S.D.,water_system,
POINT ARENA WATER WORKS,water_system,
TID/ LA GRANGE WATER SYSTEM,water_system,
LAUREATE WATER COMPANY,water_system,
KINNYBROOK MUTUAL WATER COMPANY,water_system,
TAHOE CITY PUD - TIMBERLAND,water_system,
PINE VALLEY TRAILER PARK,water_system,
CSP-JACK LONDON STATE HISTORIC PARK,water_system,
RANCHO SAN ANDREAS,water_system,
FRESH POINT (PIRANHA PRODUCE),water_system,
CHUCKAWALLA VALLEY STATE PRISON,water_system,
ELKS LODGE 1282,water_system,
CHARITY WAY WATER SYSTEM,water_system,
HORNBROOK C.S.D.,water_system,
PANAMA ROAD PROPERTY OWNERS ASSOC,water_system,
FIVE POINTS RANCH,water_system,
CDPR-HATFIELD,water_system,
INDIAN HILLS CAMP,water_system,
PALOMAR CHRISTIAN CONFERENCE CENTER,water_system,
DESERT DAWN MWC,water_system,
"ROHNERT PARK, CITY OF",water_system,
U.S. GYPSUM CO,water_system,
CAL AM WATER COMPANY - AMBLER PARK,water_system,
STONEPINE RESORT WS,water_system,
CROWLEY LAKE TRAILER PARK,water_system,
LOON LAKE CAMPGROUND,water_system,
SALMON LAKE LODGE,water_system,
CORRAL DE TIERRA COUNTRY CLUB WS,water_system,
GOLDEN MEADOWS CSD,water_system,
CITY OF MODESTO - CENTRAL TURLOCK,water_system,
CITY OF MORGAN HILL,water_system,
CITY OF GROVER BEACH PUBLIC WORKS DEPT,water_system,
RAWHIDE MUTUAL WATER COMPANY,water_system,
LIFE WATER CO-OP,water_system,
YOLO CO HOUSING AUTHORITY-EL RIO VILLA,water_system,
WHEATLAND PARK ESTATES,water_system,
ROLLING ACRES MUTUAL WATER COMPANY,water_system,
FARRAR PARK PROPERTY OWNERS,water_system,
MISSION SPRINGS WD,water_system,
BLACK RASCAL WATER COMPANY,water_system,
PINEDALE COUNTY WATER DISTRICT,water_system,
APPLE VALLEY FOOTHILL CWD,water_system,
APPLE VALLEY HEIGHTS CWD,water_system,
WEST PALM SPRINGS VILLAGE,water_system,
CYPRESS COMMUNITY CHURCH WS,water_system,
COYOTE VALLEY MUTUAL WATER CO,water_system,
RUBIDOUX COMMUNITY SD,water_system,
MADERA CO SA16 SUMNER HILL,water_system,
MD 60 DILLON ESTATES,water_system,
KLAMATH C.S.D.,water_system,
MARK WEST MEADOWS MUTUAL WATER,water_system,
KONOCTI COUNTY WATER DISTRICT,water_system,
NEW HOPE CHURCH OF THE NAZARENE,water_system,
MODESTO CHRISTIAN CENTER (WATERSYSTEM),water_system,
OJAI WATER SYSTEM,water_system,
SOUTH CLOVERDALE WATER COMPANY,water_system,
TALMONT RESORT IMPROVEMENT DISTRICT,water_system,
CALIFORNIA PINES C.S.D.,water_system,
SOUTH KERN MUTUAL WATER COMPANY,water_system,
PIER 1900 HOMEOWNER'S ASSOCIATION,water_system,
EAST VALLEY WATER DISTRICT,water_system,
TRACT 1199 WATER SYSTEM,water_system,
QUIVIRA VINEYARDS,water_system,
MIRASOL COMPANY WATER SYSTEM,water_system,
JEFF RUNQUIST WINERY,water_system,
TERRA LINDA FARMS,water_system,
SISKIYOU LAKE HIGHLANDS MWC,water_system,
FOWLER CARE CENTER,water_system,
ZONNEVELD DAIRY - CEDAR,water_system,
PLAINFIELD ELEM SCHOOL - WATER,water_system,
DEL ORO RIVER ISLAND SERV TERR #1,water_system,
SAN SABA WINERY WS,water_system,
EAST AUSTIN CREEK MUTUAL WATER COMPANY,water_system,
RANKIN RANCH,water_system,
LAKE SONOMA MARINA,water_system,
CHOOLJIAN BROS PACKING CO,water_system,
STEVINSON BAR AND GRILL,water_system,
CERES UNIFIED/WESTPORT SCHOOL,water_system,
HUNGRY GULCH MWC,water_system,
MCSWAIN ELEMENTARY SCHOOL,water_system,
BARON CANYON MUTUAL WATER CO.,water_system,
RANCHO NIPOMO WATER COMPANY,water_system,
BRONCO WINERY,water_system,
TERRA DE ORO WATER COMPANY,water_system,
ELLWOOD MUTUAL WATER COMPANY,water_system,
WOOD COLONY CHRISTIAN SCHOOL,water_system,
EXCELL CENTER,water_system,
STANISLAUS UNION SCHOOL DIST,water_system,
PURINA MILLS INC,water_system,
GRACE MENNONITE SCHOOL,water_system,
YOSEMITE WHOLESALE,water_system,
JOURNEY S END RESORT,water_system,
ALPINE ACRES MUTUAL WATER CO,water_system,
JENNINGS WWTP,water_system,
SOUTH COAST CENTER WS,water_system,
RANCHO ESTATES MUTUAL WATER CO.,water_system,
GOLD ARROW CAMP,water_system,
RIVER ESTATES MUTUAL WATER COMPANY,water_system,
WYNOLA WATER DISTRICT,water_system,
FOSTER FARMS-ELLENWOOD HATCHERY,water_system,
THE MORNING STAR COMPANY,water_system,
THE FRUIT YARD RESTAURANT,water_system,
NPS PRNS - FIVE BROOKS,water_system,
PHELAN PINON HILLS CSD,water_system,
HILLSVIEW HOMES,water_system,
SCWA - LAGUNA/VINEYARD,water_system,
SAN MIGUEL WS #01,water_system,
SCWA MATHER-SUNRISE,water_system,
EASTON AUTHORITY JPA,water_system,
"CANTUA CREEK VINEYARDS, IV, LLC.",water_system,
SHEEP CREEK WATER COMPANY,water_system,
SIERRA PINES RESORT,water_system,
CASITAS MUTUAL WATER COMPANY,water_system,
MEADOWCREEK MUTUAL WATER COMPANY,water_system,
WOODSON BRIDGE MHP,water_system,
"RIALTO, CITY OF",water_system,
SHAFFER ELEMENTARY SCHOOL,water_system,
VERDE VALE ELEMENTARY SCHOOL,water_system,
CRESTWOOD HEIGHTS WATER ASSN,water_system,
LASSEN VNP - DRAKESBAD,water_system,
FALLSVALE SERVICE COMPANY,water_system,
OLD BORGES RANCH WATER SYS,water_system,
EDGEWATER MOBILE HOME PARK,water_system,
LAKEVIEW APARTMENTS,water_system,
SUNNY ACRES MWS,water_system,
EL TORERO RESTAURANT,water_system,
DEAN CREEK RESORT,water_system,
"REEDLEY, CITY OF",water_system,
ORLEANS C.S.D.,water_system,
STERLING INDUSTRIAL,water_system,
GROVER LANDSCAPE WATER SYSTEM,water_system,
CITY OF EAST PALO ALTO,water_system,
HART FLAT BEAR MUTUAL WATER,water_system,
ANZA PINES MOBILE HOME PARK,water_system,
WINI MUTUAL WATER COMPANY,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
RANCHOS DEL RIO,water_system,
OWENS PEAK WEST,water_system,
SMUD POWERPINES CAMP,water_system,
ARMENIAN CHURCH CAMP,water_system,
SOQUEL CREEK WATER DISTRICT,water_system,
CALVARY CHAPEL CHURCH,water_system,
OID #46 - SUNSET OAKS,water_system,
BRASSFIELD ESTATE WINERY,water_system,
CITY OF THOUSAND OAKS WATER DEPARTMENT,water_system,
H & J WATER COMPANY,water_system,
"CALISTOGA, CITY OF",water_system,
MEINERS OAKS CWD,water_system,
LA TIERRA HEIGHTS MUTUAL,water_system,
GREEN ACRES MUTUAL WATER,water_system,
ANGLER S RANCH #3,water_system,
PUERTA LA CRUZ CC #14,water_system,
OAKLEY MUTUAL WATER COMPANY,water_system,
SAN PASQUAL ACADEMY,water_system,
COLONIA SANTA MARIA,water_system,
VALLEY ORCHARD  MUTUAL WATER SYSTEM,water_system,
CASA MEDANOS WATER SYSTEM,water_system,
RINCON WATER & ROAD WORKS,water_system,
SAN CAYETANO MUTUAL WATER CO,water_system,
FOREST KNOLLS MUTUAL WATER CO,water_system,
SIERRA INN,water_system,
SIESTA MOBILE HOME PARK,water_system,
"ADAIR VIANSA, LLC",water_system,
WESTMINSTER WOODS CAMP,water_system,
BADGER HILL ESTATES,water_system,
LAKE SABRINA BOAT LANDING,water_system,
HARBIN HOT SPRINGS,water_system,
MEADOWS UNION ELEMENTARY SCHOOL,water_system,
