_id,ID,CREATE DATE,Status,Shortage Type,Primary Usages,Household Support,Water Issues,Approximate Issue Start Date,County,CITY,LATITUDE,LONGITUDE,Well Depth,Was Issue Resolved?,Approximate Repair Cost,Additional Info,Well to Water Depth,Measure Date,Pump Rate Reduction,Report Date,StatusType,Region
5472,22087,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/07/2021,Tulare,Lindsay,36.21991,-119.126474,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5473,22088,04/19/2023,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",12/05/2022,Fresno,Kingsburg,36.485956,-119.597803,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5474,22089,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/20/2021,Stanislaus,Hughson ,37.597466,-120.800942,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5475,22090,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/09/2021,Fresno,Fresno ,36.703031,-119.781819,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5476,22091,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",02/23/2021,Madera,Madera,37.022726,-120.138006,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5477,22092,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/02/2021,Madera,Madera,37.038609,-119.988872,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5478,22093,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/09/2022,Kings,Lemoore ,36.353378,-119.842102,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5479,22094,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",07/19/2022,Madera,Madera ,36.931829,-119.893019,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5480,22095,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/07/2021,Fresno,Fresno,36.763165,-119.969397,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5481,22096,04/19/2023,Resolved,Dry well (groundwater),Household,renter-occupied,"Reduction in water pressure, lower flows.
",09/01/2022,San Joaquin,Linden ,37.972587,-121.047676,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5482,22097,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",03/01/2020,Madera,Madera,37.035582,-119.982355,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5483,22098,04/19/2023,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",08/01/2022,Merced,Merced,37.302932,-120.444949,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5484,22099,04/19/2023,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",10/01/2022,Madera,Madera,36.91343,-120.093395,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5485,22100,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/14/2020,Madera,Madera,36.962326,-119.907929,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5486,22101,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/18/2022,Fresno,Fresno ,36.780311,-119.915632,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5487,22102,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/20/2020,Tulare,Tulare,36.204056,-119.257195,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5488,22103,04/19/2023,Resolved,Dry well (groundwater),Household,renter-occupied,"Reduction in water pressure, lower flows.
",10/01/2022,Merced,Merced ,37.251341,-120.391386,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5489,22104,04/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/02/2020,Fresno,Sanger ,36.733163,-119.543531,,,,,,,,2023-04-19T00:00:00,Resolved,Inland
5490,22105,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/29/2021,Tulare,Visalia ,36.370994,-119.211389,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5491,22106,04/20/2023,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/29/2021,Tulare,Tulare ,36.370994,-119.211389,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5492,22107,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/01/2022,Madera,Madera,36.985375,-119.89099,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5493,22108,04/20/2023,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",01/01/2022,Madera,Chowchilla ,37.079116,-120.184507,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5494,22109,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",03/03/2021,Mariposa,Mariposa,37.451288,-119.764536,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5495,22110,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/05/2022,Fresno,Fresno ,36.62674,-119.790471,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5496,22111,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/17/2021,Madera,Madera,37.050036,-119.986315,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5497,22112,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/01/2022,Madera,Madera,37.00306,-119.898216,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5498,22113,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/29/2020,Madera,Madera,36.989391,-119.887212,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5499,22114,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/06/2021,Tulare,Visalia ,36.444252,-119.259906,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5500,22115,04/20/2023,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",05/06/2021,Tulare,Visalia ,36.33416,-119.29573,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5501,22116,04/20/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",09/15/2022,Siskiyou,Mount Shasta,41.263673649794185,-122.27417614417593,,,,,,,,2023-04-20T00:00:00,Outage,Inland
5502,22117,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/01/2021,Fresno,Laton ,36.422905,-119.797676,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5503,22118,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/08/2021,Fresno,Fresno ,36.612468,-119.898141,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5504,22119,04/20/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/08/2021,Fresno,Fresno ,36.612468,-119.898141,,,,,,,,2023-04-20T00:00:00,Resolved,Inland
5505,22120,04/21/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/09/2020,Madera,madera,36.995905,-119.999531,,,,,,,,2023-04-21T00:00:00,Resolved,Inland
5506,22121,04/21/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/01/2020,Madera,Madera,36.950947,-120.019163,,,,,,,,2023-04-21T00:00:00,Resolved,Inland
5507,22122,04/21/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/01/2022,Tulare,Exeter,36.291434,-119.15884,,,,,,,,2023-04-21T00:00:00,Resolved,Inland
5508,22123,04/21/2023,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",01/01/2022,Tulare,Visalia ,36.347136,-119.282763,,,,,,,,2023-04-21T00:00:00,Resolved,Inland
5509,22124,04/21/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/01/2022,Madera,madera,36.994277,-120.073953,,,,,,,,2023-04-21T00:00:00,Resolved,Inland
5510,22125,04/21/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/01/2021,Madera,madera,36.967408,-120.029042,,,,,,,,2023-04-21T00:00:00,Resolved,Inland
5511,22126,04/21/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/01/2020,Madera,Madera,36.991958,-120.022241,,,,,,,,2023-04-21T00:00:00,Resolved,Inland
5512,22127,04/21/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/10/2020,Madera,Madera,36.965857,-119.91086,,,,,,,,2023-04-21T00:00:00,Resolved,Inland
5513,22146,04/24/2023,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",09/01/2022,Fresno,Kingsburg,36.539051,-119.513226,,,,,,,,2023-04-24T00:00:00,Outage,Inland
5514,22147,04/24/2023,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",09/01/2022,Fresno,Kingsburg,36.539511,-119.514537,,,,,,,,2023-04-24T00:00:00,Outage,Inland
5515,22148,04/25/2023,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",03/22/2022,Tehama,Corning,39.836716,-122.196627,107,"No, cannot afford to finance solutions
",,Purchased property with well already dry.,,,It's no longer producing any water,2023-04-25T00:00:00,Outage,Inland
5516,22149,04/25/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/05/2022,Tehama,Corning ,40.125696,-122.23391,100ft,"No, getting water from our neighbors with a hose
",,,0ft ,04/05/2022,It's no longer producing any water,2023-04-25T00:00:00,Outage,Inland
5517,22150,04/26/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",11/17/2022,San Luis Obispo,Templeton,35.531564,-120.747265,,,,,,,,2023-04-26T00:00:00,Outage,Southern
5518,22151,04/26/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/26/2017,Fresno,Selma,36.562792,-119.696296,,,,,,,,2023-04-26T00:00:00,Outage,Inland
5519,22152,04/26/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",04/01/2022,Fresno,Selma ,36.594435,-119.644105,,,,,,,,2023-04-26T00:00:00,Resolved,Inland
5520,22166,04/27/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/01/2021,Tehama,Corning,40.007685,-122.418344,,"No, trucking in water
",,,,,It's no longer producing any water,2023-04-27T00:00:00,Outage,Inland
5521,22186,04/28/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/19/2023,Merced,Merced,37.346117,-120.5115,,,,,,,,2023-04-28T00:00:00,Outage,Inland
5522,22206,05/01/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is pumping sand, muddy water.
",04/20/2023,Tulare,Tulare ,36.232844,-119.366274,,,,,,,,2023-05-01T00:00:00,Outage,Inland
5523,22207,05/02/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",01/01/2023,San Joaquin,RIPON,37.750405,-121.124741,,,,,,,,2023-05-02T00:00:00,Outage,Inland
5524,22226,05/05/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",05/05/2017,Tulare,Earlimart,35.888214,-119.241729,,,,,,,,2023-05-05T00:00:00,Outage,Inland
5525,22227,05/05/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/05/2022,Madera,Madera,36.955809,-119.894739,,,,,,,,2023-05-05T00:00:00,Outage,Inland
5526,22246,05/08/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",01/11/2023,San Luis Obispo,Paso Robles,35.62601,-120.558596,,,,,,,,2023-05-08T00:00:00,Outage,Southern
5527,22247,05/08/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/06/2023,Madera,Chowchilla,37.088615,-120.364732,,"No, trucking in water
",,,,,,2023-05-08T00:00:00,Outage,Inland
5528,22248,05/09/2023,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",05/01/2023,Madera,madera ,37.008954,-120.057801,,,,,,,,2023-05-09T00:00:00,Outage,Inland
5529,22249,05/09/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/02/2023,San Joaquin,Acampo,38.212653,-121.270191,,,,,,,,2023-05-09T00:00:00,Resolved,Inland
5530,22250,05/09/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",02/15/2023,San Luis Obispo,Arroyo Grande,35.077041,-120.545596,,,,,,,,2023-05-09T00:00:00,Outage,Southern
5531,22251,05/09/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2017,Fresno,Fresno,36.724287,-119.978675,,,,,,,,2023-05-09T00:00:00,Outage,Inland
5532,22252,05/09/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"worried about water level
",04/18/2023,Fresno,Reedley,36.595207,-119.430633,,,,,,,,2023-05-09T00:00:00,Outage,Inland
5533,22253,05/10/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",12/21/2022,San Luis Obispo,San Miguel,35.72295,-120.576342,,,,,,,,2023-05-10T00:00:00,Outage,Southern
5534,22266,05/15/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",05/01/2023,Madera,Madera ,37.021282,-120.083308,,,,,,,,2023-05-15T00:00:00,Outage,Inland
5535,22267,05/15/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is pumping sand, muddy water.
",03/01/2023,Madera,Madera,36.880504,-119.983587,,,,,,,,2023-05-15T00:00:00,Outage,Inland
5536,22268,05/16/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2023,Kern,Bakersfield,35.265579,-118.940014,,,,,,,,2023-05-16T00:00:00,Outage,Inland
5537,22269,05/16/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",05/17/2022,Kings,Stratford,36.18032,-119.781911,,"No, trucking in water
",,,,,,2023-05-16T00:00:00,Outage,Inland
5538,22286,05/18/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",01/01/2023,Fresno,Fresno,36.60828,-119.908655,,,,,,,,2023-05-18T00:00:00,Outage,Inland
5539,22306,05/22/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/17/2023,Fresno,Sanger,36.721467,-119.542801,,,,,,,,2023-05-22T00:00:00,Resolved,Inland
5540,22307,05/23/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/01/2022,Siskiyou,Macdoel ,41.768167,-121.892741,228 ft ,"No, trucking in water
",,,223,05/22/2023,It's no longer producing any water,2023-05-23T00:00:00,Outage,Inland
5541,22308,05/23/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",05/01/2022,Stanislaus,Denair,37.586217,-120.785408,,,,,,,,2023-05-23T00:00:00,Outage,Inland
5542,22309,05/23/2023,Undefined,Dry well (groundwater),Ag/Irrigation,owner-occupied,"Well is dry (no longer producing water)
",07/20/2022,Siskiyou,Macdoel,41.768167,-121.892741,approx 200 ft ,"No, cannot afford to finance solutions
",,,,,It's no longer producing any water,2023-05-23T00:00:00,Outage,Inland
5543,22310,05/24/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/22/2023,Madera,Madera,36.935918,-119.913268,,,,,,,,2023-05-24T00:00:00,Outage,Inland
5544,22311,05/24/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is pumping sand, muddy water.
",05/15/2023,Tehama,red bluff,40.171756,-122.216752,91feet,"No, on drilling wait list
",,,61 feet,05/15/2023,Not sure,2023-05-24T00:00:00,Outage,Inland
5545,22326,05/25/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",09/01/2022,San Joaquin,Escalon,37.787458,-120.987502,,,,,,,,2023-05-25T00:00:00,Resolved,Inland
5546,22346,05/30/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",05/30/2020,Tulare,Orosi,36.537092,-119.279575,,,,,,,,2023-05-30T00:00:00,Outage,Inland
5547,22347,05/30/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",01/01/2023,Kern,Bakersfield ,35.266396,-118.939947,,,,,,,,2023-05-30T00:00:00,Outage,Inland
5548,22348,05/30/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/01/2020,Tulare,Exeter,36.253498,-119.170199,,,,,,,,2023-05-30T00:00:00,Outage,Inland
5549,22349,05/31/2023,Resolved,Possibly collapsed,Household,,"unknown/possibly collapsed
",04/15/2023,Madera,North Fork,37.208385,-119.537007,,,,,,,,2023-05-31T00:00:00,Resolved,Inland
5550,22350,05/31/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/22/2021,Tehama,RANCHO TEHAMA,40.012552,-122.387478,,"No, trucking in water
",,,,,It's no longer producing any water,2023-05-31T00:00:00,Outage,Inland
5551,22351,06/01/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",05/20/2023,Madera,Madera,37.06821,-120.008218,,,,,,,,2023-06-01T00:00:00,Outage,Inland
5552,22352,06/02/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2021,Fresno,Sanger,36.678222,-119.572719,,,,,,,,2023-06-02T00:00:00,Outage,Inland
5553,22353,06/03/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/05/2016,Tehama,Corning,40.017823,-122.403964,135ft deep,"No, getting water from our neighbors with a hose
",,,None,01/05/2016,Not popping ,2023-06-03T00:00:00,Outage,Inland
5554,22366,06/05/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/15/2023,Mariposa,Midpines,37.545865,-119.927496,,,,,,,,2023-06-05T00:00:00,Outage,Inland
5555,22367,06/05/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"low producing
",09/23/2021,Fresno,Clovis,36.8524,-119.635041,,,,,,,,2023-06-05T00:00:00,Outage,Inland
5556,22368,06/05/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/02/2023,Fresno,Kerman ,36.733043,-120.245041,,,,,,,,2023-06-05T00:00:00,Outage,Inland
5557,22369,06/05/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"high nitrates and uranium in water
",06/01/2023,Tulare,Lemon Cove,36.365541,-119.022698,,,,,,,,2023-06-05T00:00:00,Outage,Inland
5558,22370,06/05/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",02/15/2022,Tehama,Corning,39.935697,-122.169422,100,"No, trucking in water
",,,100,12/31/2022,It's no longer producing any water,2023-06-05T00:00:00,Outage,Inland
5559,22371,06/06/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",03/06/2023,Kern,Bakersfield,35.29167,-119.003541,,,,,,,,2023-06-06T00:00:00,Outage,Inland
5560,22372,06/08/2023,Undefined,Dry well (groundwater),unknown if ag or domestic well,owner-occupied,"Well is dry (no longer producing water)
",06/08/2023,Tulare,Tulare,36.260348,-119.474995,,,,,,,,2023-06-08T00:00:00,Outage,Inland
5561,22373,06/08/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/01/2020,Siskiyou,Macdol,41.786682,-122.004728,80,"Yes, lowered the pump bowl
",,,69,06/08/2023,Not sure,2023-06-08T00:00:00,Outage,Inland
5562,22386,06/09/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2022,Shasta,,40.39015,-122.351857,130,,,,,,It's no longer producing any water,2023-06-09T00:00:00,Outage,Inland
5563,22387,06/09/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",05/22/2023,San Luis Obispo,Paso Robles,35.62742,-120.54206,,,,,,,,2023-06-09T00:00:00,Outage,Southern
5564,22406,06/12/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",06/01/2019,Kings,lemoore,36.274412,-119.783036,,,,,,,,2023-06-12T00:00:00,Outage,Inland
5565,22407,06/13/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",06/01/2022,Merced,los banos,37.034988,-120.836224,,,,,,,,2023-06-13T00:00:00,Outage,Inland
5566,22408,06/13/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",02/09/2023,San Luis Obispo,SANTA MARGARITA,35.382523,-120.460577,,,,,,,,2023-06-13T00:00:00,Outage,Southern
5567,22409,06/13/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",05/01/2023,San Luis Obispo,San Luis Obispo,35.253661,-120.627128,,,,,,,,2023-06-13T00:00:00,Outage,Southern
5568,22410,06/14/2023,Undefined,contaminated water,Household,renter-occupied,"Reduction in water quality
",04/14/2023,Tulare,Lemon Cove,36.367294,-119.022769,,,,,,,,2023-06-14T00:00:00,Outage,Inland
5569,22411,06/15/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"well collapsed
",06/01/2023,Merced,Merced,37.189186,-120.409347,,,,,,,,2023-06-15T00:00:00,Outage,Inland
5570,22412,06/15/2023,Undefined,Dry well (groundwater),Household,renter-occupied,"well collapsed
",06/01/2023,Merced,Merced,37.18883,-120.409699,,,,,,,,2023-06-15T00:00:00,Outage,Inland
5571,22413,06/15/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",06/09/2023,Madera,Madera,36.972306,-120.028945,,,,,,,,2023-06-15T00:00:00,Outage,Inland
5572,22426,06/16/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/13/2018,Fresno,Fresno,36.694958,-119.853173,,,,,,,,2023-06-16T00:00:00,Outage,Inland
5573,22427,06/16/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/20/2018,Fresno,Tollhouse,36.974242,-119.388686,,,,,,,,2023-06-16T00:00:00,Outage,Inland
5574,22446,06/19/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",06/01/2022,Fresno,Reedley,36.610363,-119.438903,,,,,,,,2023-06-19T00:00:00,Outage,Inland
5575,22447,06/19/2023,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/10/2023,Fresno,Fowler ,36.599336,-119.68959,,,,,,,,2023-06-19T00:00:00,Resolved,Inland
5576,22448,06/20/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/15/2023,Madera,CHOWCHILLA,37.073291,-120.203688,,,,,,,,2023-06-20T00:00:00,Outage,Inland
5577,22449,06/20/2023,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/15/2023,Madera,CHOWCHILLA,37.073291,-120.203688,,,,,,,,2023-06-20T00:00:00,Outage,Inland
5578,22450,06/21/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",03/13/2023,San Luis Obispo,California Valley,35.24998,-119.941689,,,,,,,,2023-06-21T00:00:00,Outage,Southern
5579,22451,06/22/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",06/20/2018,Tulare,Pixley,35.986734,-119.299812,,,,,,,,2023-06-22T00:00:00,Outage,Inland
5580,22452,06/22/2023,Undefined,Dry well (groundwater),well supplies 2 households: one person in each,owner-occupied,"Well is dry (no longer producing water)
",06/20/2023,Siskiyou,Seiad Valley,41.839165,-123.182777,measured when pump was replaced,"No, cannot afford to finance solutions
",,,153',04/26/2023,It's no longer producing any water,2023-06-22T00:00:00,Outage,Inland
5581,22453,06/22/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",06/20/2020,Madera,Madera,36.981676,-119.882359,,,,,,,,2023-06-22T00:00:00,Outage,Inland
5582,22454,06/22/2023,Undefined,Dry well (groundwater),Household,renter-occupied,"collapsed well
",06/06/2023,Tulare,Visalia,36.26366,-119.237249,,,,,,,,2023-06-22T00:00:00,Outage,Inland
5583,22455,06/22/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"low pressure and WQ issues 
",06/01/2022,Kings,Hanford,36.308581,-119.693445,,,,,,,,2023-06-22T00:00:00,Outage,Inland
5584,22456,06/22/2023,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/01/2022,Tehama,Corning,40.00743,-122.424925,160 - 240,"No, cannot afford to finance solutions
",,,,,It's no longer producing any water,2023-06-22T00:00:00,Outage,Inland
5585,22466,06/26/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/15/2023,Fresno,Fresno,36.781213,-119.880038,,,,,,,,2023-06-26T00:00:00,Outage,Inland
5586,22467,06/26/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is pumping sand, muddy water.
",06/01/2020,Fresno,Fresno,36.59726,-119.734385,,,,,,,,2023-06-26T00:00:00,Outage,Inland
5587,22468,06/27/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",12/21/2022,San Luis Obispo,Paso Robles,35.664443,-120.603019,,,,,,,,2023-06-27T00:00:00,Outage,Southern
5588,22469,06/27/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",05/30/2023,San Luis Obispo,Creston,35.473788,-120.542819,,,,,,,,2023-06-27T00:00:00,Outage,Southern
5589,22470,06/27/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",05/23/2023,San Luis Obispo,Paso Robles,35.627142,-120.54211,,,,,,,,2023-06-27T00:00:00,Outage,Southern
5590,22471,06/27/2023,Undefined,Dry well (groundwater),Household,,"Well is dry (no longer producing water)
",05/21/2023,San Luis Obispo,Paso Robles,35.664443,-120.603019,,,,,,,,2023-06-27T00:00:00,Outage,Southern
5591,22472,06/27/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/27/2023,Fresno,Clovis,36.918527,-119.716962,,,,,,,,2023-06-27T00:00:00,Outage,Inland
5592,22473,06/27/2023,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/27/2023,Madera,Madera,37.034446,-120.111288,,,,,,,,2023-06-27T00:00:00,Outage,Inland
