web-scraper-order,web-scraper-start-url,term
"1655864425-117","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Global Warming Potential"
"1655864425-109","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Forcing Mechanism"
"1655864425-191","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Sulfate Aerosols"
"1655864425-104","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Evaporation"
"1655864425-121","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Halocarbons"
"1655864425-122","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Heat Island"
"1655864425-175","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Resilience"
"1655864425-79","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Climate Feedback"
"1655864425-67","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Black Carbon Aerosol"
"1655864425-165","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Photosynthesis"
"1655864425-162","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Permafrost"
"1655864425-151","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Ocean Acidification"
"1655864425-86","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Coalbed Methane"
"1655864425-190","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Subsiding/Subsidence"
"1655864425-181","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Short Ton"
"1655864425-69","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Carbon Capture and Sequestration"
"1655864425-164","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Phenology"
"1655864425-134","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Inundation"
"1655864425-115","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Global Average Temperature"
"1655864425-74","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Carbon Footprint"
"1655864425-60","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Anthropogenic"
"1655864425-171","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Reforestation"
"1655864425-55","https://sor.epa.gov/sor_internet/registry/termreg/searchandretrieve/glossariesandkeywordlists/search.do?details=&glossaryName=Glossary%20Climate%20Change%20Terms#formTop","Aerosols"
