gsp_doc_id,gsp_id,canonical_gsp_id,version,plan_section,submitted_date,from_gsp_id,gsa_ids,gsa_names,basin,out_basename,doc_rank
7769,0123,123,1,original,01/28/2022,,244,White Wolf GSA,5-022.18 WHITE WOLF,gsp_doc_id_7769.pdf,1
8062,0124,124,1,original,01/31/2022,,488,County of Napa GSA,2-002.01 NAPA VALLEY,gsp_doc_id_8062.pdf,1
7517,0125,125,1,original,01/28/2022,,"227,234",Sierra Valley Groundwater Management District GSA;County of Plumas GSA,5-012.01 SIERRA VALLEY,gsp_doc_id_7517.pdf,1
7696,0127,127,1,original,01/31/2022,,480,Big Valley GSA,5-015 BIG VALLEY,gsp_doc_id_7696.pdf,1
7894,0128,128,1,original,01/28/2022,,"50,458",Marina Coast Water District GSA - Monterey;Salinas Valley Basin GSA - Monterey,3-004.10 MONTEREY,gsp_doc_id_7894.pdf,1
6073,0129,129,1,original,01/27/2022,,337,Santa Monica Basin GSA,4-011.01 SANTA MONICA,gsp_doc_id_6073.pdf,1
7953,0130,130,1,original,01/31/2022,,162,Ojai Basin Groundwater Management Agency GSA,4-002 OJAI VALLEY,gsp_doc_id_7953.pdf,1
6529,0131,131,1,original,01/24/2022,,315,Santa Clarita Valley GSA,4-004.07 SANTA CLARA RIVER VALLEY EAST,gsp_doc_id_6529.pdf,1
9300,0132,132,1,original,01/29/2022,,350,Petaluma Valley GSA,2-001 PETALUMA VALLEY,gsp_doc_id_9300.pdf,1
7964,0133,133,1,original,01/30/2022,,296,Atascadero Basin GSA,3-004.11 ATASCADERO AREA,gsp_doc_id_7964.pdf,1
8072,0134,134,1,original,01/31/2022,,422,Tehama County Flood Control and Water Conservation District GSA - Antelope,5-021.54 ANTELOPE,gsp_doc_id_8072.pdf,1
10082,0134,134,1,resubmitted,04/22/2024,,422,Tehama County Flood Control and Water Conservation District GSA - Antelope,5-021.54 ANTELOPE,gsp_doc_id_10082.pdf,2
7442,0136,136,1,original,01/29/2022,,331,Santa Rosa Plain GSA,1-055.01 SANTA ROSA PLAIN,gsp_doc_id_7442.pdf,1
8078,0137,137,1,original,01/31/2022,,124,Tehama County Flood Control and Water Conservation District GSA - Bowman,5-006.01 BOWMAN,gsp_doc_id_8078.pdf,1
8630,0138,138,1,original,06/29/2022,,328,Bear Valley Basin GSA,8-009 BEAR VALLEY,gsp_doc_id_8630.pdf,1
8085,0139,139,1,original,01/31/2022,,420,Tehama County Flood Control and Water Conservation District GSA - Los Molinos,5-021.56 LOS MOLINOS,gsp_doc_id_8085.pdf,1
10064,0139,139,1,resubmitted,04/22/2024,,420,Tehama County Flood Control and Water Conservation District GSA - Los Molinos,5-021.56 LOS MOLINOS,gsp_doc_id_10064.pdf,2
8089,0140,140,1,original,01/31/2022,,419,Tehama County Flood Control and Water Conservation District GSA - Red Bluff,5-021.50 RED BLUFF,gsp_doc_id_8089.pdf,1
10066,0140,140,1,resubmitted,04/22/2024,,419,Tehama County Flood Control and Water Conservation District GSA - Red Bluff,5-021.50 RED BLUFF,gsp_doc_id_10066.pdf,2
8634,0144,144,1,original,05/17/2022,,275,Western Municipal Water District GSA - Riverside-Arlington,8-002.03 RIVERSIDE-ARLINGTON,gsp_doc_id_8634.pdf,1
8203,0145,145,1,original,04/04/2022,,"190,408,410",Pleasant Valley GSA;County of Fresno GSA - Pleasant Valley;City of Coalinga GSA,5-022.10 PLEASANT VALLEY,gsp_doc_id_8203.pdf,1
10265,0145,145,1,resubmitted,07/16/2024,,"190,408,410",Pleasant Valley GSA;County of Fresno GSA - Pleasant Valley;City of Coalinga GSA,5-022.10 PLEASANT VALLEY,gsp_doc_id_10265.pdf,2
8591,0149,149,1,original,07/26/2022,,212,Spadra Basin GSA,4-013 SAN GABRIEL VALLEY,gsp_doc_id_8591.pdf,1
11674,0149,149,1,resubmitted,11/26/2025,,212,Spadra Basin GSA,4-013 SAN GABRIEL VALLEY,gsp_doc_id_11674.pdf,2
9056,0150,150,1,original,06/20/2022,,"482,481,484",Tejon-Castac Water District GSA;Arvin GSA;Wheeler Ridge-Maricopa GSA,5-022.14 KERN COUNTY,gsp_doc_id_9056.pdf,1
8969,0150,150,1,resubmitted,07/27/2022,,"482,481,484",Tejon-Castac Water District GSA;Arvin GSA;Wheeler Ridge-Maricopa GSA,5-022.14 KERN COUNTY,gsp_doc_id_8969.pdf,2
9704,0155,155,1,original,06/22/2023,,404,Montecito Groundwater Basin GSA,3-049 MONTECITO,gsp_doc_id_9704.pdf,1
9918,0156,156,1,original,06/28/2023,,"434,49",Fox Canyon Groundwater Management Agency GSA - Arroyo Santa Rosa Valley;Arroyo Santa Rosa Valley Basin GSA,4-007 ARROYO SANTA ROSA VALLEY,gsp_doc_id_9918.pdf,1
10029,0157,157,1,original,02/13/2024,,491,Carpinteria GSA,3-018 CARPINTERIA,gsp_doc_id_10029.pdf,1
11395,0160,12,2,original,07/14/2025,12,"61,68,191,394",Chowchilla Water District GSA;County of Madera GSA - Chowchilla;County of Merced GSA - Chowchilla;Triangle T Water District GSA,5-022.05 CHOWCHILLA,gsp_doc_id_11395.pdf,1
11703,0164,50,2,original,01/13/2026,50,7,Mid-Kaweah GSA,5-022.11 KAWEAH,gsp_doc_id_11703.pdf,1
11777,0165,50,2,original,01/13/2026,50,281,Greater Kaweah GSA,5-022.11 KAWEAH,gsp_doc_id_11777.pdf,1
11822,0166,50,2,original,01/13/2026,50,314,East Kaweah GSA,5-022.11 KAWEAH,gsp_doc_id_11822.pdf,1
11894,0167,150,2,original,01/15/2026,150,"507,514,482,39,22,188,306,326,20,481,508,515,484,523",Shafter-Wasco Irrigation District GSA;Southern San Joaquin Municipal Utility District - GSA;Tejon-Castac Water District GSA;West Kern Water District GSA;Greenfield County Water District GSA;Pioneer GSA;Kern Non-Districted Land Authority GSA;Cawelo Water District GSA;Kern River GSA;Arvin GSA;North Kern Water Storage District GSA;Rosedale-Rio Bravo Water Storage District GSA;Wheeler Ridge-Maricopa GSA;Kern Water Bank GSA,5-022.14 KERN COUNTY,gsp_doc_id_11894.pdf,1
11866,0168,150,2,original,01/15/2026,150,15,Buena Vista Water Storage District GSA,5-022.14 KERN COUNTY,gsp_doc_id_11866.pdf,1
11840,0169,150,2,original,01/15/2026,150,254,Henry Miller Water District GSA,5-022.14 KERN COUNTY,gsp_doc_id_11840.pdf,1
11853,0170,150,2,original,01/15/2026,150,517,Kern-Tulare Water District GSA,5-022.14 KERN COUNTY,gsp_doc_id_11853.pdf,1
11904,0171,150,2,original,01/15/2026,150,196,Olcese Water District GSA,5-022.14 KERN COUNTY,gsp_doc_id_11904.pdf,1
11827,0172,150,2,original,01/15/2026,150,277,Semitropic Water Storage District GSA,5-022.14 KERN COUNTY,gsp_doc_id_11827.pdf,1
11781,0173,150,2,original,01/15/2026,150,506,Westside District Water Authority GSA,5-022.14 KERN COUNTY,gsp_doc_id_11781.pdf,1
11932,0174,7,2,original,05/28/2026,7,"17,220,13,231,30,23,66,71,302,237,10,57,62,67,360,206,214,269,271,301,70,298,308",Patterson Irrigation District GSA;Turner Island Water District GSA - Delta-Mendota;West Stanislaus Irrigation District GSA;County of Merced GSA - Delta-Mendota;Farmers Water District GSA;Aliso Water District GSA;City of Patterson GSA;City of Los Banos GSA;Oro Loma Water District GSA;Widren Water District GSA;San Joaquin River Exchange Contractors GSA;City of Newman GSA;Grasslands GSA;City of Mendota GSA;City of Dos Palos GSA;Central Delta-Mendota GSA;Northwestern Delta-Mendota GSA;City of Firebaugh GSA;City of Gustine GSA;DM-II GSA;County of Madera GSA - Delta-Mendota;County of Fresno GSA - Delta-Mendota Management Area A;County of Fresno GSA - Delta-Mendota Management Area B,5-022.07 DELTA-MENDOTA,gsp_doc_id_11932.pdf,1
