"","page_num","gsp_id","file_path","file_name","admin","basin_plan","sust_criteria","monitoring_networks","projects_mgmt_actions","is_comment","is_reference"
"72",3,"0031","Multipurpose_Files/portal_files//v2_gsp_num_id_0031.txt","v2_gsp_num_id_0031.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"73",3,"0032","Multipurpose_Files/portal_files//v2_gsp_num_id_0032.txt","v2_gsp_num_id_0032.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"74",3,"0036","Multipurpose_Files/portal_files//v2_gsp_num_id_0036.txt","v2_gsp_num_id_0036.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"75",3,"0044","Multipurpose_Files/portal_files//v2_gsp_num_id_0044.txt","v2_gsp_num_id_0044.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"76",3,"0048","Multipurpose_Files/portal_files//v1_gsp_num_id_0048.txt","v1_gsp_num_id_0048.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"77",3,"0054","Multipurpose_Files/portal_files//v2_gsp_num_id_0054.txt","v2_gsp_num_id_0054.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"78",3,"0063","Multipurpose_Files/portal_files//v2_gsp_num_id_0063.txt","v2_gsp_num_id_0063.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"79",3,"0070","Multipurpose_Files/portal_files//v1_gsp_num_id_0070.txt","v1_gsp_num_id_0070.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"80",3,"0077","Multipurpose_Files/portal_files//v1_gsp_num_id_0077.txt","v1_gsp_num_id_0077.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"81",3,"0082","Multipurpose_Files/portal_files//v1_gsp_num_id_0082.txt","v1_gsp_num_id_0082.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"82",3,"0083","Multipurpose_Files/portal_files//v1_gsp_num_id_0083.txt","v1_gsp_num_id_0083.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"83",3,"0084","Multipurpose_Files/portal_files//v1_gsp_num_id_0084.txt","v1_gsp_num_id_0084.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"84",3,"0085","Multipurpose_Files/portal_files//v1_gsp_num_id_0085.txt","v1_gsp_num_id_0085.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"85",3,"0087","Multipurpose_Files/portal_files//v1_gsp_num_id_0087.txt","v1_gsp_num_id_0087.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"86",3,"0088","Multipurpose_Files/portal_files//v1_gsp_num_id_0088.txt","v1_gsp_num_id_0088.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"87",3,"0089","Multipurpose_Files/portal_files//v1_gsp_num_id_0089.txt","v1_gsp_num_id_0089.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"88",3,"0090","Multipurpose_Files/portal_files//v1_gsp_num_id_0090.txt","v1_gsp_num_id_0090.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"89",3,"0101","Multipurpose_Files/portal_files//v1_gsp_num_id_0101.txt","v1_gsp_num_id_0101.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
