name,num_appearances_sum,num_appearances_mean,num_types,entity_type
projects_and_climate_change,33,33,1,NA
san_francisco,33,5,1,County
san_pasqual,33,16,1,City
south_sutter_water_district,33,33,1,District
southeast_management_area,33,16,1,Geographic_Unit
suisun,33,16,1,NA
sustainability_goal,33,5,1,NA
water_commission,33,2,1,State_Gov
water_evaluation_and_planning,33,16,1,NA
water_quality_control_plan,33,2,1,Technical
wheeler_ridge_maricopa_management_area,33,33,1,Geographic_Unit
ag_fields,32,32,1,NA
chico,32,5,1,City
city_of_brentwood,32,32,1,City
clarksburg,32,32,1,City
comprehensive_groundwater_quality_management_plan,32,8,1,Technical
continuously_operating_reference_stations,32,11,1,NA
department_of_defense,32,11,1,Federal_Gov
fao,32,11,1,NA
gs,32,11,1,NA
gwl,32,8,1,NA
hughson,32,16,1,City
indirect_potable_reuse,32,16,1,NA
kj,32,16,1,NA
lamont_public_utilities_district,32,32,1,District
national_park_service,32,11,1,Federal_Gov
planned_projects,32,11,1,Water_Project
reduction_without_projects_scenario_1,32,11,1,NA
sacramento_valley_groundwater_basin,32,3,1,Basin
safe_drinking_water_information_system,32,6,1,Federal_Gov
santa_rosa_plain_subbasin,32,16,1,Basin
sebastopol,32,16,1,City
simi,32,32,1,NA
stream_system,32,32,1,NA
tcwa_groundwater_sustainability_agency,32,16,1,Other_GSA
tem,32,16,1,NA
thomasson,32,11,1,NA
upper_san_pedro_saugus_formation,32,32,1,Natural_Feature
water_district,32,32,1,District
water_quality_goals,32,11,1,NA
water_resources_agency,32,5,1,Group
williams,32,8,1,City
wilson_grove_formation,32,16,1,Natural_Feature
aewsd,31,16,1,NA
appendix_d,31,3,1,Reference
butte_water_district,31,31,1,District
chapter,31,4,1,NA
city_of_ridgecrest,31,31,1,City
conn_creek,31,31,1,Natural_Feature
coordination_agreement,31,5,1,Group
elder_creek,31,16,1,Natural_Feature
foster_park_protocols,31,31,1,NA
gebco,31,10,1,NA
groundwater_sustainability_agency_collaborative,31,31,1,NA
hanson,31,3,1,NA
hodges_reservoir,31,31,1,Infrastructure
hwg,31,31,1,NA
indio_subbasin,31,31,1,Basin
kenneth_d_schmidt,31,3,1,NA
kern_tulare_water_district,31,16,1,District
macdoel,31,31,1,City
mather,31,10,1,City
mc_groundwater_sustainability_agency,31,31,1,Other_GSA
merced_river,31,6,1,Natural_Feature
modesto_model,31,31,1,Technical
montezuma_hills,31,31,1,NA
oxnard_forebay,31,6,1,NA
placer,31,10,1,County
rdr,31,31,1,NA
safca,31,31,1,NA
sierra,31,3,1,County
state_legislature,31,2,1,State_Gov
study_units,31,31,1,NA
town,31,10,1,NA
woodlake,31,10,1,City
agencies,30,5,1,Group
arsenic,30,4,1,NA
basin_plan,30,2,1,Technical
bell,30,3,1,City
caldwell,30,2,1,NA
city_of_los_banos,30,15,1,City
city_of_madera_groundwater_sustainability_agency,30,30,1,Local_GSA
city_of_san_joaquin,30,30,1,City
city_of_st_helena,30,30,1,City
clear_creek_community_services_district,30,15,1,District
county_of_santa_cruz,30,15,1,County
cuyama,30,15,1,City
deep_aquifers,30,10,1,Natural_Feature
ebp,30,30,1,NA
environmental_science_associates,30,10,1,NA
esjgwa_board,30,30,1,Group
framework,30,10,1,NA
huron,30,8,1,City
i5,30,8,1,NA
ign,30,10,1,NA
middle_fork,30,6,1,NA
monterey_county_department_of_environmental_health,30,6,1,NA
nawqa_program,30,30,1,NA
oakley,30,30,1,City
rural_communities_committee,30,30,1,Group
san_benito_county_water_district_groundwater_sustainability_agency,30,30,1,Local_GSA
san_bernardino_county,30,10,1,County
san_leandro_creek,30,30,1,Natural_Feature
sonoma_county_transportation_authority,30,10,1,Group
str,30,5,1,NA
surface_water_distribution_model,30,6,1,Technical
svom,30,30,1,NA
this_management_action,30,5,1,NA
thomes_creek_water_district,30,15,1,District
tulelake_irrigation_district,30,30,1,District
university_of_california_cooperative_extension,30,2,1,State_Gov
uses,30,2,1,NA
ventura_river,30,30,1,Natural_Feature
water_bank,30,15,1,NA
well,30,2,1,NA
whittaker_bermite,30,30,1,NA
woods_central_diversion,30,5,1,NA
workgroup,30,15,1,Group
adjustment_factors_year,29,7,1,NA
bieber,29,29,1,City
bzme,29,29,1,NA
city_of_mendota,29,10,1,City
city_of_ukiah,29,29,1,City
communications_working_group,29,6,1,Group
corral_de_tierra_management_area,29,29,1,Geographic_Unit
cotati,29,29,1,City
county_of_merced,29,7,1,County
county_of_napa,29,29,1,County
environmental_management_department,29,14,1,Group
glenn_groundwater_authority_groundwater_sustainability_agency,29,29,1,Local_GSA
hicham,29,29,1,NA
initial_hydrogeologic_conceptual_model,29,29,1,Technical
interested_parties_database,29,7,1,Technical
kelseyville,29,29,1,City
llfz,29,29,1,NA
local_government_commission,29,29,1,Group
lompoc_regional_wastewater_reclamation_plant,29,29,1,NA
madera_subbasins,29,10,1,Basin
modesto_subbasin_groundwater_sustainability_plan,29,29,1,Technical
montecito,29,29,1,City
newhall_land_and_farming,29,29,1,NA
olympia,29,29,1,NA
ood,29,29,1,NA
pismo_creek,29,29,1,Natural_Feature
project_and_management_action,29,7,1,NA
sacramento_valley_water_quality_coalition,29,5,1,NA
san_gorgonio_pass_watershed_model,29,29,1,Technical
san_joaquin_formation,29,4,1,Natural_Feature
soda_creek,29,29,1,Natural_Feature
sonoma_county_water_agency,29,6,1,Group
stetson,29,6,1,NA
sunshine_ranch,29,29,1,NA
water_resources_manager,29,10,1,NA
wwd,29,29,1,NA
zayante_creek,29,29,1,Natural_Feature
a_makes_the_same_assumptions_and_has_the_same_organizational_structure_as_the_projected_water_budget_in_the_greater_forebay,28,28,1,NA
amador_county,28,28,1,County
area_under_future,28,28,1,NA
bolsa_ma,28,28,1,NA
california_geological_survey,28,3,1,State_Gov
central_sacramento_county_groundwater_forum,28,28,1,NA
city_of_antioch,28,14,1,City
city_of_hayward,28,28,1,City
city_of_vacaville_groundwater_sustainability_agency,28,28,1,Local_GSA
cloverdale_creek,28,28,1,Natural_Feature
colusa_groundwater_authority_groundwater_sustainability_agency_colusa,28,28,1,Local_GSA
connected_linear_network,28,14,1,NA
delta_mendota_subbasin_technical_working_group,28,6,1,Group
devecchio_et_al,28,14,1,NA
dunnigan_hills,28,14,1,NA
east_porterville,28,14,1,City
el_rico_groundwater_sustainability_agency,28,14,2,Local_GSA
las_posas_valley_basin,28,14,1,Basin
leapfrog,28,9,1,NA
linear_fit,28,5,1,NA
los_angeles_county_department_of_public_works,28,14,1,NA
lower_pressure,28,28,1,NA
nevada,28,4,1,County
orange_county_water_district,28,28,1,District
paso_robles_formation_and_careaga_sand,28,14,1,Natural_Feature
pauma_subbasin,28,28,1,Basin
piru_basin,28,14,1,Basin
provost_pritchard_consulting_group,28,3,1,Group
rancho_guejito,28,28,1,NA
rec,28,5,1,NA
regional_offices,28,7,1,NA
riverstone,28,28,1,NA
sac,28,28,1,NA
salinas_valley_aquitard,28,6,1,NA
san_jerardo_cooperative,28,28,1,NA
smgwa_board,28,28,1,Group
tac,28,14,1,NA
tehama_county_subbasins,28,7,1,Basin
this_best_management_practice,28,2,1,NA
tuff,28,28,1,NA
valley_springs_formation,28,4,1,Natural_Feature
well_completion_reports,28,3,1,Technical
west_fork,28,28,1,NA
acre_foot,27,27,1,NA
antioch,27,27,1,City
appendix_6b,27,14,1,Reference
arvin,27,27,1,City
bound_party,27,27,1,NA
burton_mesa,27,14,1,NA
cabazon,27,27,1,City
california_native_american,27,2,1,State_Gov
castroville,27,5,1,City
central_san_joaquin_water_conservation_district,27,27,1,District
city_of_calistoga,27,27,1,City
city_of_corona,27,14,1,City
county_of_merced_groundwater_sustainability_agency_delta_mendota,27,14,1,Local_GSA
daniel_b_stephens_associates,27,4,1,NA
farmersville,27,27,1,City
firebaugh,27,9,1,City
garrett,27,27,1,NA
gmp,27,7,1,NA
gutierrez,27,27,1,NA
gw_sw,27,4,1,NA
hernandez,27,27,1,NA
hydrometrics,27,9,1,NA
ipr,27,27,1,NA
isherwood,27,9,1,NA
itrc,27,3,1,NA
ivanhoe,27,27,1,City
laguna_creek,27,9,1,Natural_Feature
lakeside_irrigation_water_district,27,27,1,District
lamont,27,14,1,City
mtbe,27,9,1,NA
niles_cone_subbasins,27,27,1,Basin
pillsbury,27,9,1,NA
plate_boundary_observatory,27,2,1,NA
purisima_a,27,27,1,NA
roseville,27,27,1,City
sacramento_rivers,27,9,1,Natural_Feature
san,27,4,1,NA
san_joaquin_rivers,27,7,1,Natural_Feature
san_pablo,27,27,1,City
shasta_non_critical,27,27,1,NA
sscwd,27,27,1,NA
stantec,27,4,1,NA
thomes,27,5,1,NA
towill,27,14,1,NA
tri_valley_management_area,27,27,1,Geographic_Unit
tu,27,27,1,NA
ug_l_nd,27,27,1,NA
urban_zone,27,5,1,Geographic_Unit
ventura_county_watershed,27,5,1,NA
water_quality,27,3,1,NA
westlands_groundwater_sustainability_agency,27,14,1,Other_GSA
yreka,27,27,1,City
agr,26,9,1,NA
beneficial_uses_and_users_of_groundwater,26,3,1,NA
california_department_of_transportation,26,2,1,State_Gov
city_of_san_juan_bautista,26,26,1,City
clay_cap,26,9,1,NA
coordination_group,26,6,1,Group
county_of_san_luis_obispo,26,9,1,County
deid,26,13,1,NA
east_oxnard_plain_management_area,26,26,1,Geographic_Unit
ewrims,26,4,1,NA
executive_group,26,26,1,Group
gsa_core_team,26,26,1,NA
ione,26,4,1,City
keith_helmuth,26,26,1,NA
los_angeles_basin,26,9,1,Basin
mira_monte,26,26,1,City
modoc,26,26,1,County
national_pollutant_discharge_elimination_system,26,3,1,Federal_Gov
natomas_cross_canal,26,26,1,NA
pioneer_project,26,13,1,Water_Project
piru_fillmore,26,13,1,NA
pomo_indians,26,26,1,NA
poso_creek,26,5,1,Natural_Feature
recharge_package,26,6,1,NA
red_bluff_subbasins,26,6,1,Basin
reduction_of_groundwater_storage,26,6,1,NA
rio_dell,26,26,1,City
san_luis_obispo_county_flood_control_and_water_conservation_district,26,13,1,District
sandra_carlson,26,26,1,NA
scott_and_shasta_watermaster_district,26,26,1,District
soma,26,5,1,NA
south_east_bay_plain,26,26,1,NA
sutter_subbasin_groundwater_sustainability_plan,26,26,1,Technical
swp,26,9,1,NA
tehama_county_flood_control_and_water_conservation_district_board_of_directors,26,5,1,Group
tejon_ranch_company,26,26,1,NA
town_of_yountville,26,26,1,NA
watersheds_coalition,26,4,1,NA
wheeler,26,26,1,NA
white_wolf_groundwater_flow_model,26,26,1,Technical
wq,26,4,1,NA
yuba_city,26,6,1,City
a_technical_advisory_committee,25,2,1,Group
albany,25,25,1,City
andrew_garcia,25,5,1,NA
appendix_j,25,4,1,Reference
atwater,25,6,1,City
boards_of_directors,25,2,1,NA
cabazon_storage_units,25,25,1,NA
climate_change_technical_advisory_group,25,2,1,Group
cordua_irrigation_district,25,25,1,District
core_group,25,25,1,Group
county_of_san_diego,25,12,1,County
county_water_agency,25,8,1,Group
csd,25,8,1,NA
culver_city,25,25,1,City
del_valle,25,12,1,NA
denair,25,25,1,City
emeryville,25,25,1,City
exchange_contractors,25,25,1,NA
franciscan_complex,25,4,1,NA
groundwater_dependent_ecosystem_evaluation_unit,25,25,1,NA
group_contact,25,5,1,Legal
gwts,25,25,1,NA
hopper_creek,25,12,1,Natural_Feature
insects,25,25,1,NA
inyo,25,8,1,County
kettleman_hills,25,12,1,NA
kings_counties,25,6,1,NA
lebec,25,25,1,City
livingston,25,8,1,City
madera_city_council,25,25,1,Group
marsh_creek,25,25,1,Natural_Feature
meti,25,4,1,NA
millerton,25,12,1,City
monterey_subbasin_model,25,25,1,Technical
mount_hebron,25,25,1,City
mw16,25,25,1,NA
naval_air_station_lemoore,25,25,1,NA
non_delta_management_area,25,25,1,Geographic_Unit
oak_ridge,25,5,1,NA
online_system_for_well_completion_reports,25,6,1,Technical
petaluma,25,12,1,City
public_outreach_and_engagement_plan,25,12,1,Technical
revolon_slough,25,25,1,Natural_Feature
santa_barbara_canyon_fault,25,25,1,NA
santa_ynez_river_valley_groundwater_basin,25,12,1,Basin
santa_ysabel_creek,25,25,1,Natural_Feature
solano_groundwater_sustainability_agency,25,12,1,Other_GSA
statewide_groundwater_elevation_monitoring_program,25,3,1,Technical
steering_committee,25,6,1,Group
sutter_extension_water_district,25,25,1,District
trading_program,25,12,1,NA
tvgmd,25,25,1,NA
upper_and_lower,25,8,1,NA
upper_and_lower_aquifer,25,4,1,Natural_Feature
upper_temescal_valley,25,12,1,Geographic_Unit
upper_ventura_river_groundwater_basin,25,25,1,Basin
water_authority,25,12,1,Group
advisory_panel,24,24,1,NA
agricultural_representation,24,5,1,NA
agricultural_water_management_plans,24,3,1,Technical
ahtna,24,24,1,NA
applied,24,3,1,NA
aquifer_production_has_been_relatively_steady_over_the_four_decades_presented_in_figure,24,24,1,Reference
attachment_a,24,3,1,NA
blake_et_al,24,6,1,NA
board_and_advisory_committee,24,4,1,Group
cachuma_reservoir,24,12,1,Infrastructure
cachuma_resource_conservation_district,24,8,1,District
calistoga,24,24,1,City
central_delta,24,4,1,NA
china_lake,24,24,1,Natural_Feature
city_of_dixon,24,24,1,City
county_of_kern,24,4,1,County
dakota,24,8,1,NA
dinuba,24,24,1,City
each_groundwater_sustainability_agency_party,24,4,1,NA
east_side,24,24,1,NA
enterprise_anderson_groundwater_sustainability_agency_board,24,12,1,Group
foster_park_aquatic_habitat_area,24,24,1,Geographic_Unit
galt,24,24,1,City
galt_irrigation_district_groundwater_sustainability_agency,24,24,1,Local_GSA
ghb,24,6,1,NA
great_program,24,24,1,NA
gsa_board,24,8,1,Group
gspd,24,24,1,NA
guejito,24,24,1,NA
hollister_west,24,24,1,NA
huichica_formation,24,24,1,Natural_Feature
inc,24,2,1,NA
indian_wells_valley_groundwater_authority_board,24,24,1,Group
interconnected_surface_water_sustainable_management_criteria,24,8,1,NA
kern_county_subbasin_groundwater,24,8,1,NA
lacsd,24,24,1,NA
larsen,24,12,1,NA
mendota_water_authority,24,5,1,Group
metropolitan,24,8,1,NA
mount_hermon_association,24,24,1,Group
native_american_heritage_commission,24,2,1,State_Gov
noi,24,3,1,NA
oakville,24,24,1,City
packwood_creek,24,24,1,Natural_Feature
permit_sonoma,24,8,1,NA
pleasant_valley_county_water_district,24,12,1,District
public_agency,24,8,1,Group
reservoir_operations_advisory_committee,24,8,1,Group
san_juan_bautista,24,24,1,City
san_luis,24,4,1,NA
san_luis_delta,24,5,1,NA
san_pasqual_basin,24,24,1,Basin
smcl,24,5,1,NA
south_american_subbasin,24,8,1,Basin
surface_water_advisory_group,24,24,1,Group
ust,24,4,1,NA
van_duzen_river,24,24,1,Natural_Feature
well_completion_report,24,6,1,Technical
western_heights_management_area,24,24,1,Geographic_Unit
woodville,24,12,1,City
wra,24,4,1,NA
wy1922,24,6,1,NA
aerojet,23,8,1,NA
agricultural_order,23,3,1,NA
alameda_formation,23,23,1,Natural_Feature
arvin_edison,23,23,1,NA
boards,23,6,1,Group
boulder_creek,23,23,1,City
boyle,23,8,1,NA
byron,23,23,1,City
calaveras_county,23,23,1,County
california_government_code,23,3,1,State_Gov
casitas,23,12,1,NA
chris_lee,23,23,1,NA
city_of_redlands,23,23,1,City
city_of_yucaipa,23,23,1,City
coastal_branch,23,8,1,NA
corning_subbasins,23,5,1,Basin
corning_water_district,23,23,1,District
drinking_water_source_assessment_and_protection_program,23,3,1,NA
elsinore_valley_municipal_water_district,23,12,1,District
esri_china,23,4,1,NA
esri_japan,23,4,1,NA
fpbgsa_board_of_directors,23,12,1,Group
gilroy_hollister_basin,23,23,1,Basin
glenn_counties,23,8,1,NA
implementation_of_potential_projects,23,8,1,Water_Project
kadaster_nl,23,8,1,NA
kennedy,23,5,1,City
kern_river_groundwater_sustainability_agency_plan_managers,23,23,1,NA
kit_novick,23,23,1,NA
llagas_subbasin,23,23,1,Basin
loleta,23,23,1,City
los_banos_creek,23,12,1,Natural_Feature
luhdorff_scalmanini_consulting_engineers,23,3,1,NA
martin,23,5,1,NA
mcmullin_groundwater_sustainability_agency,23,3,1,Other_GSA
monitoring_networks_and_identification_of_data_gaps,23,2,1,Technical
moorpark_anticline,23,23,1,NA
oxnard_subbasin_groundwater_sustainability_plan,23,12,1,Technical
pacheco,23,23,1,City
pasatiempo,23,23,1,City
plainview,23,23,1,City
reclamation,23,8,1,NA
reclamation_district_no_2111_groundwater_sustainability_agency,23,23,1,Local_GSA
reclamation_district_no_317_groundwater_sustainability_agency,23,23,1,Local_GSA
reclamation_district_no_349_groundwater_sustainability_agency,23,23,1,Local_GSA
reclamation_district_no_3_groundwater_sustainability_agency,23,23,1,Local_GSA
reclamation_district_no_501_groundwater_sustainability_agency_northern_delta_groundwater_sustainability_agency,23,23,1,Local_GSA
reclamation_district_no_554_groundwater_sustainability_agency,23,23,1,Local_GSA
reclamation_district_no_556_groundwater_sustainability_agency,23,23,1,Local_GSA
sacramento_county_groundwater_sustainability_agency_solano,23,23,1,Local_GSA
salt_river,23,23,1,Natural_Feature
shasta_valley_resource_conservation_district,23,23,1,District
singleton,23,23,1,NA
southern_ma,23,23,1,NA
spv_gsa,23,23,1,Other_GSA
standards_and_guiding_principles,23,8,1,NA
syemahm,23,23,1,NA
tcwd_groundwater_sustainability_agency,23,23,1,Other_GSA
tier_1,23,12,1,NA
tule,23,6,1,NA
watsonville,23,12,1,City
wildcat_group,23,23,1,Group
wmw,23,12,1,NA
yolo_subbasin_groundwater_sustainability_plan,23,12,1,Technical
zamora,23,23,1,NA
administration_office,22,22,1,NA
amador,22,11,1,County
amador_county_groundwater_management_authority_groundwater_sustainability_agency,22,22,1,Local_GSA
antelope,22,6,1,City
basin_optimization_scenarios,22,22,1,NA
basin_setting_report,22,11,1,Technical
california_american_water,22,7,1,State_Gov
camarillo_sanitary_district,22,22,1,District
city_of_corning,22,22,1,City
city_of_galt_groundwater_sustainability_agency,22,22,1,Local_GSA
city_of_san_buenaventura,22,7,1,City
city_of_san_luis_obispo,22,7,1,City
clay_water_district_groundwater_sustainability_agency,22,22,1,Local_GSA
cuddy_creek,22,22,1,Natural_Feature
del_valle_groundwater_dependent_ecosystem_unit,22,11,1,NA
et0,22,6,1,NA
farm_bureau,22,7,1,NA
fivepoint,22,22,1,NA
fowler,22,11,1,City
fresno_county_environmental_health_division,22,7,1,NA
gilroy_hollister,22,22,1,NA
graymer,22,22,1,NA
groundwater_conditions,22,2,1,NA
groundwater_sustainability_plan_implementation,22,4,1,NA
groundwater_vistas,22,3,1,NA
hollister_urban_area,22,22,1,Geographic_Unit
holocene,22,4,1,NA
kaweah_basin_water_quality_association,22,22,1,Group
kerman,22,11,1,City
klamath,22,11,1,City
lsid,22,22,1,NA
maine_prairie_water_district,22,22,1,District
marina_coast_water_district_groundwater_sustainability_agency,22,22,1,Other_GSA
mono_county,22,11,1,County
monterey_subbasins,22,11,1,Basin
mrdl,22,11,1,NA
national_recommended_water_quality_criteria,22,11,1,NA
ndvi,22,6,1,NA
north_management_area,22,22,1,Geographic_Unit
north_yolo,22,11,1,NA
omochumne_hartnell_water_district_groundwater_sustainability_agency_cosumnes,22,22,1,Local_GSA
public_health_goal,22,11,1,NA
riverside_county_flood_control_and_water_conservation_district,22,7,1,District
sacramento_county_groundwater_sustainability_agency_cosumnes,22,22,1,Local_GSA
salinas_valley_groundwater_basin,22,11,1,Basin
san_joaquin_river_exchange_contractors_groundwater_sustainability_plan,22,22,1,Technical
santa_maria_creek,22,22,1,Natural_Feature
santa_rita_upland,22,22,1,NA
sloughhouse_resource_conservation_district_groundwater_sustainability_agency_cosumnes,22,22,1,Local_GSA
south_yuba,22,11,1,NA
stanford_university,22,11,1,NA
swk_groundwater_sustainability_agency,22,22,1,Other_GSA
technical_work_group,22,11,1,Group
tejon_ranch_commerce_center,22,22,1,NA
thermalito_afterbay,22,11,1,NA
tm,22,6,1,NA
warm_springs_ma,22,22,1,NA
will_halligan,22,22,1,NA
yates,22,6,1,NA
yuba_river,22,22,1,Natural_Feature
aaron,21,21,1,NA
applied_to,21,4,1,NA
arbuckle,21,7,1,City
atascadero_subbasin,21,21,1,Basin
banning_storage_unit,21,21,1,NA
bedford_coldwater_model,21,21,1,Technical
bella_vista_water_district,21,10,1,District
berenbrock,21,7,1,NA
berenda_creek,21,10,1,Natural_Feature
beta2,21,10,1,NA
beverly_hills,21,21,1,City
bright_et_al,21,10,1,NA
california_superior_court,21,5,1,State_Gov
california_water_code_section,21,3,1,State_Gov
carriger_creek,21,21,1,Natural_Feature
cbwm,21,21,1,NA
city_of_bishop,21,21,1,City
city_of_dos_palos,21,21,1,City
city_of_lodi,21,21,1,City
city_of_roseville,21,7,1,City
city_of_santa_barbara,21,21,1,City
city_of_seaside,21,21,1,City
coastal_commission,21,7,1,State_Gov
communication_and_public_engagement,21,4,1,NA
cooperative_group,21,21,1,Group
cosana,21,21,1,NA
curran,21,3,1,NA
david_cook,21,7,1,NA
del_rey_community_services_district,21,10,1,District
department_of_toxic_substance_control,21,7,1,NA
developed_for_implementation,21,3,1,NA
east_subbasin,21,21,1,Basin
el_paso_creek,21,21,1,Natural_Feature
environmental_health_division,21,4,1,NA
grant_administration,21,7,1,NA
grapevine_canyon,21,21,1,NA
groundwater_management_act,21,2,1,Legal
groundwater_sustainability_agency_executive_committee,21,21,1,Group
hyperion,21,21,1,NA
laboratory,21,10,1,NA
lak,21,5,1,NA
los_gatos_creek,21,21,1,Natural_Feature
meiners_oaks,21,21,1,City
merced_irrigation_urban_groundwater_sustainability_agency,21,21,1,Local_GSA
mission_hills_community_services_district,21,21,1,District
mkr_groundwater_sustainability_agency,21,21,1,Other_GSA
napa_sonoma,21,21,1,NA
no_climate_change,21,21,1,NA
numerical_model,21,10,1,Technical
o_laboratory,21,3,1,NA
opv,21,10,1,NA
pauma,21,21,1,NA
pixid,21,21,1,NA
public_land_survey_system,21,3,1,Federal_Gov
public_trust_doctrine,21,5,1,NA
purisima_f,21,21,1,NA
quality_assurance_qc,21,7,1,NA
r_field,21,3,1,NA
regional_water_quality_control_boards,21,2,1,Group
resource_conservation_district,21,7,1,District
rhna,21,7,1,NA
riverdale,21,21,1,City
sacramento_county_groundwater_sustainability_agency,21,7,1,Other_GSA
safe_drinking_water_act,21,2,1,Legal
salt_nutrient_management_plan,21,7,1,Technical
san_miguel_community_services_district,21,10,1,District
san_timoteo_formation,21,10,1,Natural_Feature
santa_paula_basin,21,10,1,Basin
santa_ysabel,21,21,1,NA
shay_pond,21,21,1,NA
situation_assessment,21,21,1,NA
solano_agricultural_scenario_planning_system,21,21,1,NA
stanislaus_and_tuolumne_rivers_groundwater_basin_association,21,21,1,Local_GSA
state_water_resources_control_board_division_of_drinking_water,21,2,1,NA
sub,21,7,1,NA
surface_water_service_area,21,21,1,Geographic_Unit
sustainable_groundwater_management_grant_program,21,4,1,NA
sw,21,5,1,NA
technical_committee,21,7,1,Group
tehama_county_general_plan,21,5,1,Technical
temescal_subbasin,21,10,1,Basin
tier_2_dischargers,21,3,1,NA
turner_1975,21,7,1,NA
vern_freeman_diversion,21,21,1,NA
voice_of_america,21,21,1,Federal_Gov
walnut_grove,21,10,1,City
water_agency,21,5,1,Group
woodard,21,3,1,NA
zanja_de_cota_creek,21,21,1,Natural_Feature
apn,20,5,1,NA
appendix_l2,20,20,1,Reference
aquitard,20,20,1,NA
aquitards,20,2,1,NA
arroyo_santa_rosa_basin_groundwater_sustainability_agency,20,20,1,Local_GSA
arroyo_santa_rosa_valley_basin,20,10,1,Basin
arvin_community_services_district,20,10,1,District
association,20,2,1,Group
bartow,20,2,1,NA
basin_operating_plan,20,20,1,Technical
beale_air_force_base,20,10,1,NA
beltz,20,20,1,NA
bend_subbasin,20,10,1,Basin
buchanan_dam,20,20,1,Infrastructure
butte_county_department_of_water_and_resource_conservation,20,7,1,NA
camanche_village,20,7,1,City
carneros_subareas,20,20,1,Geographic_Unit
castroville_seawater_intrusion_project,20,10,1,Water_Project
centers_for_disease_control,20,7,1,NA
central_valley_project_supply,20,4,1,NA
central_water_district,20,20,1,District
chris,20,10,1,NA
city_of_dos_palos_groundwater_sustainability_agency,20,20,1,Local_GSA
city_of_merced,20,20,1,City
communication_engagement_plan,20,5,1,Technical
cottonwood,20,3,1,City
crop_root_zone_water_model,20,20,1,Technical
cuyama_basin_groundwater_sustainability_agency_board,20,20,1,Group
department_of_finance,20,2,1,State_Gov
district_board_and_groundwater_commission,20,5,1,Group
doi,20,5,1,NA
el_porvenir,20,20,1,NA
escondido,20,10,1,City
federal_standards,20,5,1,NA
fresno_metropolitan_flood_control_district,20,10,1,District
glen_ellen,20,20,1,City
groundwater_resources_advisory_committee,20,10,1,Group
groundwater_sustainability_plan_technical_team,20,7,1,Technical
guejito_creek,20,20,1,Natural_Feature
hantush,20,20,1,NA
hughes,20,10,1,NA
initial_calibration_verification,20,20,1,NA
integrated_risk_information_system,20,10,1,Technical
interested_party_database,20,7,1,Technical
interim_milestones,20,3,1,NA
joseph,20,4,1,NA
kern_water_bank,20,7,1,NA
kkkk,20,5,1,NA
laboratory_internal_management_systems,20,20,1,Technical
lake_deposits,20,10,1,NA
memorandum_of_understanding,20,3,1,NA
merced_national_wildlife_refuge,20,20,1,NA
monterey_county_water_resources_agency_board_of_directors,20,10,1,Group
moorpark_wastewater_treatment_plant,20,10,1,NA
mwdsc,20,10,1,NA
national_oceanic_and_atmospheric_administration_fisheries,20,7,1,NA
onewater,20,10,1,NA
parlier,20,10,1,City
paso_robles_basin,20,20,1,Basin
patterson_irrigation_district,20,10,1,District
pfoa,20,5,1,NA
pine_flat_reservoir,20,7,1,Infrastructure
provost_pritchard,20,2,1,NA
purisima_bc,20,20,1,NA
ranch,20,10,1,NA
salinas_river,20,7,1,Natural_Feature
salinas_valley_integrated_hydrologic_model,20,4,1,Technical
san_luis_rey_river,20,10,1,Natural_Feature
san_pablo_creek,20,20,1,Natural_Feature
santa_maria,20,4,1,City
sdac_communities,20,2,1,NA
stormwater,20,10,1,NA
templeton_community_services_district,20,10,1,District
tnc,20,7,1,NA
tuolumne_river,20,5,1,Natural_Feature
units,20,7,1,NA
upper_aquifer,20,2,1,Natural_Feature
wcr,20,7,1,NA
western_heights_water_company,20,20,1,NA
yuima_municipal_water_district,20,20,1,District
a_groundwater_sustainability_agency_party,19,3,1,NA
aliso,19,10,1,NA
allensworth,19,19,1,City
ash_creek,19,19,1,Natural_Feature
beller_et_al,19,10,1,NA
berenda_slough,19,6,1,Natural_Feature
c2vsimfg_beta2,19,19,1,NA
california_elevation_monitoring,19,1,1,State_Gov
california_public_records_act,19,1,1,State_Gov
california_water_service_company,19,3,1,State_Gov
capitola,19,19,1,City
cardwell,19,19,1,NA
castaic_lake_water_agency,19,19,1,Group
city_of_gustine_groundwater_sustainability_agency,19,19,1,Local_GSA
collaborative_work_group,19,19,1,Group
community_of_buttonwillow,19,19,1,NA
comprehensive_groundwater_monitoring_program,19,19,1,Technical
costa_county,19,19,1,County
cosumnes_river,19,10,1,Natural_Feature
county_of_siskiyou,19,10,1,County
crafton,19,19,1,NA
creek,19,6,1,Natural_Feature
eastern,19,2,1,NA
edison,19,10,1,City
federal_energy_regulatory_commission,19,2,1,Federal_Gov
groundwater_dependent_ecosystem_evaluation_units,19,10,1,NA
groundwater_management_activities,19,19,1,NA
groundwater_modeling_system,19,10,1,Technical
hemet_north,19,19,1,NA
horizontal_flow_barrier,19,5,1,NA
integrated_implementation_committee,19,4,1,Group
ivanhoe_irrigation_district,19,19,1,District
kjn_nitrite,19,19,1,NA
lakewood_formation,19,19,1,Natural_Feature
landowner,19,19,1,NA
larry_walker_associates_team,19,5,1,NA
marb,19,19,1,NA
napa_subarea,19,19,1,Geographic_Unit
national_hydrography_dataset,19,2,1,Technical
older_alluvium,19,4,1,Natural_Feature
