name,num_appearances_sum,num_appearances_mean,num_types,entity_type
lone_pine_paiute,3,3,1,NA
long_term_governance_committee,3,3,1,Group
long_term_operations_criteria_and_plan,3,3,1,Technical
los_angeles_county_sanitation_districts,3,3,1,District
los_angeles_county_waterworks_district_no,3,3,1,NA
los_angeles_groundwater_basin,3,3,1,Basin
los_angeles_regional_water_quality_control_board_basin_plan,3,3,1,Technical
lower_alameda_formation,3,3,1,Natural_Feature
lower_aquifer_system_both,3,1,1,NA
lower_lateral_3,3,3,1,NA
lower_princeton_submarine_valley,3,1,1,Geographic_Unit
lower_tule_irrigation_district,3,3,1,District
lwa,3,3,1,NA
m1,3,1,1,NA
m3_local_climate_change_planning,3,1,1,NA
madera_county_environmental_health_division,3,3,1,NA
madera_county_headquarters,3,3,1,NA
madera_station,3,3,1,NA
madera_water_district_groundwater_management_plan,3,3,1,Technical
madison_csd,3,3,1,NA
mae,3,3,1,NA
main_san_gabriel_basin_judgment,3,3,1,NA
main_san_gabriel_basin_watermaster,3,3,1,NA
maintained,3,2,1,NA
managed_aquifer_recharge_and_banking_actions,3,1,1,NA
managed_aquifer_recharge_high_volume,3,3,1,NA
management_action_4,3,3,1,NA
manning,3,3,1,NA
manor_west,3,1,1,NA
manteca_general_plan_update,3,3,1,NA
map_package,3,1,1,Reference
maples_service_area,3,3,1,Geographic_Unit
margin_of_operational_flexibility,3,1,1,NA
marina_coast_water_district_board,3,3,1,Group
marina_deligiannis,3,3,1,NA
mark_grismer,3,3,1,NA
markstrom_et_al,3,2,1,NA
marquardtlevenberg,3,3,1,NA
marsh_deposits,3,1,1,NA
matthew_sturdivant,3,3,1,NA
maximum_total_dissolved_solids_concentrations,3,3,1,NA
mcarthur,3,3,1,City
mcclure,3,3,1,NA
mcdonald,3,3,1,NA
mcnab_creek_valley,3,3,1,Geographic_Unit
mcnell_creek,3,3,1,Natural_Feature
measurable_objective_and_minimum_threshold,3,3,1,NA
melissa_estrada_maravilla,3,3,1,NA
mellon,3,3,1,NA
mendall,3,3,1,NA
mendocino_county_board_of_supervisors_chambers,3,3,1,NA
mendocino_national_forest,3,3,1,NA
mendonca,3,3,1,NA
menke_et_al,3,3,1,NA
merced_county_board_of_supervisors,3,2,1,Group
merced_county_farm_bureau,3,3,1,NA
merced_formation,3,3,1,Natural_Feature
merced_formations,3,3,1,Natural_Feature
merced_subbasin_groundwater_sustainability_agency_governing_board,3,3,1,Group
mesa,3,2,1,City
mesozoic_era,3,2,1,NA
met,3,3,1,NA
method_of_standard_additions,3,3,1,NA
mettler_recharge_project,3,3,1,Water_Project
meyer_plant,3,3,1,NA
mi_supplemental,3,3,1,NA
mi_supplemental_water,3,3,1,NA
michigan,3,2,1,NA
microsoft_teams,3,2,1,NA
mid_county_basin,3,3,1,Basin
migr,3,3,1,NA
migration_of_contaminated_groundwater_in,3,1,1,NA
millard_canyon,3,3,1,NA
milliken_sarco,3,3,1,NA
mills_pipeline,3,3,1,NA
minh_tran,3,3,1,NA
minimum_threshold_boundary_conditions,3,3,1,NA
mit_department_of_urban_studies_and_planning,3,1,1,NA
mit_harvard_public_disputes_program,3,1,1,NA
mobil_oil_corporation,3,3,1,NA
model_layers_4,3,3,1,Technical
modflow_surfact,3,3,1,Legal
mohawk_valley_road,3,3,1,NA
mollusks,3,1,1,NA
monitoring_and_management_measures,3,2,1,Technical
monitoring_and_management_programs,3,1,1,Technical
monitoring_network_v_identify_projects_and_management_actions_to_maintain_or_improve,3,3,1,Technical
monitoring_protocols_and,3,3,1,Technical
monitoring_wells,3,1,1,Technical
monterey_bay_air_resources_district,3,3,1,District
monterey_county_resources_agency,3,3,1,Group
monterey_formations,3,3,1,Natural_Feature
monterey_groundwater_sustainability_plan,3,3,1,Technical
monterey_peninsula_water_supply_project_mw4,3,3,1,NA
moore_twining_associates_environmental_division_project_water_conservation_plant,3,3,1,NA
moran_lake,3,3,1,Natural_Feature
moreland_ditch,3,1,1,NA
moreno,3,3,1,NA
mound_subbasin,3,3,1,Basin
mountain_front_recharge,3,2,1,NA
msa,3,3,1,NA
msr,3,1,1,NA
mt_ranch,3,3,1,NA
muck,3,3,1,NA
mugu_aquifer,3,3,1,Natural_Feature
mutsun,3,2,1,NA
mvr,3,3,1,NA
mw11,3,2,1,NA
mw8,3,3,1,NA
n51_water_resource_management_of,3,1,1,NA
n_n6,3,1,1,NA
n_water,3,3,1,NA
napa_county_department_of_public_works,3,3,1,NA
napa_county_groundwater_sustainability_agency_board,3,3,1,Group
napa_county_planning_commission,3,3,1,Group
napa_county_public_works,3,3,1,NA
napa_road_recycled_water_pipeline,3,3,1,NA
napa_sonoma_lowlands,3,3,1,NA
national_fish_and_wildlife_service,3,1,1,NA
national_forest,3,2,1,NA
national_geographic,3,3,1,NA
national_oceanic_atmospheric_administration,3,2,1,NA
national_streamflow_information_program,3,3,1,NA
national_weather_service,3,3,1,Federal_Gov
natomas_cross_canal_sb_channel_habitat_enhancements_project,3,3,1,Water_Project
natomas_east_main_drainage_canal,3,3,1,NA
natural_communities_commonly_associated_with_groundwater_database_hosted,3,3,1,Technical
natural_community_dataset,3,3,1,Technical
natural_resources_department,3,1,1,Group
naval_base_ventura_county_point_mugu,3,3,1,NA
navd,3,1,1,NA
nawqa_quality_assurance_specialist,3,3,1,NA
ncgwb,3,3,1,NA
need,3,2,1,NA
neill,3,3,1,NA
new_hogan_reservoir,3,3,1,Infrastructure
new_imported_colorado_river_aqueduct,3,3,1,NA
new_model,3,3,1,Technical
new_production,3,3,1,NA
new_supplies,3,3,1,NA
new_town,3,1,1,NA
newman_gustine,3,2,1,NA
newport_inglewood_fault_zone,3,3,1,Geographic_Unit
newspaper_of_general_circulation,3,2,1,NA
ng_sustainable_groundwater_managementa,3,3,1,NA
ngcc,3,1,1,NA
niki_mcginnis,3,3,1,NA
niles_cone_san_lorenzo_cone,3,3,1,NA
nimbus_dam,3,3,1,Infrastructure
nishikawa_et_al,3,3,1,NA
nl,3,3,1,NA
non_authority,3,3,1,Group
non_point_pollution_discharge,3,1,1,NA
nordberg,3,3,1,NA
normalized_river_milese,3,3,1,NA
normwd,3,3,1,NA
north_and,3,2,1,NA
north_bay_aqueduct,3,3,1,NA
north_complex_fire,3,1,1,NA
north_corning_dome,3,3,1,NA
north_monterey_county_hydrogeologic_study,3,3,1,NA
north_sacramento,3,2,1,NA
north_san_benito_county,3,3,1,County
north_service_area,3,1,1,Geographic_Unit
north_yuba_subbasins,3,3,1,Basin
northern_pleasant_valley,3,1,1,Geographic_Unit
notes_numbers,3,2,1,NA
ntu,3,2,1,NA
o,3,1,1,NA
oak_glen_filtration_plant,3,3,1,NA
oak_ridge_fault,3,3,1,NA
occupational_safety_and_health_administration,3,3,1,Federal_Gov
odc,3,3,1,NA
off_aqueduct_power_facilities,3,3,1,NA
office_of_emergency_services,3,3,1,NA
office_permit_resource_management_department,3,1,1,Group
oildale_mutual_water_company,3,3,1,NA
ojai_basin_groundwater_management_agency_board_of_directors,3,3,1,Group
olcese_groundwater_sustainability_agency_statewide_groundwater_elevation_monitoring_monitoring_plan,3,3,1,Technical
olcese_sands,3,2,1,Natural_Feature
olympic,3,3,1,NA
omochumne_hartnell_water_district,3,3,1,District
ongoing,3,3,1,NA
operational_fee,3,1,1,NA
orcutt_grass,3,3,1,NA
orlando,3,3,1,NA
orosi_high_school,3,3,1,NA
oroville_general_plan,3,3,1,Technical
os,3,3,1,NA
outreach_venues_database,3,3,1,Technical
overall_groundwater_management_strategy,3,3,1,NA
p_highland_economics,3,1,1,NA
p_hopkins_groundwater_consultants_inc,3,1,1,NA
pacific_decadal_oscillation,3,2,1,NA
page_5_united_water_conservation_district,3,1,1,District
page_leblanc,3,2,1,Reference
paleozoic,3,3,1,NA
parameter_elevation_regression_on,3,1,1,NA
parker,3,2,1,NA
parks,3,2,1,NA
paso_robles_area_groundwater_subbasin,3,3,1,Basin
paso_robles_formation_aquifers,3,3,1,Natural_Feature
paso_robles_subbasin_groundwater_sustainability_plan,3,3,1,Technical
paso_subbasin,3,3,1,Basin
passive_sampling_equipment,3,1,1,NA
pastoria_energy_facility,3,3,1,NA
path_to_sustainable_groundwater_management,3,1,1,NA
paula_subbasin,3,2,1,Basin
pbes_department,3,3,1,Group
pce_plume,3,3,1,NA
periodic_evaluations,3,1,1,NA
pescadero,3,3,1,City
petaluma_formations,3,3,1,Natural_Feature
phillips,3,2,1,NA
pioneer_water,3,1,1,NA
pioneer_water_pipeline,3,1,1,NA
pismo_formation_aquifer,3,3,1,Natural_Feature
pl,3,2,1,NA
plan_area,3,1,1,Geographic_Unit
planning_area,3,1,1,Geographic_Unit
pleasant_grove_creek,3,3,1,Natural_Feature
pleasant_valley_wd,3,3,1,NA
population_and_demographic_information_population_and_demographic_data,3,1,1,Technical
porter_slough_near_road,3,2,1,NA
porterville_developmental_center,3,3,1,NA
potable_reuse_feasibility_study,3,3,1,NA
prather,3,3,1,NA
precipitation_daily,3,1,1,NA
precipitation_enhancement,3,3,1,NA
precipitation_percolation,3,3,1,NA
precipitation_precipitation_elevation_regressions_on_independent_slopes_model_calsimetaw,3,1,1,Technical
precipitation_recharge,3,1,1,NA
priestly_taylor,3,2,1,NA
primary_and_secondary,3,1,1,NA
principal_aquifers,3,1,1,Natural_Feature
pro_tem,3,2,1,NA
process_for_determining_minimum_thresholds,3,2,1,NA
project_completion_report,3,1,1,Technical
project_data,3,2,1,Technical
project_expansion,3,3,1,NA
project_or_component_description,3,3,1,NA
projected_current_land_use_water_budget,3,1,1,NA
projected_data_baseline,3,3,1,Technical
projected_future_water_demand,3,1,1,NA
projected_future_water_supply,3,1,1,NA
projected_water_budget,3,2,1,NA
proposal_solicitation_package,3,1,1,NA
proposition_1_sustainable_groundwater_managementa_planning_grant,3,1,1,NA
pros,3,1,1,NA
protection_of_life_structure_equipment_and_property,3,1,1,NA
provide,3,2,1,NA
provided,3,1,1,NA
pu_i19,3,1,1,NA
public,3,1,1,NA
public_affairs,3,3,1,NA
public_hearings,3,3,1,NA
public_input,3,1,1,NA
public_outreach,3,1,1,NA
public_review_draft_plan,3,3,1,Technical
purisima_a_and,3,3,1,NA
purisima_highlands_subbasin,3,3,1,Basin
purple_iris,3,1,1,NA
purpose_of_groundwater_sustainability_plan,3,1,1,Technical
q23,3,1,1,NA
qa_qc_data,3,3,1,Technical
qoao,3,1,1,NA
quality_assurance_and_quality_control,3,3,1,NA
quality_assurance_evaluation,3,3,1,NA
quantitation,3,3,1,NA
quincy,3,3,1,City
qwsu_ibw,3,3,1,NA
rancho_murieta_community_service_district_several,3,1,1,NA
rancho_murieta_community_services_district,3,2,1,District
rancho_seco,3,3,1,NA
rand_communities_water_district,3,3,1,District
rcd,3,3,1,NA
real_time_water_quality_monitoring_network,3,3,1,Technical
recharge_capacity,3,2,1,NA
recharge_projects,3,1,1,Water_Project
reclamation_for_friant_division_central_valleyp,3,3,1,NA
red_bank_creek,3,3,1,Natural_Feature
reduction_without_projects_scenario_3,3,1,1,NA
reed_canary_grass,3,3,1,NA
reeves_creek_groundwater_dependent_ecosystem_evaluation_unit,3,3,1,NA
regional_advisory_committee,3,3,1,Group
regional_water_board_regulatory_programs,3,3,1,NA
regional_water_management_foundation,3,3,1,NA
regional_water_management_planning,3,1,1,NA
register_2016,3,3,1,NA
regulatory_process,3,2,1,NA
relationship_of_minimum_thresholds_for_other_sustainability_indicators,3,3,1,NA
remediation_operations_remediation,3,1,1,NA
reporting_program,3,3,1,Technical
representatives_and,3,1,1,NA
require,3,1,1,NA
response_levels,3,1,1,NA
restrict_groundwater_flow,3,1,1,NA
rfi,3,3,1,NA
rincon_consultants,3,3,1,NA
rio_bravo,3,3,1,NA
riparian_evapotranspiration,3,2,1,NA
riverbank_formations,3,3,1,Natural_Feature
riverpark,3,3,1,NA
riverside_community_services_district,3,3,1,District
rmg,3,3,1,NA
robinson_creeks,3,3,1,Natural_Feature
robles_city_council_chambers,3,3,1,NA
robles_habitat_area,3,3,1,Geographic_Unit
rock_creek_reclamation_district,3,3,1,District
rohnerville_formation,3,3,1,Natural_Feature
rosa_rancheria,3,3,1,NA
rose_valley,3,3,1,Geographic_Unit
rotary_clubs,3,3,1,NA
round_2_funding_kern_river_groundwater_sustainability_agency,3,1,1,Other_GSA
round_3_proposition_68_planning,3,1,1,NA
ruins_creek,3,3,1,Natural_Feature
rural_community_advisory_committee,3,3,1,Group
rustic_canyon_channels,3,3,1,NA
rv,3,1,1,NA
sacramento_county_2030,3,3,1,NA
sacramento_county_department_of_water_resources,3,2,1,NA
sacramento_river_east_levee,3,3,1,NA
sacramento_watershed_coordinated_monitoring_program,3,1,1,Technical
safety,3,2,1,NA
saint_helena,3,3,1,NA
salinas_valley_basin_groundwater_sustainability_agency_subbasin_planning_committee,3,3,1,Group
salinity_control_program,3,3,1,NA
saltwater_intrusion_saltwater,3,1,1,NA
san_antonio_basin_groundwater_sustainability_agency_board_of_directors,3,3,1,Group
san_antonio_basin_water_district,3,3,1,District
san_benito_salt_and_nutrient_management_plan,3,3,1,Technical
san_bernardino_valley_municipal,3,3,1,NA
san_buenaventura_municipal_code,3,3,1,Legal
san_cayetano_fault,3,3,1,NA
san_gabriel_snmp,3,3,1,NA
san_joaquin_river_basin,3,2,1,Basin
san_joaquin_river_seepage,3,3,1,NA
san_leandro_reclamation_facility,3,3,1,NA
san_lorenzo_valley_system,3,3,1,NA
san_luis_delta_mendota_water_authority_administration_offices,3,1,1,NA
san_luis_delta_mendota_water_authority_member_agencies,3,1,1,Group
san_luis_drain,3,3,1,NA
san_luis_national_wildlife_refuge_complex,3,3,1,NA
san_luis_obispo_city_council,3,3,1,Group
san_luis_obispo_county_planning_department,3,3,1,Group
san_luis_range,3,3,1,NA
san_mateo_plain_groundwater_subbasin,3,3,1,Basin
san_pablo_bay,3,3,1,NA
san_pasqual_basin_groundwater_sustainability_plan,3,3,1,Technical
san_pasqual_valley_groundwater_sustainability_agency,3,3,1,Local_GSA
san_timoteo_canyon_road,3,3,1,NA
san_timoteo_management_areas,3,3,1,Geographic_Unit
sanel_valley,3,3,1,Geographic_Unit
santa_ana_valley,3,3,1,Geographic_Unit
santa_barbara_county_integrated_regional_water_management_plan,3,1,1,Technical
santa_clara_calleguas,3,1,1,NA
santa_clara_river_environmental_groundwater_committee,3,2,1,Group
santa_clarita_municipal_code,3,3,1,Legal
santa_cruz_city,3,3,1,NA
santa_fe_railroad,3,3,1,NA
santa_margarita_formations,3,3,1,Natural_Feature
santa_rosa_groundwater_agency,3,3,1,Group
santa_rosa_indian_community,3,3,1,NA
santa_rosa_plain_advisory_committee,3,1,1,Group
santa_rosa_plain_groundwater_subbasin,3,3,1,Basin
santa_rosa_road,3,3,1,NA
santa_rosa_valley_groundwater_basin,3,3,1,Basin
santa_ynez_alluvium,3,3,1,Natural_Feature
santa_ynez_groundwater_communication_portal,3,3,1,NA
save_the_american_river_association,3,3,1,Group
scientists,3,2,1,NA
scott_dam,3,3,1,Infrastructure
scotts_valley_basin,3,3,1,Basin
scotts_valley_times,3,3,1,NA
scripps_institution_of_oceanography,3,1,1,NA
sdac_median_household_income,3,3,1,NA
searles_valley,3,3,1,City
seawater_intrusion_sustainability_indicator,3,3,1,NA
seawater_intrusion_working_group,3,2,1,Group
sebal,3,3,1,NA
seca_place,3,3,1,NA
secondary_management_areas_a,3,3,1,NA
section_10631,3,3,1,Reference
section_1d6,3,2,1,Reference
section_3787_assessment_and_improvement_of_monitoring_network_interconnected_surface_waters,3,1,1,Reference
section_4,3,3,1,Reference
section_iia,3,1,1,Reference
section_nc,3,3,1,Reference
section_title_sustainability_plan,3,3,1,Reference
seikel_creek,3,3,1,Natural_Feature
seismic_safety_and_safety_element,3,1,1,NA
self_help_enterprises,3,2,1,NA
semitropic_school,3,1,1,NA
sentinel,3,2,1,NA
sentinel_peak,3,3,1,NA
septic_septic_conversions,3,3,1,NA
septic_systems,3,2,1,NA
sespe_paula,3,1,1,NA
shallow_zone,3,1,1,Geographic_Unit
shasta_critical_years,3,3,1,NA
shasta_valley_wildlife_area,3,3,1,Geographic_Unit
sidence_data,3,1,1,Technical
sierra_club_sacramento_group,3,3,1,Group
sierra_valley_groundwater_management_district_board,3,3,1,Group
sierra_valley_groundwater_management_district_board_meeting,3,3,1,NA
silva_flat,3,3,1,NA
simmler_formation,3,3,1,Natural_Feature
siskiyou_county_flood_control_and_water_conservation_district,3,3,1,District
site_documentation_and_cleanup_contractor,3,1,1,NA
sjrec,3,3,1,NA
sjrec_groundwater_sustainability_plan_group,3,3,1,Group
skinner_filtration_plant,3,2,1,NA
sldmwa_administration_offices,3,2,1,NA
sldmwa_member_agencies,3,1,1,Group
slo_district_board,3,1,1,Group
snt,3,3,1,NA
soil_moisture_method,3,3,1,NA
sokr_groundwater_sustainability_agencies,3,3,1,Group
solano_groundwater_sustainability_plan_technical_team,3,3,1,Technical
solano_subbasin_data_management_user_manual,3,3,1,Technical
solano_subbasin_education_program,3,3,1,NA
son0553,3,3,1,NA
sonoma_county_winegrowers,3,1,1,NA
sonoma_farm_bureau,3,1,1,NA
sonoma_valley_groundwater_subbasin,3,3,1,Basin
sonoma_veg,3,1,1,NA
sound_science,3,3,1,NA
south_american,3,3,1,NA
south_county_water_supply_program,3,3,1,NA
south_ebp_subbasin,3,3,1,Basin
south_las_posas,3,3,1,NA
south_modesto,3,3,1,NA
south_sacramento_area,3,3,1,Geographic_Unit
south_san_joaquin_irrigation_district_board_of_directors,3,3,1,Group
south_san_joaquin_valley_mpep_committee,3,3,1,Group
south_san_joaquin_valley_mpep_team,3,3,1,NA
south_service_area,3,1,1,Geographic_Unit
south_victoria_ave,3,1,1,NA
south_vina,3,2,1,NA
south_yuba_water_district,3,3,1,District
southern_california_edison_company,3,1,1,State_Gov
southern_san_joaquin_municipal_utility_district,3,2,1,Other_GSA
southern_unit,3,3,1,NA
special_meetings,3,3,1,NA
sphere_of,3,1,1,NA
sphere_of_influence_of_the_pixley_pud,3,1,1,NA
spreckels_gauge,3,3,1,NA
ssc,3,2,1,NA
st_johns_water_district,3,2,1,District
stakeholder_committee_coordinating_committee,3,3,1,Group
stakeholder_directors,3,3,1,NA
stakeholder_surveys,3,3,1,NA
standard_oil_company,3,3,1,NA
stanislaus_county_general_plan,3,3,1,Technical
stanislaus_river_flood_mitigation_and_direct_recharge_project,3,3,1,Water_Project
state_board_water_rights_decisions,3,1,1,NA
state_database_systems,3,1,1,Technical
state_greenhouse_gas_regulations_regulation,3,1,1,Legal
state_revolving_fund_protection_agency,3,1,1,Group
state_third_appellate_district,3,1,1,District
state_water_resources_control_board_data,3,1,1,Technical
state_water_resources_control_board_electronic_water_rights_information_management_system,3,2,1,Technical
state_water_resources_control_board_groundwater_ambient_monitoring_and_assessment_priority_basin_project,3,1,1,Water_Project
statewide,3,3,1,NA
statewide_california_department_of_transportation_phase,3,1,1,State_Gov
statewide_groundwater_elevation_monitoring_monitoring_entity_for_solano_county,3,3,1,County
steelhead,3,2,1,NA
stockholm_environment_institute,3,2,1,NA
stone_corral,3,3,1,NA
stonegate,3,3,1,NA
stream_flow_river,3,3,1,Natural_Feature
streamflow_routing,3,2,1,NA
sturgeon,3,3,1,NA
su,3,2,1,NA
subarticle_2_of_article_5,3,1,1,NA
subarticle_3,3,1,1,NA
subbasin_committees,3,1,1,Group
subbasin_groundwater_sustainability_plan_support,3,1,1,NA
subcuenca_de_solano,3,3,1,NA
subsection_a,3,3,1,NA
substitute_environmental_document,3,3,1,NA
subsurface_geologic_cross,3,2,1,NA
sultana,3,3,1,City
surface_water_development_actions,3,1,1,NA
surface_water_quality_aluminum,3,3,1,NA
surface_water_quality_arsenic,3,3,1,NA
surface_water_supply_historical,3,1,1,NA
surface_water_system_calculation,3,3,1,NA
sustainability_certification_program,3,1,1,NA
sustainability_goal_of,3,2,1,NA
sustainability_indicators_appendix_section_s23,3,1,1,Reference
sustainable_conservation,3,3,1,NA
sustainable_groundwater,3,2,1,NA
sustainable_groundwater_management_act_1,3,1,1,NA
sustainable_groundwater_management_act_2019_basin_prioritization,3,3,1,NA
sustainable_groundwater_management_act_annual_reports,3,3,1,Technical
sustainable_groundwater_management_act_groundwater_sustainability_plan,3,2,1,Technical
sustainable_groundwater_management_act_milestones,3,1,1,NA
sustainable_groundwater_management_act_monitoring_network_for_degraded_water_quality,3,2,1,Technical
sustainable_groundwater_management_act_planning_grant,3,1,1,NA
sustainable_groundwater_management_act_portal_groundwater_sustainability_agency_map,3,3,1,Reference
sustainable_groundwater_management_act_program,3,2,1,NA
sustainable_groundwater_management_act_series,3,3,1,NA
sustainable_groundwater_management_section,3,1,1,Reference
sustainable_groundwater_plan_implement_enforce_management_act,3,3,1,Legal
sustainable_groundwater_planning,3,1,1,NA
sustainable_los_angeles_grand_challenge,3,3,1,NA
sustainable_management_criteria_best_management_practices,3,1,1,NA
sustainable_water_infrastructure_project,3,3,1,Water_Project
sutter_county_groundwater_sustainability_agency,3,3,1,Other_GSA
sutter_creek,3,3,1,City
sutter_mutual_water_company,3,3,1,NA
svbgsa_board_of_directors_advisory_committee,3,1,1,Group
svihm,3,3,1,NA
sw_et,3,3,1,NA
swartz,3,3,1,NA
sweany_creek,3,3,1,Natural_Feature
sween,3,3,1,NA
swi_projects_notes,3,3,1,NA
syblon_reid,3,3,1,NA
sycamore,3,3,1,NA
sycamore_mutual_water_company,3,3,1,NA
t0600100980,3,3,1,NA
t1,3,2,1,NA
t2,3,2,1,NA
t_reated_w_astewater_recharge,3,1,1,NA
table_4_12,3,1,1,Reference
table_c3_2,3,3,1,Reference
table_water_budget15,3,3,1,Reference
tables_d4_and,3,3,1,NA
tamarisk,3,3,1,NA
task_4_procure_design,3,1,1,NA
task_7_review_and_assessment_of_data_management_system,3,1,1,Technical
tbwqc_program,3,1,1,NA
teerink_pumping_plant,3,3,1,NA
tehama_colusa_canals,3,3,1,NA
tehama_county_domestic_well_tracking_and_outreach_program,3,1,1,NA
tehama_county_groundwater_management_plan,3,3,1,Technical
tehama_formations,3,2,1,Natural_Feature
tejon_castac_management_area_the_tejon_castac_management_area,3,3,1,Geographic_Unit
tejon_rancho,3,3,1,NA
temescal_basin_groundwater_sustainability_agency,3,3,1,Other_GSA
temperature,3,2,1,NA
templates,3,1,1,NA
terra_bella_ducor,3,1,1,NA
texaco,3,3,1,NA
thalweg,3,2,1,NA
this_data_management_plan,3,1,1,Technical
thomas_gast_associates,3,3,1,NA
thomas_harder,3,1,1,NA
ticlavilca,3,3,1,NA
tier_3_supplementary_pumping_charge,3,2,1,NA
tipton_community_stormwater,3,1,1,NA
tlbwd,3,3,1,NA
to_achieve_sustainability_goal,3,2,1,NA
to_be_to_be_to_be_watershed,3,3,1,NA
to_benefit,3,3,1,NA
to_prepare,3,1,1,NA
to_review_land_use_plans_and_efforts_to_coordinate_with_land_use_planning_agencies_to_assess_activities,3,3,1,NA
tomatek,3,3,1,NA
tomtom,3,3,1,NA
tonalite,3,3,1,NA
torrey_torrey,3,1,1,NA
tph,3,3,1,NA
tracy_fish_collection_facility,3,3,1,NA
transfer_county,3,3,1,County
transportation_agency,3,2,1,Group
trc_monitoring_well16d,3,3,1,Technical
tre_altamira_interferometric_synthetic_aperture_radar,3,1,1,NA
tribal_government,3,2,1,NA
trout_unlimited,3,2,1,NA
tsm,3,3,1,NA
tulare_county_department,3,1,1,Group
tulare_county_department_of_health_and_human_services,3,1,1,NA
tulare_county_flood_control_master_plan,3,1,1,Technical
tulare_county_flood_control_master_planning,3,1,1,NA
tulare_county_planning_and_development_department,3,1,1,Group
tulare_county_public_works_department,3,1,1,Group
tulare_county_storm_water_quality_and_regulation_ordinance,3,1,1,Legal
tulare_county_water_commission,3,1,1,Group
tulare_lake_sub_basin,3,1,1,Basin
tule_subbasin_mou_group,3,2,1,Group
turlock_lake_formation,3,2,1,Natural_Feature
twitchell_dam_project,3,1,1,Water_Project
uanvco,3,2,1,NA
un,3,3,1,NA
underground_injection_control,3,2,1,NA
underground_services_alert,3,1,1,NA
unified_soil_classification_system,3,1,1,NA
unimpaired_millerton_inflow,3,1,1,NA
united_calleguas,3,1,1,NA
united_nations_governments,3,1,1,NA
united_states_department_of_interior,3,3,1,NA
united_states_geological_survey_national_streamflow_information_program,3,1,1,NA
united_states_space_force,3,3,1,NA
united_water_conservation_district_model_particle_tracks,3,3,1,Technical
unmanned_aerial_vehicle_synthetic_aperture_radar,3,3,1,NA
upper_aquifer_wells,3,3,1,NA
upper_carlotta,3,3,1,NA
upper_san_gabriel_valley_municipal_water_district,3,3,1,District
upper_temescal_valley_salt_and_nutrient_management_plan,3,3,1,Technical
ur,3,2,1,NA
us_army_corps_of_engineers_construction_cost_composite_index,3,3,1,NA
us_census_american_community_survey,3,1,1,NA
us_navy,3,2,1,NA
uses_significant,3,2,1,NA
uvrgsa,3,3,1,Other_GSA
v,3,1,1,NA
valencia_country_club,3,3,1,NA
valencia_reclamation_plant,3,2,1,NA
valley_subarea,3,3,1,Geographic_Unit
vandenberg_state_marine_reserve,3,2,1,NA
vedder,3,2,1,NA
ventura_california,3,1,1,State_Gov
ventura_county_agricultural_association,3,3,1,Group
ventura_county_department_of_public_works_flood_control_district,3,1,1,District
ventura_county_investigations,3,1,1,NA
ventura_county_water_works_district_1,3,1,1,NA
verboon,3,3,1,NA
vermont,3,3,1,NA
vern_freeman,3,3,1,NA
victoria_basins,3,3,1,Basin
views,3,3,1,NA
vinton,3,3,1,NA
vision_plan,3,3,1,Technical
vista,3,3,1,City
vista_hills,3,3,1,NA
vista_irrigation_district_city_of_escondido,3,3,1,City
walnut_hills_ranch,3,3,1,NA
wastewater_treatment_plant,3,2,1,NA
water_balance_subarea,3,3,1,Geographic_Unit
water_budget_report,3,3,1,Technical
water_conservation_strategic_plan,3,3,1,Technical
water_data_information_system,3,3,1,Technical
water_efficiency_program,3,3,1,NA
water_infrastructure_finance_and_innovation_act_us_environmental,3,1,1,NA
water_levels,3,3,1,NA
water_project_authority,3,1,1,Group
water_quality_data,3,1,1,Technical
water_resources_bulletin,3,3,1,NA
water_supply_advisory_committee,3,3,1,Group
water_supply_augmentation_study,3,3,1,NA
watercourse_engineering,3,3,1,NA
wcp,3,3,1,NA
webb,3,3,1,NA
webb_tract,3,2,1,Legal
webber,3,3,1,NA
well_package,3,3,1,NA
well_registration,3,3,1,NA
well_t24s_r23e22e1,3,3,1,NA
wellhead_recharge_area_protection,3,1,1,NA
wells_02n21w11j05s,3,3,1,NA
wells_extensometers,3,2,1,NA
west_goshen,3,3,1,City
west_las_posas_management_area_of,3,1,1,NA
western,3,3,1,NA
western_management_area_advisory_committee,3,3,1,Group
western_management_area_of,3,3,1,NA
western_saline_front,3,3,1,NA
westley,3,3,1,City
weymouth,3,3,1,NA
whittaker_bermite_corporation,3,3,1,NA
wiedlin,3,3,1,NA
wildwood_canyon_state_park,3,3,1,NA
wilkinson_gill_water_company,3,3,1,NA
will_be_accomplished,3,2,1,NA
williamson_act,3,3,1,Legal
withdrawing_party,3,3,1,NA
wolf,3,3,1,NA
workgroup_tiers_2_3,3,3,1,NA
working_groups,3,3,1,Group
wr,3,3,1,NA
wsc,3,3,1,NA
wwwfcgmaorg,3,3,1,NA
wy2019,3,1,1,NA
wyrick,3,3,1,NA
yager_creek,3,3,1,Natural_Feature
yceh,3,3,1,NA
yeats_et_al,3,3,1,NA
yolo_parties,3,3,1,NA
yolo_sustainable_groundwater_management_act_working_group,3,3,1,Group
young_alluvium,3,2,1,Natural_Feature
yuba_county_environmental_health_department,3,3,1,Group
yvwd16,3,3,1,NA
zeng,3,3,1,NA
µs_cm,3,3,1,NA
δ2h,3,3,1,NA
015_budget,2,2,1,NA
2015_urban_water_management_plan,2,2,1,Technical
20year_study_period,2,2,1,NA
