"name","num_appearances","num_gsps","mean_degree"
"tehama_county_resource_sacramento",4,4,3
"tehama_valley_mobile",4,4,1
"terra",4,4,1
"tetrachloroethylene",4,2,2
"thc",4,1,2
"third_party",4,4,1
"tim_przybyla",4,1,1
"time",4,3,2
"tjrn",4,2,1
"to",4,3,1
"to_minimize_water_contamination_encourage",4,2,1
"todd_gw",4,1,1
"tolay_volcanics",4,1,1
"torrey",4,2,2
"train_groundwater_sustainability_agency_staff",4,2,1
"trends",4,2,1
"trigger_for_implementation_and_termination",4,1,1
"tss",4,2,1
"tu_unit",4,1,2
"tulare_county_environmental_health_division",4,2,1
"tule_cattail",4,1,1
"tule_lake_national_wildlife_refuge",4,1,2
"u_v",4,1,2
"ubd",4,1,1
"ug_l_nd_05",4,1,5
"umbrella",4,2,2
"union_of_concerned_scientists",4,2,1
"union_pacific_railroad",4,3,1
"united_states_census",4,1,1
"united_states_department_of_agriculture_natural_resourcescs",4,1,1
"united_states_geological_survey_national_field_manual",4,2,1
"upper_middle_tehama",4,1,1
"upper_temescal_valley_snmp",4,1,2
"upson_and",4,1,1
"us_census_american_community",4,2,1
"us_weather_service",4,1,2
"used",4,2,1
"uses_users_interest_category",4,1,2
"using_diurnal_temperature",4,2,1
"uva",4,1,3
"uzf1_package",4,1,2
"valencia_water_company",4,1,3
"valley_oak",4,1,1
"valley_oak_alliance",4,1,7
"various",4,1,2
"vaughn_water_company",4,1,5
"ventura_county_stormwater_permits",4,2,1
"ventura_county_stormwater_quality_management_program",4,2,1
"vicki",4,1,3
"virginia_phelps",4,2,4
"vomwd",4,1,1
"warthan",4,1,1
"water_charges_framework",4,1,2
"water_energy_and_efficiency_grant",4,1,2
"water_interactions",4,4,1
"water_pollution_control_facility",4,2,1
"water_quality_sustainable_management_criteria",4,2,2
"water_security",4,4,1
"water_year_index",4,2,1
"watermaster_program",4,2,1
"watkins_johnson",4,1,1
"wb13",4,1,2
"wcf",4,1,1
"wells_program",4,1,1
"west_butte",4,2,2
"western_foundation_of_vertebrate_zoology",4,2,5
"western_heights",4,1,1
"western_lower",4,2,2
"western_regional_climate_center",4,1,1
"wetland_mitigation_bank",4,1,1
"wheatland_room",4,1,2
"wheeler_ridge",4,2,1
"white",4,2,1
"white_lands",4,1,3
"whwc14",4,1,2
"wilkins",4,1,1
"will",4,2,1
"woodland_davis",4,1,2
"worts",4,1,1
"x",4,3,1
"yearout",4,2,1
"yocha_dehe_wintun_nation",4,2,1
"yolo_zamora",4,1,1
"zamora_syncline",4,1,1
"2018_regulatory_fee_study",3,3,1
"501c3",3,2,1
"841a",3,1,1
"a_recharge",3,3,1
"ab",3,2,2
"abc_liovin_drilling",3,1,2
"accelerated_water_transfer_program",3,2,1
"administrative_boundaries",3,2,2
"aem_study",3,1,1
"afrpa",3,1,1
"afterbay",3,1,3
"agricultural_crop_water_management_measures",3,3,1
"agricultural_groundwater_substitution_transfers_pumping",3,3,1
"agricultural_lands",3,1,1
"agricultural_water",3,3,1
"airborne_electromagnetic_system",3,1,1
"al",3,3,1
"alabama_hills",3,1,1
"alco_water_service",3,2,2
"all_attachments",3,3,2
"alpaugh_community",3,1,1
"alta_school",3,1,1
"amanda",3,1,2
"america",3,3,1
"american_tribal_communities",3,3,1
"american_water",3,1,2
"an_interested_party",3,2,1
"analytical",3,3,2
"andy",3,1,1
"arcpy",3,1,1
"arcview",3,3,1
"are",3,2,2
"arnold_drive",3,1,1
"arroyo_de_las_viboras",3,1,1
"arroyo_toads",3,1,1
"arsenic_arsenic",3,3,1
"arvada",3,1,4
"assembly_bill_1944",3,1,4
"association_of_bay_area_governments",3,3,4
"atascadero_state_hospital",3,1,1
"attachment_f2",3,1,1
"attachment_f4",3,1,1
"attachment_g",3,1,2
"awd1",3,1,1
"awhc",3,1,2
"b_discuss",3,3,2
"b_eardsley_w_ash",3,3,2
"background_and",3,3,1
"bailey",3,3,1
"bakman_water_company",3,1,2
"basement",3,1,2
"basin_management_program",3,1,1
"bayou_vista_ditch_company",3,1,3
"bayside",3,1,1
"be",3,2,2
"becky_rittenberg",3,1,2
"benedict",3,1,1
"beneficial_users",3,1,1
"bennett",3,2,1
"bennett_brooks",3,1,1
"berenda",3,1,1
"beta2_revision",3,1,3
"bgepa",3,1,2
"bill_564",3,2,1
"bill_610",3,3,1
"bluegreen",3,3,3
"board_meeting",3,3,1
"board_of_directors_regular_meeting",3,1,2
"bondy_groundwater_consulting_inc",3,1,3
"bootsma",3,1,1
"bordering_buckeye",3,1,1
"boulder_city",3,1,4
"brackish_water_resources_partnership",3,1,1
"briefings",3,1,1
"budget_and_funding",3,1,1
"budget_transfer",3,1,1
"bulletin",3,3,1
"burton_mesa_ecological_reserve",3,1,1
"butte_valley_national_grassland",3,1,1
"butterfield_drain",3,1,1
"by",3,3,2
"c_projected",3,1,1
"cabrillo_college",3,1,1
"cachuma_project_member_units",3,2,2
"calculated",3,3,1
"caldwell_et_al",3,1,1
"calfax",3,1,2
"caltrans_survey_manual",3,3,1
"capital_improvement_program",3,2,1
"careaga_sandstone",3,1,1
"cascade",3,1,1
"casino",3,2,2
"castle",3,3,1
"castle_oaks_water_reclamation_plant",3,1,2
"cayuma",3,3,1
"cbannelkeeper",3,1,1
"cdm_smith",3,1,1
"cec",3,1,1
"central",3,1,1
"central_coast_salmon_enhancement",3,1,2
"central_valley_spatial_reference_network",3,1,2
"central_valley_steelhead",3,1,5
"ceres_main",3,1,1
"certificate_of_publication",3,3,1
"chair_of_the_resource_conservationc",3,1,2
"checker",3,3,1
"chico_state",3,3,1
"christensen",3,1,4
"chronic_lowering_of_groundwater_levels_and",3,1,1
"church",3,1,1
"cienba",3,1,2
"cii",3,3,1
"cities_of_exeter",3,1,1
"cities_of_hemet",3,1,1
"cities_of_modesto",3,2,2
"cities_of_napa",3,1,1
"cities_of_vacaville",3,1,1
"clay_layer",3,1,1
"clayey",3,2,1
"clean_water_action_and_clean_water_fund",3,3,1
"cleath_harris",3,1,1
"clifton_court",3,1,2
"closeout",3,3,1
"colorado",3,3,1
"colusa_basin_drain_south",3,1,6
"comments",3,3,1
"committed",3,1,1
"common_chapter",3,1,1
"communications",3,2,1
"communications_portal",3,1,1
"community_alliance",3,3,1
"community_of_allensworth",3,1,1
"company",3,2,2
"conaway_extensometer",3,1,2
"conjunction",3,1,2
"connect_alpaugh",3,3,1
"consolidated_rock",3,1,2
"construct",3,2,1
"contra_costa_health_serviceseh_division",3,1,1
"control",3,1,1
"cooke",3,3,1
"coombs",3,1,1
"corning_domes",3,1,1
"corona_wrf3",3,1,3
"counties",3,1,1
"counties_of_solano",3,1,1
"county_agricultural",3,1,1
"county_bos",3,1,2
"county_city",3,2,1
"county_counsel",3,3,1
"crandell",3,1,1
"criteria_a",3,1,3
"crna",3,3,1
"current",3,3,1
"cy_1993",3,3,1
"daniel_tartakovsky",3,3,1
"david_mayer",3,1,2
"davids",3,1,1
"declining_to_dewatered_dewatered",3,1,1
"dee_jaspar",3,1,1
"deep_percolation",3,1,1
"deer_unit",3,3,2
"defense_language_institute",3,1,1
"delta_mend",3,1,3
"delta_mendota_subbasin_water_year",3,1,1
"department_of_fish_and_wildlife_distribution",3,1,6
"department_of_water_and_power",3,2,2
"department_of_water_resources_facilitation_support_services",3,3,1
"department_of_water_resources_interferometric_synthetic_aperture_radar",3,3,1
"department_of_water_resources_kck",3,1,1
"department_of_water_resources_madera_county_land_use_survey",3,2,1
"department_of_water_resources_natural_communities",3,1,2
"department_recommendations",3,1,1
"derek_t_mcdonald",3,1,1
"description",3,2,1
"description_of_measurable_objectives_measurable_objectives",3,3,1
"designated",3,2,2
"detroit",3,1,1
"deuel_vocational_institution",3,1,2
"developed",3,3,1
"development",3,2,1
"diablo_ranges",3,2,1
"dibromo_chloropropane",3,2,1
"dickinson",3,3,1
"disadvantaged_community_support_and_outreach",3,3,1
"displayed",3,2,2
"distributed_stormwater_collection_managed_aquifer_recharge",3,1,1
"distribution",3,3,1
"diverted",3,3,1
"do_not_avoid_disparate_impacts_or_consider_the_interests_of_disadvantaged_communities_19_current_projects_and_management_actions_will_not_address_overdraft",3,1,1
"do_not_avoid_disparate_impacts_or_consider_the_interests_of_disadvantaged_communities_current_projects_and_management_actions_will_not_address_overdraft",3,1,1
"doctrine",3,3,1
"documentation_of_a_computer_program",3,3,2
"domestic_beneficial",3,2,1
"dominick_amador",3,1,2
"donna_meyers",3,1,2
"donohue_h6_reviseddra",3,1,1
"doolin",3,1,1
"drinking_water_forum",3,1,1
"drinking_water_program",3,1,1
"drn",3,1,3
"dry_creek_tribe",3,3,1
"dtg",3,1,1
"dunes_state_park",3,1,1
"durbin",3,1,1
"dzurella_et_al",3,1,1
"e_groundwater_management_compliance",3,3,2
"easmus_froend",3,1,1
"edmund_g_brown",3,1,1
"ekga",3,1,2
"el_agua",3,1,1
"el_sobrante_de_san_jacinto",3,1,1
"el_toro_planning",3,1,1
"ely",3,3,2
"emergent_wetland",3,1,3
"encyclopedia",3,3,1
"endangered_endangered",3,1,4
"energy_resources_engineering_stanford_university",3,3,1
"environmental_compliance_and_permitting",3,3,3
"environmental_management_wells_program",3,1,2
"erikson",3,1,1
"esparto_csd",3,1,2
"established",3,3,1
"estates",3,1,3
"estimated_estimated_estimated",3,1,1
"estrella_subarea_stakeholders",3,1,1
"esu_threatened_threatened",3,1,1
"etof",3,1,1
"etref",3,1,2
"eusuff",3,3,2
"evaluate_and",3,3,1
"evapotranspiration_of_surface_water",3,1,1
"ewm",3,1,1
"executive",3,1,1
"executive_committee_meetings",3,1,2
"executive_group_meetings",3,1,1
"executive_team",3,1,3
"export_application_permit",3,1,1
"express",3,3,1
"extend",3,3,1
"f225_land_use_planning_and_management",3,3,1
"f_city",3,1,1
"family_farmers",3,3,1
"farm",3,3,1
"farmer",3,1,4
"farr_et_al",3,3,1
"feather_falls",3,3,1
"federal_endangered_species",3,1,1
"federal_grant_programs",3,1,3
"federal_greenhouse_gas_regulations_adopted",3,3,1
"feet",3,1,5
"fernandeño_tataviam_band_of",3,1,1
"fetters_hot_springs",3,1,1
"fico",3,2,2
"finder",3,1,2
"first_point_of_measurement",3,1,1
"first_point_to_second_point",3,1,2
"fishery",3,1,2
"fleckenstein_et_al",3,1,1
"flood_risk_management",3,3,1
"formation_environmental_tm",3,1,1
"forming_and_participating_parties",3,1,2
"fortord_salinas_valley_aquitard",3,1,1
"fortuna_total_palmer_water",3,1,2
"foster_park_riparian_groundwater_dependent_ecosystem_unit",3,1,1
"fox_canyon_groundwater_management_agency_groundwater_management_plan_update",3,3,1
"fram",3,2,1
"freckleton",3,3,1
"fresno_county_management_area_b",3,1,5
"fresno_state",3,2,1
"friant_water",3,2,2
"g11",3,1,1
"g_public_utilities",3,3,2
"gadwall",3,1,1
"gage",3,2,1
"gardner",3,2,2
"gateway_village",3,1,1
"gavin_newsom",3,3,1
"gbpo",3,1,2
"general_business_administration",3,3,1
"general_plan_updates",3,3,2
"geologic_cross_sections",3,2,1
"geological_survey_techniques_of_water_resources_investigations",3,3,1
"geologists",3,2,2
"geology_hydrogeology",3,1,2
"george_anderson",3,1,1
"geoscience_and_aecom",3,1,1
"gibson",3,1,1
"gillespie_et",3,2,1
"gina_bartlett",3,1,2
"gina_bartlett_founded",3,3,1
"giumarra_vineyards_corp_giumarra_bros",3,1,2
"glen_ivy_hot_springs",3,1,1
"glenn_colusa_canal",3,1,1
"glenn_county_rcd",3,1,2
"globk",3,1,2
"gps_driller_instructions_overview",3,3,1
"grant_completion",3,3,1
"grapevine_development_p_ma",3,1,1
"groundwater_dependent_eco",3,3,1
"groundwater_dependent_ecosystem_id",3,1,3
"groundwater_extraction",3,3,1
"groundwater_legislation",3,3,1
"groundwater_levels_and_groundwater_storage",3,1,1
"groundwater_sustainability_agency_branding_summary_logo_website",3,1,5
"groundwater_sustainability_agency_committee_meetings",3,3,2
"groundwater_sustainability_agency_public_hearings",3,1,2
"groundwater_sustainability_agency_roundtable",3,1,3
"groundwater_sustainability_agency_staff",3,1,1
"groundwater_sustainability_agency_website",3,2,4
"groundwater_sustainability_plan_adoption_public_hearing",3,3,1
"groundwater_sustainability_plan_advisory",3,1,4
"groundwater_sustainability_plan_annotated_outline",3,3,1
"groundwater_sustainability_plan_elements_part",3,3,1
"groundwater_sustainability_plan_implementation_and",3,2,1
"groundwater_sustainability_plan_implementation_program_management",3,1,1
"groundwater_sustainability_plan_management",3,2,4
"groundwater_sustainability_plan_master_meeting_schedule",3,1,2
"groundwater_sustainability_plan_periodic_evaluations",3,3,1
"groundwater_sustainability_plan_project_manager",3,1,1
"groundwater_sustainability_plan_public_review_draft",3,1,2
"groundwater_sustainability_plan_regs",3,1,1
"groundwater_sustainability_plan_review",3,3,1
"groundwater_system_water_budget_results",3,2,2
"group_c",3,1,2
"gsflow_arcpy",3,1,1
"gt_cardwell",3,1,1
"guide",3,1,1
"guidiville_rancheria",3,1,1
"gwel",3,2,2
"hallwood",3,1,2
"hand_held_controller",3,1,1
"harding_lawson_associates",3,1,2
"hargreaves",3,1,1
"head_time",3,3,1
"hearn_et_al",3,1,1
"hecht",3,1,1
"henleyville",3,1,1
"hensley",3,1,1
"herb",3,1,1
"herbaria",3,1,1
"heritage_ranch",3,1,1
"hexavalent_chromium_levels",3,3,1
"hong_kong",3,3,3
"hopps",3,1,3
"hsieh",3,3,1
"hsr",3,1,1
"httpswwwmcwdorggovernance_meetingshtml",3,1,1
"httpwwwkernrivergsaorg",3,3,2
"hubbard",3,2,2
"huckins",3,1,1
"human_resources",3,1,2
"humboldt_county_groundwater",3,1,3
"hydrologics",3,1,2
"iers",3,1,4
"impervious_surface_coefficient",3,1,1
"implementation_measure_15c",3,3,1
"imported_water_project_options",3,1,1
"improvement_company",3,1,1
"industrial_general_permit",3,1,1
"information_and_criteria",3,3,1
"instream",3,1,3
"integrated_recharge_and_recovery_program",3,1,1
"integrated_regional_water_management_plan_projects_and_programs",3,3,1
"interagency_task_force",3,2,1
"interconnecte",3,1,3
"interferometric_synthetic_aperture",3,2,1
"interim_milestones_and_measurable_objectives",3,2,2
"intertie",3,1,1
"ione_band_of",3,1,1
"irrigated_lands_program",3,2,2
"iwvcgwmg",3,1,1
"j",3,1,2
"j44_interface_with",3,3,1
"j_summary",3,1,1
"jacob_rancho_water_company",3,1,1
"jason_sun",3,1,1
"jean_okuye",3,1,1
"jeanna_long",3,1,1
"jeof_wyrick",3,1,4
"jiang_et_al",3,2,1
"jja",3,1,1
"julie_leimbach",3,2,1
"julie_tumamait",3,1,1
"kaweah_delta_water_conservation_district_groundwater",3,1,1
"kbs",3,1,1
"kellogg_et_al",3,1,1
"kenneth_schmidt",3,1,1
"kern_national_wildlife_refuge_complex",3,3,1
"kern_river_channel",3,1,6
"kern_tulare_wd",3,1,2
"kerry_schmitz",3,1,3
"kim_loeb",3,3,1
"kings_river_fisheries_program",3,3,2
"kings_subbasin_coordination_efforts",3,3,1
"krcda06",3,1,1
"ksjra",3,1,1
"la_sierra_university",3,1,1
"laboratory_quality_control_samples",3,3,1
"lacfcd",3,1,2
"ladi_asgill",3,1,1
"lafco",3,3,2
"lakeside_ditch_company",3,1,1
"land_and_water_use",3,3,1
"land_subsidence_sustainability_indicators",3,2,1
"landon",3,1,1
"langenheim",3,1,3
"larry_harris",3,1,1
"las_palmas",3,1,1
"lasan",3,1,2
"layers_12",3,3,1
"lc",3,2,2
"lcp",3,1,4
"ldpe",3,1,1
"leadership_counsel_for_justice_and_accountability",3,1,2
"ledesma",3,1,1
"legal_counsel_legal",3,3,2
"lennar",3,1,3
"lesa",3,1,3
"liberty",3,1,4
"license",3,3,1
"light_infantry_division",3,1,2
"live_stream_requirement",3,1,1
"local_agency_management_program",3,1,2
"local_area_management_program",3,1,2
"lompoc_buellton",3,3,1
"lone_pine_paiute",3,1,2
"los_angeles_county_waterworks_district_no",3,1,1
"lower_aquifer_system_both",3,3,2
"lower_lateral_3",3,1,1
"lwa",3,1,2
"m1",3,3,2
"m3_local_climate_change_planning",3,3,2
"madera_county_environmental_health_division",3,1,4
"madera_county_headquarters",3,1,1
"madera_station",3,1,1
"madison_csd",3,1,1
"mae",3,1,1
"main_san_gabriel_basin_judgment",3,1,1
"main_san_gabriel_basin_watermaster",3,1,3
"maintained",3,2,1
"managed_aquifer_recharge_and_banking_actions",3,3,1
"managed_aquifer_recharge_high_volume",3,1,2
"management_action_4",3,1,1
"manning",3,1,2
"manor_west",3,3,1
"manteca_general_plan_update",3,1,1
"margin_of_operational_flexibility",3,3,1
"marina_deligiannis",3,1,1
"mark_grismer",3,1,2
"markstrom_et_al",3,2,1
"marquardtlevenberg",3,1,1
"marsh_deposits",3,3,1
"matthew_sturdivant",3,1,1
"maximum_total_dissolved_solids_concentrations",3,1,4
"mcclure",3,1,1
"mcdonald",3,1,2
"measurable_objective_and_minimum_threshold",3,1,1
"melissa_estrada_maravilla",3,1,2
"mellon",3,1,3
"mendall",3,1,3
"mendocino_county_board_of_supervisors_chambers",3,1,1
"mendocino_national_forest",3,1,1
"mendonca",3,1,1
"menke_et_al",3,1,1
"merced_county_farm_bureau",3,1,1
"mesozoic_era",3,2,1
"met",3,1,2
"method_of_standard_additions",3,1,1
"meyer_plant",3,1,1
"mi_supplemental",3,1,1
"mi_supplemental_water",3,1,1
"michigan",3,2,1
"microsoft_teams",3,2,2
"migr",3,1,1
"migration_of_contaminated_groundwater_in",3,3,1
"millard_canyon",3,1,1
"milliken_sarco",3,1,1
"mills_pipeline",3,1,3
"minh_tran",3,1,2
"minimum_threshold_boundary_conditions",3,1,2
"mit_department_of_urban_studies_and_planning",3,3,1
"mit_harvard_public_disputes_program",3,3,1
"mobil_oil_corporation",3,1,4
"mohawk_valley_road",3,1,2
"mollusks",3,3,1
"monterey_peninsula_water_supply_project_mw4",3,1,2
"moore_twining_associates_environmental_division_project_water_conservation_plant",3,1,1
"moreland_ditch",3,3,1
"moreno",3,1,2
"mountain_front_recharge",3,2,1
"msa",3,1,2
"msr",3,3,1
"mt_ranch",3,1,2
"muck",3,1,1
"mutsun",3,2,1
"mvr",3,1,2
"mw11",3,2,1
"mw8",3,1,1
"n51_water_resource_management_of",3,3,1
"n_n6",3,3,1
"n_water",3,1,3
"napa_county_department_of_public_works",3,1,1
"napa_county_public_works",3,1,1
"napa_road_recycled_water_pipeline",3,1,1
"napa_sonoma_lowlands",3,1,1
"national_fish_and_wildlife_service",3,3,1
"national_forest",3,2,1
"national_geographic",3,1,1
"national_oceanic_atmospheric_administration",3,2,1
"national_streamflow_information_program",3,1,2
"natomas_east_main_drainage_canal",3,1,2
"naval_base_ventura_county_point_mugu",3,1,2
"navd",3,3,1
"nawqa_quality_assurance_specialist",3,1,1
"ncgwb",3,1,1
"need",3,2,1
"neill",3,1,1
"new_imported_colorado_river_aqueduct",3,1,2
"new_production",3,1,1
"new_supplies",3,1,1
"new_town",3,3,1
"newman_gustine",3,2,1
"newspaper_of_general_circulation",3,2,1
"ng_sustainable_groundwater_managementa",3,1,1
"ngcc",3,3,2
"niki_mcginnis",3,1,1
"niles_cone_san_lorenzo_cone",3,1,2
"nishikawa_et_al",3,1,2
"nl",3,1,1
"non_point_pollution_discharge",3,3,1
"nordberg",3,1,4
"normalized_river_milese",3,1,1
"normwd",3,1,1
"north_and",3,2,2
"north_bay_aqueduct",3,1,4
"north_complex_fire",3,3,2
"north_corning_dome",3,1,1
"north_monterey_county_hydrogeologic_study",3,1,1
"north_sacramento",3,2,2
"notes_numbers",3,2,1
"ntu",3,2,1
"o",3,3,1
"oak_glen_filtration_plant",3,1,1
"oak_ridge_fault",3,1,1
"odc",3,1,1
"off_aqueduct_power_facilities",3,1,1
"office_of_emergency_services",3,1,6
"oildale_mutual_water_company",3,1,1
"olympic",3,1,1
"ongoing",3,1,1
"operational_fee",3,3,1
"orcutt_grass",3,1,1
"orlando",3,1,1
"orosi_high_school",3,1,1
"os",3,1,2
"overall_groundwater_management_strategy",3,1,2
"p_highland_economics",3,3,1
"p_hopkins_groundwater_consultants_inc",3,3,1
"pacific_decadal_oscillation",3,2,1
"paleozoic",3,1,2
"parameter_elevation_regression_on",3,3,3
"parker",3,2,2
"parks",3,2,3
"passive_sampling_equipment",3,3,1
"pastoria_energy_facility",3,1,1
"path_to_sustainable_groundwater_management",3,3,1
"pce_plume",3,1,1
"periodic_evaluations",3,3,1
"phillips",3,2,2
"pioneer_water",3,3,1
"pioneer_water_pipeline",3,3,1
"pl",3,2,2
"pleasant_valley_wd",3,1,1
"porter_slough_near_road",3,2,1
"porterville_developmental_center",3,1,1
"potable_reuse_feasibility_study",3,1,1
"prather",3,1,1
"precipitation_daily",3,3,2
"precipitation_enhancement",3,1,1
"precipitation_percolation",3,1,1
"precipitation_recharge",3,3,1
"priestly_taylor",3,2,1
"primary_and_secondary",3,3,1
"pro_tem",3,2,1
"process_for_determining_minimum_thresholds",3,2,1
"project_expansion",3,1,1
"project_or_component_description",3,1,4
"projected_current_land_use_water_budget",3,3,1
"projected_future_water_demand",3,3,1
"projected_future_water_supply",3,3,1
"projected_water_budget",3,2,1
"proposal_solicitation_package",3,3,2
"proposition_1_sustainable_groundwater_managementa_planning_grant",3,3,1
"pros",3,3,1
"protection_of_life_structure_equipment_and_property",3,3,1
"provide",3,2,1
"provided",3,3,1
"pu_i19",3,3,1
"public",3,3,2
"public_affairs",3,1,1
"public_hearings",3,1,2
"public_input",3,3,1
"public_outreach",3,3,1
"purisima_a_and",3,1,1
"purple_iris",3,3,1
"q23",3,3,2
"qoao",3,3,2
"quality_assurance_and_quality_control",3,1,1
"quality_assurance_evaluation",3,1,3
"quantitation",3,1,2
"qwsu_ibw",3,1,1
"rancho_murieta_community_service_district_several",3,3,2
"rancho_seco",3,1,2
"rcd",3,1,1
"recharge_capacity",3,2,1
"reclamation_for_friant_division_central_valleyp",3,1,2
"reduction_without_projects_scenario_3",3,3,2
"reed_canary_grass",3,1,1
"reeves_creek_groundwater_dependent_ecosystem_evaluation_unit",3,1,1
"regional_water_board_regulatory_programs",3,1,1
"regional_water_management_foundation",3,1,1
"regional_water_management_planning",3,3,1
"register_2016",3,1,1
"regulatory_process",3,2,2
"relationship_of_minimum_thresholds_for_other_sustainability_indicators",3,1,1
"remediation_operations_remediation",3,3,2
"representatives_and",3,3,2
"require",3,3,1
"response_levels",3,3,1
"restrict_groundwater_flow",3,3,1
"rfi",3,1,2
"rincon_consultants",3,1,1
"rio_bravo",3,1,1
"riparian_evapotranspiration",3,2,2
"riverpark",3,1,1
"rmg",3,1,1
"robles_city_council_chambers",3,1,1
"rosa_rancheria",3,1,1
"rotary_clubs",3,1,2
"round_3_proposition_68_planning",3,3,2
"rustic_canyon_channels",3,1,1
"rv",3,3,1
"sacramento_county_2030",3,1,3
"sacramento_county_department_of_water_resources",3,2,2
"sacramento_river_east_levee",3,1,3
"safety",3,2,2
"saint_helena",3,1,2
"salinity_control_program",3,1,2
"saltwater_intrusion_saltwater",3,3,1
"san_bernardino_valley_municipal",3,1,1
"san_cayetano_fault",3,1,2
"san_gabriel_snmp",3,1,1
"san_joaquin_river_seepage",3,1,3
"san_leandro_reclamation_facility",3,1,1
"san_lorenzo_valley_system",3,1,2
"san_luis_delta_mendota_water_authority_administration_offices",3,3,2
"san_luis_drain",3,1,1
"san_luis_national_wildlife_refuge_complex",3,1,2
"san_luis_range",3,1,1
"san_pablo_bay",3,1,1
"san_timoteo_canyon_road",3,1,1
"santa_clara_calleguas",3,3,1
"santa_cruz_city",3,1,1
"santa_fe_railroad",3,1,1
"santa_rosa_indian_community",3,1,1
"santa_rosa_road",3,1,1
"santa_ynez_groundwater_communication_portal",3,1,1
"scientists",3,2,1
"scotts_valley_times",3,1,1
"scripps_institution_of_oceanography",3,3,2
"sdac_median_household_income",3,1,2
"seawater_intrusion_sustainability_indicator",3,1,1
"sebal",3,1,1
"seca_place",3,1,1
"secondary_management_areas_a",3,1,2
"seismic_safety_and_safety_element",3,3,1
"self_help_enterprises",3,2,2
"semitropic_school",3,3,1
"sentinel",3,2,1
"sentinel_peak",3,1,1
"septic_septic_conversions",3,1,1
"septic_systems",3,2,2
"sespe_paula",3,3,1
"shasta_critical_years",3,1,2
"sierra_valley_groundwater_management_district_board_meeting",3,1,1
"silva_flat",3,1,4
"site_documentation_and_cleanup_contractor",3,3,1
"sjrec",3,1,1
"skinner_filtration_plant",3,2,2
"sldmwa_administration_offices",3,2,2
"snt",3,1,5
"soil_moisture_method",3,1,1
"solano_subbasin_education_program",3,1,1
"son0553",3,1,1
"sonoma_county_winegrowers",3,3,1
"sonoma_farm_bureau",3,3,3
"sonoma_veg",3,3,1
"sound_science",3,1,2
"south_american",3,1,5
"south_county_water_supply_program",3,1,2
"south_las_posas",3,1,1
"south_modesto",3,1,1
"south_san_joaquin_valley_mpep_team",3,1,4
"south_victoria_ave",3,3,1
"south_vina",3,2,2
"southern_unit",3,1,3
"special_meetings",3,1,2
"sphere_of",3,3,1
"sphere_of_influence_of_the_pixley_pud",3,3,1
"spreckels_gauge",3,1,1
"ssc",3,2,2
"stakeholder_directors",3,1,1
"stakeholder_surveys",3,1,1
"standard_oil_company",3,1,2
"state_board_water_rights_decisions",3,3,1
"statewide",3,1,1
"steelhead",3,2,2
"stockholm_environment_institute",3,2,1
"stone_corral",3,1,1
"stonegate",3,1,4
"streamflow_routing",3,2,1
"sturgeon",3,1,1
"su",3,2,2
"subarticle_2_of_article_5",3,3,1
"subarticle_3",3,3,1
"subbasin_groundwater_sustainability_plan_support",3,3,1
"subcuenca_de_solano",3,1,1
"subsection_a",3,1,1
"substitute_environmental_document",3,1,1
"subsurface_geologic_cross",3,2,2
"surface_water_development_actions",3,3,1
"surface_water_quality_aluminum",3,1,6
"surface_water_quality_arsenic",3,1,1
"surface_water_supply_historical",3,3,1
"surface_water_system_calculation",3,1,1
"sustainability_certification_program",3,3,1
"sustainability_goal_of",3,2,1
"sustainable_conservation",3,1,1
"sustainable_groundwater",3,2,2
"sustainable_groundwater_management_act_1",3,3,1
"sustainable_groundwater_management_act_2019_basin_prioritization",3,1,1
"sustainable_groundwater_management_act_milestones",3,3,1
"sustainable_groundwater_management_act_planning_grant",3,3,1
"sustainable_groundwater_management_act_program",3,2,1
"sustainable_groundwater_management_act_series",3,1,1
"sustainable_groundwater_planning",3,3,1
"sustainable_los_angeles_grand_challenge",3,1,1
"sustainable_management_criteria_best_management_practices",3,3,1
"sutter_mutual_water_company",3,1,3
"svihm",3,1,1
"sw_et",3,1,3
"swartz",3,1,2
"sween",3,1,1
"swi_projects_notes",3,1,1
"syblon_reid",3,1,1
"sycamore",3,1,1
"sycamore_mutual_water_company",3,1,2
"t0600100980",3,1,6
"t1",3,2,1
"t2",3,2,1
"t_reated_w_astewater_recharge",3,3,2
"tables_d4_and",3,1,1
"tamarisk",3,1,2
"task_4_procure_design",3,3,1
"tbwqc_program",3,3,1
"teerink_pumping_plant",3,1,2
"tehama_colusa_canals",3,1,2
"tehama_county_domestic_well_tracking_and_outreach_program",3,3,1
"tejon_rancho",3,1,1
"temperature",3,2,1
"templates",3,3,3
"terra_bella_ducor",3,3,1
"texaco",3,1,1
"thalweg",3,2,2
"thomas_gast_associates",3,1,1
"thomas_harder",3,3,1
"ticlavilca",3,1,3
"tier_3_supplementary_pumping_charge",3,2,1
"tipton_community_stormwater",3,3,1
"tlbwd",3,1,4
"to_achieve_sustainability_goal",3,2,2
"to_be_to_be_to_be_watershed",3,1,1
"to_benefit",3,1,2
"to_prepare",3,3,1
"to_review_land_use_plans_and_efforts_to_coordinate_with_land_use_planning_agencies_to_assess_activities",3,1,1
"tomatek",3,1,1
"tomtom",3,1,14
"tonalite",3,1,2
"torrey_torrey",3,3,2
"tph",3,1,2
"tracy_fish_collection_facility",3,1,1
