"name","num_appearances","num_gsps","mean_degree"
"ave_selma",1,1,1
"avenue_144the_pixley_national_wildlife_refuge",1,1,1
"avenues_88",1,1,2
"average_2479",1,1,1
"b13_consideration",1,1,3
"b_alyson_watson",1,1,1
"b_calculate",1,1,1
"b_gd",1,1,2
"b_jennings",1,1,1
"b_public_engagement_process",1,1,1
"b_sustainable_management_criteria",1,1,1
"b_utilize",1,1,1
"baber",1,1,1
"bachand_associates",1,1,2
"background_eki_environment_and_water",1,1,1
"background_water_quality",1,1,1
"badger",1,1,1
"bahia_magdalena",1,1,1
"bain",1,1,1
"bakersfield_city_hall",1,1,1
"balance_hydrologics",1,1,2
"banning_record_gazette_press_enterprise_publication_date_for_record_gazette",1,1,1
"banning_wastewater_treatment_facility",1,1,1
"barbareno_ventureno_band_of_mission_indians",1,1,1
"barometric",1,1,2
"barometric_compensation",1,1,1
"bartow_j_a",1,1,1
"base_realignment_and_closure_environmental_coordinator",1,1,2
"baseline_forecast_municipal_pumping_municipal",1,1,2
"basic_irrigation_scheduling",1,1,1
"basin_beneficial_users",1,1,1
"basin_boundaries",1,1,1
"basin_boundaries_4",1,1,3
"basin_boundaries_various_las_posas_valleyb",1,1,1
"basin_boundary50",1,1,1
"basin_cf",1,1,1
"basin_characterization",1,1,1
"basin_evaluation_metrics",1,1,1
"basin_governance",1,1,1
"basin_groundwater",1,1,2
"basin_investigation",1,1,2
"basin_management",1,1,1
"basin_management_objective_workshops",1,1,1
"basin_plan_maximum_benefit_objective",1,1,2
"basin_plan_objective",1,1,1
"basin_plan_wqo",1,1,1
"basis_for_determining_declining_groundwater_levels",1,1,1
"bay_delta_office",1,1,1
"baydelta",1,1,2
"bayside_aquifer_storage_and_recovery",1,1,1
"bb_limited_and",1,1,2
"bb_limited_recharge_and_recovery_the_bb_limited_recharge_and_recovery",1,1,3
"bc_laboratories",1,1,1
"bdc",1,1,3
"beale",1,1,1
"bealville_fanglomerate",1,1,1
"bear_mountain_truck",1,1,1
"bear_river_based",1,1,1
"bear_river_inflow",1,1,1
"beaumont_underflow",1,1,1
"beckwourth_emigrant_trail",1,1,1
"beckwourth_room",1,1,4
"becomes",1,1,1
"becomes_other_obsftsw",1,1,1
"bedford_coldwater_groundwa_ter_sustainability_authority_to",1,1,1
"bellflower_aquitard",1,1,1
"belmont_manor",1,1,2
"ben_king",1,1,1
"ben_lyons",1,1,1
"beneficial",1,1,1
"beneficial_municipal",1,1,1
"beneficial_user",1,1,1
"beneficial_user_input",1,1,1
"beneficial_uses",1,1,1
"beneficial_uses_taylor",1,1,1
"benefit_realization_and_evaluation_wh1_wh5",1,1,1
"benefit_status",1,1,1
"benefited_circumstances_for_implementation_schedule",1,1,1
"beneﬁcial_uses_and_users",1,1,1
"benicia_arsenal",1,1,1
"benzene_toluene_ethylbenzene_xylenes",1,1,1
"bergon_senior_center",1,1,1
"berkeley_water_works",1,1,1
"bermite_corporation",1,1,1
"berryessa_area_name",1,1,1
"beta_version",1,1,1
"better_environment",1,1,3
"better_reflect_local_surface_water_operations",1,1,1
"between_city_and",1,1,3
"between_systems",1,1,1
"beveridge_diamond",1,1,1
"bi_monthly",1,1,2
"bi_weekly",1,1,1
"big_valley_advisory_committee_1062021",1,1,1
"big_valley_basin_communication",1,1,1
"big_valley_water_treatment_plant",1,1,1
"biggs_west_gridley_water_district_inform",1,1,2
"bill_599",1,1,1
"bill_985",1,1,1
"bill_brewster",1,1,2
"bill_ehorn",1,1,1
"bill_senate",1,1,1
"bill_stagnaro",1,1,1
"bill_x7_6",1,1,1
"bioassessment_program",1,1,1
"biological",1,1,1
"biosketch",1,1,1
"biovir_labs",1,1,1
"birch",1,1,1
"bitter_creek_national_wildlife_refuge_refuge_manager",1,1,7
"black_willows",1,1,1
"blair_sellers",1,1,2
"blake_wilbur",1,1,1
"blakeley",1,1,1
"blanca_ortiz",1,1,3
"blanco_drain_and_rec_ditch",1,1,1
"blms_sfp",1,1,1
"blms_st",1,1,1
"blrr",1,1,1
"blue_goose",1,1,1
"blue_sky_center",1,1,1
"bm8wr6i",1,1,1
"bm_e548",1,1,1
"bmps_groundwater",1,1,1
"bnsf",1,1,2
"bnsf_railway_company_intermodal_facility_recharge_pond",1,1,1
"board_25",1,1,1
"board_approval",1,1,1
"board_calendar",1,1,2
"board_consent",1,1,1
"board_engagement",1,1,2
"board_for",1,1,1
"board_meeting_information_groundwater_sustainability_agency_meeting_frequency",1,1,6
"board_of_commissioners",1,1,1
"board_of_directors_3",1,1,1
"board_of_directors_responsible",1,1,2
"board_of_supervisors5",1,1,1
"board_of_supervisors_humboldt_county_board_of",1,1,3
"board_of_supervisors_meeting",1,1,1
"board_of_supervisors_of_the_county_of_inyo",1,1,1
"board_of_supervisors_resolution_91",1,1,1
"board_of_the",1,1,1
"board_of_the_lake_berryessa_resort_improvement",1,1,1
"board_often",1,1,1
"board_on_groundwater_management_strategy_concept",1,1,1
"boards_of_directors_and",1,1,1
"bob_griffith",1,1,1
"bod",1,1,1
"bogan",1,1,1
"bogetti_family_trust",1,1,1
"bolsa_management_areas_east",1,1,1
"bondy_groundwater_sustainability_plan_development_and_preparation",1,1,1
"bonnie",1,1,2
"bookman_edmonston_engineering",1,1,1
"borings",1,1,1
"boron_total_maximum_daily_load",1,1,1
"bos_resolution_no",1,1,1
"boundary",1,1,1
"bouquet_canyon_creek_restoration",1,1,1
"box_b_climate_change",1,1,1
"boyce_et_al",1,1,1
"bp_amoco_et_al",1,1,3
"bptc",1,1,1
"bracken_brae",1,1,1
"braitman_associates",1,1,1
"brandy_swisher",1,1,1
"branstetter_mill",1,1,1
"breanne_ramos",1,1,1
"brecken_cuyama_pleito",1,1,1
"brenda_wey",1,1,1
"brian_cypher",1,1,1
"brian_ehlers",1,1,1
"brian_grant",1,1,1
"brian_shaw",1,1,1
"brian_teuber",1,1,1
"brigadoon",1,1,2
"bromochloromethane",1,1,1
"bromodichloromethane",1,1,1
"bromodichloromethane_dichlorobromomethane",1,1,1
"brookside_recharge_facility",1,1,1
"broom_sedge",1,1,1
"brown_act20_members_of",1,1,1
"brownstein",1,1,2
"browse_team",1,1,4
"bruce_blayney",1,1,6
"bruce_howarth",1,1,1
"bruce_spencer",1,1,3
"bryan_info",1,1,1
"bryan_kelly",1,1,1
"bs3_phase",1,1,2
"bssc",1,1,3
"bt",1,1,1
"buckeye_zamora",1,1,1
"budget_adjustment",1,1,1
"budget_and_funding_strategy",1,1,1
"budget_for_subbasin_soil_zonea",1,1,1
"budget_transfer_nos",1,1,1
"bueau",1,1,3
"buena",1,1,2
"buena_vista_rancheria_of_me_wuk",1,1,1
"buena_vista_road",1,1,1
"buenaventura",1,1,1
"building_and_environmental_services",1,1,1
"bulk_fuel_terminals",1,1,1
"bulletin_1181",1,1,1
"bulrush_sequoia",1,1,1
"bureau_of_land_management_bakersfield_field_office",1,1,2
"bureau_of_reclamation_carmel",1,1,1
"bureau_of_reclamation_fish_and_wildlife_service",1,1,1
"bureau_of_reclamation_for_class",1,1,1
"bureau_of_reclamation_surface_water_supplies_surface_water_supplies_national_resources_conservation_service",1,1,1
"bureau_of_sanitary_engineering",1,1,1
"business_interests",1,1,1
"butte_creek_channel_restoration",1,1,1
"butte_slough_irrigation_board_meeting",1,1,1
"bvgsp",1,1,1
"bvid_bvid",1,1,1
"bvpp",1,1,1
"by_acid_mine_drainage",1,1,1
"by_others",1,1,1
"by_private",1,1,1
"by_priviate_landowners",1,1,1
"by_source",1,1,1
"bylaws_development_review_draft",1,1,1
"byron_kathleen_mitchell",1,1,4
"c_0_9_9_1",1,1,1
"c_16000",1,1,1
"c_cooperative",1,1,2
"c_dg",1,1,1
"c_ed",1,1,1
"c_ge",1,1,1
"c_jachens",1,1,1
"c_rc_11",1,1,1
"c_rc_7_countywide",1,1,1
"c_stillwater_sciences",1,1,1
"c_total",1,1,2
"ca",1,1,1
"ca_state_mandate",1,1,1
"cabazon_storage_unit7",1,1,1
"cable_channel_15",1,1,1
"cache_central_valleyp",1,1,1
"cache_creek_casino",1,1,1
"cache_creek_p_61",1,1,1
"cache_formation_soil_mechanics_and",1,1,1
"cacheville_csd_cacheville",1,1,1
"cadastral",1,1,1
"cadiz",1,1,1
"cal",1,1,1
"cal_neva",1,1,1
"cal_poly_crop",1,1,2
"cal_poly_itrc",1,1,1
"cal_poly_san_luis_obispo",1,1,1
"cal_trans_shandon_rest",1,1,3
"cal_trout",1,1,1
"cal_utilities",1,1,1
"calaveras_county_general_plan_conservation_element",1,1,1
"calaveras_county_rcd",1,1,1
"calaveras_county_resource",1,1,1
"calculate",1,1,1
"calculated_horizontal",1,1,1
"calenviroscreen",1,1,1
"calfed",1,1,1
"calfed_bay_delta_erp",1,1,3
"calflora",1,1,1
"calibrated_streambed_conductance",1,1,1
"califomia_govemment_code_sections_6506",1,1,1
"califor_nia_soil_resource_lab",1,1,2
"californ_ia",1,1,1
"califrwnia",1,1,2
"calistoga_and_st_helena",1,1,1
"callitriche_heterophylla_bolanderi",1,1,1
"calmat_co",1,1,1
"calpella_census_desig_nated_place",1,1,2
"calpine_corporation",1,1,1
"camarillo_fault",1,1,1
"camarillo_heights",1,1,1
"camarillo_utility_enterprise",1,1,1
"camren_d_whitledge",1,1,6
"can_1062021",1,1,1
"canada_verde",1,1,2
"canal",1,1,1
"canal_operational_recharge",1,1,1
"canal_ranch",1,1,1
"canal_reservoir_recharge",1,1,1
"canal_system_water_budget",1,1,1
"canonie_environmental",1,1,1
"canyon_storage",1,1,1
"capacity",1,1,1
"capay_valley_non",1,1,1
"capelli",1,1,2
"capital_improvement_funds",1,1,1
"capital_improvements_division",1,1,1
"capital_studies",1,1,1
"capjac",1,1,1
"capra_road_railroad_crossing",1,1,1
"cardno",1,1,1
"careaga_canyon",1,1,3
"cargill_salt",1,1,1
"carla_gonzalez",1,1,1
"carmel",1,1,1
"carmel_a_rodriguez",1,1,1
"carmel_avenues",1,1,1
"carmel_j_angelo",1,1,1
"carrick_gazelle",1,1,1
"carroll",1,1,1
"carter",1,1,1
"casa",1,1,1
"casitas_springs_hydrogeologic_areas_coast_live_oak",1,1,2
"casitas_system",1,1,1
"castle_oaks",1,1,1
"categories_of",1,1,1
"causes_significant_and_unreasonable_results_to_beneficial_uses_of_surface_water_groundwater",1,1,1
"cawelo_wd",1,1,1
"cayan_et_al",1,1,1
"cbaf",1,1,1
"ccc",1,1,1
"ccid",1,1,1
"ccr_time",1,1,1
"cdm",1,1,1
"cehrs",1,1,1
"census",1,1,1
"census_places",1,1,16
"center_for_irrigation_technology",1,1,1
"central_calistoga_subareas_cross_sections",1,1,1
"central_coast_regional_extensive",1,1,2
"central_coast_regional_water_quality_control_board_basin_plan_surface",1,1,1
"central_collection",1,1,1
"central_interior_limited",1,1,1
"central_san_joaquin",1,1,1
"central_tendency_climate_change_scenario",1,1,1
"central_valley_office",1,1,1
"central_valley_project_allocation",1,1,2
"central_valley_project_contract_supplies",1,1,1
"central_valley_project_cross_valley_canal_unit",1,1,1
"central_valley_project_facilities_delta_cross_channel_the_delta_cross_channel",1,1,1
"central_valley_project_friant_kern_canal_unit_class_1",1,1,1
"central_valley_project_operations_5",1,1,1
"central_valley_project_supplies",1,1,2
"central_valley_salinity_coalition",1,1,1
"central_valley_snmp",1,1,1
"central_valley_water_board_cwd_county_water_district_disadvantaged_community",1,1,1
"central_valley_water_board_waste_discharge_requirements_general",1,1,1
"central_valley_wildlife",1,1,1
"central_washington_university_analysis_center",1,1,1
"centralized_ebp_subbasin_website",1,1,2
"centralized_non_potable_reuse",1,1,1
"centre_national_de_892",1,1,1
"cerro_coso_community_college",1,1,1
"cgps_stations",1,1,1
"ch2",1,1,1
"chabotlos_positas_cc",1,1,2
"chad",1,1,1
"chad_blais",1,1,1
"chainnan",1,1,1
"chairpersons",1,1,3
"chamber",1,1,2
"chamber_of_commerce_and_rotary_club",1,1,1
"chamber_of_commerce_association_of_realtors",1,1,1
"chambers_of_commerce",1,1,1
"changes_line",1,1,1
"chapter_4",1,1,2
"charadrius",1,1,1
"charbeneau",1,1,2
"charlene_reece_family_trust",1,1,6
"charles_fryer",1,1,1
"charles_jennings",1,1,2
"charnock",1,1,1
"charnock_olympic",1,1,1
"chd",1,1,1
"checkerbloom",1,1,1
"chemical_agent_identification_sets",1,1,1
"chemical_company",1,1,1
"chemist",1,1,1
"chg_project_manager",1,1,1
"chiang",1,1,1
"china_lake_naval_air_weapons_station",1,1,1
"chino_watermaster",1,1,1
"chloride_tce",1,1,1
"chloroform",1,1,1
"chow",1,1,1
"chowchilla_district_chamber_of_inform",1,1,2
"chowchilla_river_system",1,1,1
"chowchilla_subbasin_domestic",1,1,1
"chowchilla_subbasin_domestic_well_mitigation_program",1,1,1
"chowchilla_water_district_capacity_increase",1,1,1
"chowchilla_water_district_interested_management_criteria",1,1,5
"chris_lopez",1,1,1
"christina",1,1,1
"christine_cromenes",1,1,1
"christine_thompson",1,1,2
"christopher_neely",1,1,1
"chrome_crankshaft",1,1,3
"chromite",1,1,1
"chronic_lowering_of_groundwater_levels_sustainable_management_criteria",1,1,1
"chumash_indians",1,1,1
"chumash_indians_wastewater_treatment_facility",1,1,1
"chumash_mission_indians_tribal_reservation",1,1,1
"cities_of_beaumont_calimesa",1,1,1
"cities_of_capitola",1,1,1
"cities_of_davis",1,1,1
"cities_of_davis_dixon",1,1,2
"cities_of_huron",1,1,1
"cities_of_mendota",1,1,1
"cities_of_oakley",1,1,1
"cities_of_rio_vista",1,1,1
"cities_of_turlock",1,1,1
"cities_of_ventura",1,1,1
"cities_of_yountville",1,1,1
"citizens",1,1,1
"city_4",1,1,1
"city_and",1,1,1
"city_attorneys_offices",1,1,1
"city_calimesa",1,1,1
"city_council_meetings",1,1,1
"city_engineer_to_open_escrow_services",1,1,2
"city_limit",1,1,1
"city_municipal_domestic",1,1,3
"city_san_luis_obispo",1,1,1
"city_state",1,1,1
"city_to",1,1,2
"city_urban_development_boundary",1,1,1
"city_water_division",1,1,1
"city_water_resources_manager",1,1,1
"civic_clubs",1,1,1
"civiltec_engineering",1,1,1
"claremont_fault",1,1,1
"clark",1,1,1
"class_v_injection_well",1,1,3
"classification",1,1,1
"classification_and_assessment_with",1,1,1
"classification_wizard",1,1,1
"clay_plug",1,1,1
"clay_station_conditions_summary",1,1,1
"clayton_coordination",1,1,1
"clayton_engstrom",1,1,5
"clean_beneficial",1,1,2
"clean_water_letter",1,1,2
"clean_water_state_revolving_fund_medium",1,1,2
"cleath_and_associates",1,1,1
"climate",1,1,1
"climate_change_surface_system_major_components",1,1,1
"climate_daily",1,1,1
"climate_registry",1,1,1
"climate_station",1,1,1
"climate_station_sonoma_county_airport",1,1,2
"clock_pumping_flow_rate_cumulative_temp",1,1,1
"clopyralid",1,1,2
"cm",1,1,1
"cma137",1,1,1
"cmp",1,1,1
"cnddb_calochortus",1,1,1
"cnddb_direct",1,1,1
"cnddb_montia",1,1,1
"coalinga_feed_yard_phone",1,1,1
"coalinga_groundwater_sustainability_agency_city",1,1,1
"coalinga_groundwater_sustainability_agency_email",1,1,1
"coalinga_huron_recreation",1,1,1
"coast_live_oak_natural_communities",1,1,1
"coastal_berry_farms",1,1,1
"coastal_watersheds_of",1,1,1
"cob_2800_recharge",1,1,2
"cohen",1,1,1
"colby_pereira",1,1,1
"collaborative_opportunities",1,1,2
"collect",1,1,1
"collected_schedule",1,1,1
"collection",1,1,1
"college_of_continuing_education",1,1,1
"colonial_heights",1,1,1
"colorado_school_of_mines",1,1,5
"columbia_casualty_company",1,1,1
"colusa_canal",1,1,2
"colusa_county_36",1,1,3
"colusa_county_sustainable_groundwater_managementa_meetings",1,1,1
"colusa_drain_mutual_water_company",1,1,1
"colusa_drain_overall",1,1,1
"colusa_drain_simulated_average",1,1,1
"colusa_glenn",1,1,1
"colusa_grass",1,1,1
"colusa_groundwater_authority_background",1,1,1
"colusa_industrial_properties_conference_room",1,1,1
"colusa_subbasin_demand_management",1,1,1
"colusa_subbasin_logo",1,1,1
"com",1,1,1
"comes_online",1,1,3
"comment",1,1,2
"comments_2",1,1,1
"commercial",1,1,2
"committee_meeting",1,1,1
"committee_meetings",1,1,1
"commonly",1,1,1
"commonly_associated",1,1,1
"commonly_associated_court_tribal_outreach_and_engagement_strategies",1,1,1
"commonly_associated_with_groundwater_vegetation",1,1,1
"communication_department_of_water_resources",1,1,2
"communication_engagement_forums_member_agencies_governance_briefings",1,1,2
"communication_forums_tools_governance_agencies_briefings",1,1,1
"communications_engagement",1,1,1
"community_development_element",1,1,2
"community_engagement_forums",1,1,1
"community_facilities_district_no",1,1,5
"community_government_affairs_manager",1,1,6
"community_involvement_workshops",1,1,1
"community_of_alpaugh",1,1,1
"community_of_arbuckle",1,1,1
"community_of_pixley",1,1,1
"community_organizations_others_community",1,1,1
"community_services_and_facilities",1,1,1
"community_services_district_solano",1,1,1
"community_water_education_initiative_fuels_management_for_watershed_health_potential",1,1,1
"como_los",1,1,4
"como_los_requisitos_de_presentación_de",1,1,1
"como_un",1,1,1
"complainr",1,1,1
"complaint_and_petition",1,1,1
"completed",1,1,1
"completed_engagement",1,1,1
"compliance_with_objectives",1,1,1
"composition_patsy_tennyson",1,1,2
"comyn",1,1,1
"conceptual_water_budget_components_and_linkages",1,1,2
"concerned_scientists",1,1,2
"concerning_annexation_of_the_fort_ord_into_zones_2",1,1,2
"condi_tions",1,1,1
"conditions_or_constraints_on_implementation_the_hayward",1,1,1
"conductance_and_total_dissolved_solids",1,1,1
"conductivity_kh",1,1,1
"conduit",1,1,1
"confluence_flume",1,1,1
"conformably",1,1,1
"conjunctive_use",1,1,1
"conjunctive_use_managed_recharge_in_lieu",1,1,1
"conjunctive_use_ponds",1,1,1
"conjunctive_use_programs",1,1,1
"conjunctive_use_programs_conjunctive",1,1,1
"conjunctive_use_tier_2",1,1,1
"connect_to_public_water_system_public",1,1,1
"conner",1,1,1
"conrow",1,1,1
"consensus_building_institute_process_recommendations",1,1,1
"consent_calendar",1,1,1
"conservation_and_agricultural_best_management_practicess",1,1,1
"conservation_and_demand",1,1,1
"conservation_element_of_the_wgp",1,1,1
"conservation_methods",1,1,1
"conservation_practices_management_action",1,1,1
"conserve",1,1,1
"conserve_water_resources",1,1,1
"consider_adopting",1,1,1
"consider_approval",1,1,1
"considerando_el_uso_de_la_tierra",1,1,1
"considered_environmental_defense_fund",1,1,1
"consolidated_treatment_facility",1,1,1
"constant_head",1,1,1
"constructed",1,1,2
"construction_abandonment",1,1,1
"construction_activities_and_requirements",1,1,1
"construction_funding",1,1,1
"construction_of_site_c",1,1,1
"consulting_civil_engineers",1,1,1
"consumptive_use_and_agricultural_demand",1,1,1
"contact_information_for_plan_manger_groundwater_sustainability_agency_mailing_address",1,1,1
"contains",1,1,1
"continues",1,1,1
"continuous_gps_stations",1,1,1
"contra_costa_county_health_services",1,1,1
"contra_costa_health_services_environmental_health_division",1,1,1
"contract33",1,1,1
"contracting_entities_and_interested_parties",1,1,1
"contracting_entities_or_interested_parties",1,1,1
"contributing_parties_and_stakeholders",1,1,1
"control_package",1,1,1
"cook_et_al",1,1,1
"cooperative_committee_special_meeting",1,1,2
"coordinación_para_implementar_múltiples",1,1,2
"coordinate",1,1,1
"coordination_and",1,1,1
"coordination_and_information_sharing_coordination",1,1,1
"coordination_workgroup_of_the",1,1,1
"copernicus",1,1,1
"cordova_creek_maintenance_water_forum",1,1,1
"core_team_and",1,1,1
"cori_hayman",1,1,1
"corixidae",1,1,1
"corn_camp_water_bank",1,1,1
"corn_springs",1,1,1
"corning_subbasin_agricultural_land",1,1,1
"corona_disadvantaged_community",1,1,1
"corona_elsinore_valley_municipal_water_district_trilogy",1,1,1
"corona_management",1,1,1
"corona_norco",1,1,1
"corona_on",1,1,3
"corral_de_piedras",1,1,1
"correctional_training_facility",1,1,1
"cory_bantilan",1,1,1
"coso_ranges",1,1,1
"costa",1,1,4
"costa_rica",1,1,1
"costs_and_funding_construction",1,1,1
"costs_capital",1,1,1
"costs_cost_category_fiscal_year",1,1,1
"cosumes_basin_coordinates",1,1,1
"cosumnes_chinook_salmon",1,1,2
"cosumnes_depth",1,1,1
"cosumnes_pio",1,1,1
"council_appointed_officers",1,1,1
"council_chamber_and_virtual_platform",1,1,1
"council_meetings",1,1,1
"county_additional_water_use",1,1,5
"county_assessor",1,1,1
"county_clerk",1,1,1
"county_department_of",1,1,1
"county_department_of_environmental_health",1,1,1
"county_department_of_environmental_health_and_quality",1,1,2
"county_department_of_environmental_health_services",1,1,3
"county_district_attorneys",1,1,1
"county_division_of_environmental_health_and_county_office_of_emergency_services",1,1,1
"county_environmental_health_services",1,1,1
"county_farm_bureau",1,1,1
"county_flood_maps",1,1,1
"county_indemnity",1,1,1
"county_of_inyo_public_geographic",1,1,1
"county_of_riverside_wells",1,1,1
"county_of_sacramento_public_works",1,1,1
"county_of_san_francisco_superior",1,1,1
"county_of_san_luis_obispo_department_of_planning",1,1,1
"county_of_san_luis_obispo_engineer",1,1,1
"county_of_santa",1,1,1
"county_of_santa_barbara_public",1,1,1
"county_of_tuolumne_resolution",1,1,1
"county_office_of_emergency_services",1,1,1
"county_operations_center",1,1,1
"county_planning",1,1,2
"county_public_works",1,1,1
"county_resolution_no",1,1,1
"county_roads",1,1,1
"county_santa_ynez_riverwcd",1,1,1
"county_service_area_50",1,1,1
"county_service_areas_10a",1,1,2
"county_stormwater",1,1,1
"county_water_well_ordinance_no",1,1,1
"county_well_ordinance_4468",1,1,1
"countywide_water_and_wastewater_municipal_supply_review",1,1,2
"cov",1,1,1
"covid19_pandemic_budget_budget_amendment_for",1,1,1
"cowin",1,1,1
"cps",1,1,3
"craig_finster",1,1,1
"crasnean",1,1,1
"creamline_basin_northeast_cell",1,1,1
"create_a_transparent_inclusive_collaborative_process_for_groundwater_sustainability_agency_formation_stakeholders",1,1,1
"creely",1,1,1
"creely_and_force",1,1,1
"creston_elementary_school",1,1,1
"criteria_b",1,1,1
"criteria_survey",1,1,1
"criterion_1_5",1,1,1
"crop2014",1,1,1
"crop_estimation_techniqueaw",1,1,1
"crop_etaw",1,1,1
"crops_eighteen",1,1,1
"cross_ca_dept_of_water_cnl_weir_action_trigger",1,1,1
"cross_sections_cross",1,1,1
"cross_sections_d",1,1,1
"cross_valley_canal",1,1,1
"crwqcb",1,1,1
"crystalline_rock",1,1,1
"crónico_del_nivel_de_las_aguas_subterráneas_se",1,1,2
"cs",1,1,1
"csa",1,1,1
"csg_consultants",1,1,3
"csu_fresno_foundation",1,1,1
"csubject_to",1,1,1
"cty",1,1,2
"cu",1,1,1
"cultural_resources",1,1,1
"culver",1,1,1
"cumorah_knolls",1,1,3
"cumula",1,1,1
"current_historical_water_budget",1,1,1
"current_year_agriculture",1,1,2
"curt_holmes",1,1,3
"curtis_paxton",1,1,1
"cuvhm",1,1,1
"cvgsm",1,1,1
"cvhm",1,1,1
"cvp_contractors",1,1,1
"cvp_supplies",1,1,2
"cvsalts",1,1,1
"cwc_sections_10780",1,1,1
"cwd",1,1,2
"cwd_2011",1,1,2
"d5",1,1,1
"d_a_ponce",1,1,1
"d_based",1,1,1
"d_city",1,1,1
"d_liebersbach",1,1,1
"d_schmidt",1,1,1
"d_williams",1,1,1
"dacs_changes",1,1,1
"daily_root_zone_simulation",1,1,1
"dairy_facilities",1,1,1
"dairy_industry",1,1,2
"damon_point",1,1,1
"dan_bouse",1,1,1
"dan_howes",1,1,2
"dana_stuart",1,1,2
"daniel_b_steiner",1,1,2
"daniel_chavez",1,1,1
"daniel_j_ohanlon",1,1,1
"daniel_wilber",1,1,2
"date",1,1,1
"daulton_station",1,1,2
"david_bean",1,1,1
"david_ceppos",1,1,2
"david_jacks_corporation",1,1,1
"david_mcmichael",1,1,1
"david_taussig_associates",1,1,1
"david_vigil",1,1,1
"davis_fadtke_k",1,1,1
"davis_staff",1,1,1
"db",1,1,1
"ddt",1,1,1
"de_gestión_la_sección_4",1,1,2
"de_leon",1,1,1
"de_minimis",1,1,1
"de_más_del_10",1,1,1
"de_sabla_centerville",1,1,1
"deadman",1,1,1
"debbie_liebersbach",1,1,1
"decentralized_non_potable_reuse",1,1,1
"decomposition_decomposition",1,1,1
"deep",1,1,2
"deep_aa",1,1,1
"deep_aquifer_system_primary",1,1,1
"deep_percolation_of_direct_precipitation",1,1,1
"deep_water_desal_llc",1,1,1
"deep_wells",1,1,1
"deer_creek_and_tule_river_authority_groundwater_management_plan_memorandum",1,1,1
"deer_creek_instream_flow_enhancements_and_conjunctive_use_management_projects_trout_unlimited",1,1,1
"deer_creek_stream_flow_stream",1,1,2
"deer_creek_streambed",1,1,2
"defense",1,1,2
"define_como_el",1,1,2
"definition_of",1,1,1
"degradation_of_water_quality",1,1,1
"degradation_of_water_quality_undesirable_results",1,1,1
"degraded",1,1,1
"deir",1,1,1
"del_agua",1,1,1
"del_agua_forman_agencias_de_ayudar_sostenibilidad_de_las_aguas_subterráneas",1,1,1
"del_rey_lagoon",1,1,1
"delano_earlimart_irrigation_district_general_fund",1,1,2
"delano_earlimart_irrigation_district_groundwater_sustainability_agency_manager",1,1,1
"delano_earlimart_irrigation_district_pixid_ground_water",1,1,2
"delineated",1,1,1
"delivered",1,1,1
"delta_mend_and_minimum_thresholds",1,1,2
"delta_mendota_subbasin_sustainable",1,1,1
"delta_newton_raphson",1,1,1
"delta_smelt",1,1,1
"delta_stewardship",1,1,1
"demand_management",1,1,1
"demand_management_flood_risk_reduction_enhanced_recharge_surface_water_conveyance_supply_augmentation_management_actions",1,1,1
"demarco",1,1,1
"denise_england",1,1,2
"density",1,1,2
"denver",1,1,1
"denver_federal_center",1,1,1
"department_of_conservation_cortez_avesgem",1,1,1
"department_of_defense_gc",1,1,1
"department_of_defense_quality_systems",1,1,1
"department_of_defense_quality_systems_manual_for_environmental_laboratories",1,1,2
"department_of_fish_and_wildlife_and_the_nature_conservancy",1,1,1
"department_of_fish_and_wildlife_comment_6",1,1,1
"department_of_fish_and_wildlife_department_of_water_resources",1,1,1
"department_of_fish_and_wildlife_headquarters",1,1,7
"department_of_fish_and_wildlife_private_duck_pond_groundwater_dependent_ecosystem_evaluation_unit",1,1,3
"department_of_fish_and_wildlife_sensitive_natural_communities_list",1,1,1
"department_of_fish_and_wildlife_special_animals_list",1,1,1
"department_of_fish_and_wildlife_the_department_of_fish_and_wildlife",1,1,2
"department_of_interior",1,1,1
"department_of_land",1,1,1
"department_of_pesticide_regulation_department_of_pesticide_regulation_department_of_water_resources",1,1,1
"department_of_pesticide_regulation_surface_water_protection_program",1,1,1
"department_of_planning_development_services",1,1,1
"department_of_public_works_and_planning",1,1,1
"department_of_regional_planning",1,1,1
"department_of_resources_recycling_and_recovery_for",1,1,2
"department_of_resources_recycling_and_recovery_for_beverage_container_recycling_city_county_payment_programs",1,1,1
"department_of_the_navy_1",1,1,1
"department_of_water_and_resource_conservation",1,1,1
"department_of_water_f_projected_population_growth",1,1,1
"department_of_water_resources_2016",1,1,4
"department_of_water_resources_2018",1,1,1
"department_of_water_resources_2070",1,1,1
"department_of_water_resources_76726",1,1,1
"department_of_water_resources_basin_4_007",1,1,2
"department_of_water_resources_basin_no",1,1,1
"department_of_water_resources_basin_number_3049",1,1,1
"department_of_water_resources_basins_no",1,1,1
"department_of_water_resources_bmp_sustainable_management_of_groundwater",1,1,1
"department_of_water_resources_bulletin_132",1,1,2
"department_of_water_resources_department_of_water_resources_ema",1,1,1
"department_of_water_resources_disadvantaged_community_mapping_tool",1,1,1
"department_of_water_resources_division_of_planning_and_local_assistance",1,1,2
"department_of_water_resources_engagement_with_tribal_governments14",1,1,1
"department_of_water_resources_extensometers",1,1,1
"department_of_water_resources_folsom_south_canal",1,1,1
