"lat","lng","DAC","MHI","POP","place_name","place_type"
34.0139376305841,-117.4295959045,0,68750,3255,"sunnyslope","neighborhood"
34.1560937031986,-118.697010389409,0,106786,1461,"malibu_canyon","neighborhood"
37.7786361846465,-122.431776637653,0,22083,1471,"alamo_square","neighborhood"
37.7562388242312,-122.418857278542,0,122069,1475,"mission_district","neighborhood"
37.7580711975913,-122.4328862583,0,145855,1142,"eureka_valley","neighborhood"
37.7850294130471,-122.456262954799,0,141981,974,"jordan_park","neighborhood"
37.757627025137,-122.429057551062,0,208259,1479,"dolores_heights","neighborhood"
37.7914584036563,-122.417495148024,0,149946,911,"nob_hill","neighborhood"
37.7956764975338,-122.405824920533,1,20852,958,"chinatown","neighborhood"
37.7772028970599,-121.552688207218,0,156957,2358,"bethany_village","neighborhood"
37.9353266076563,-121.302824713405,1,77152,1481,"seaport","neighborhood"
38.053177660723,-121.360176414898,0,118273,1615,"spanos_park","neighborhood"
37.9978830782908,-121.353684302499,0,61875,572,"lincoln_village_west","neighborhood"
38.0356871706772,-121.33402933746,0,83304,1723,"stonewood","neighborhood"
37.9156358604521,-121.232285237341,1,58320,1754,"park","neighborhood"
37.9033633813533,-121.290025094081,0,90809,673,"weston_ranch","neighborhood"
37.5813353385668,-122.000367402162,0,218500,1114,"niles","neighborhood"
37.7249275188739,-122.1508627777,0,105272,1181,"estudillo_estates_-_glen","neighborhood"
37.5605906466241,-122.059336694274,0,185250,1740,"ardenwood","neighborhood"
37.5708711278617,-122.038004993399,0,160441,1797,"northgate","neighborhood"
37.550770776638,-121.963335386076,0,119912,3385,"central_district","neighborhood"
37.6473248155306,-122.114285489176,0,172857,2200,"mt._eden","neighborhood"
37.548001607523,-122.013139214436,0,140465,3178,"centerville","neighborhood"
37.4861110923067,-121.958714018796,0,195400,2285,"baylands","neighborhood"
35.292326152065,-119.052261293003,1,60975,2357,"ridgeview_estates","neighborhood"
35.274220863425,-119.052253128693,1,57010,2331,"stone_creek","neighborhood"
38.6105800049398,-121.501497488913,1,45300,856,"natomas_corporate_center","neighborhood"
38.5429384705205,-121.238999833389,0,135741,2337,"anatolia_village","neighborhood"
38.4137761631467,-122.761337203147,0,79107,1209,"wright_area_action_group","neighborhood"
38.4689668200077,-122.643743519274,0,127031,923,"skyhawk_commmunity","neighborhood"
37.4974427711005,-121.932323143929,0,128333,680,"east_industrial","neighborhood"
37.6645352583913,-122.093871683077,0,141250,2496,"burbank","neighborhood"
37.5671753700202,-122.015778424791,0,143750,1275,"brookvale","neighborhood"
37.6516414121859,-122.08532723565,0,84688,1613,"jackson_triangle","neighborhood"
37.5660852793562,-121.998511049584,0,130380,2484,"parkmont","neighborhood"
37.6620445938244,-122.067789400572,0,67566,1332,"mission/foothills","neighborhood"
37.5419416626675,-121.987270511773,0,94881,2340,"sundale","neighborhood"
37.5364825882121,-121.924964621031,0,132328,1908,"mission_san_jose","neighborhood"
37.7141014099106,-121.72927797929,0,158583,1265,"springtown","neighborhood"
37.5219038791118,-121.9534416553,0,119750,1211,"grimmer","neighborhood"
37.7236052910698,-122.160471136005,0,100523,1708,"old_san_leandro","neighborhood"
37.8221687414873,-122.249689931529,0,69167,836,"grand_lake","neighborhood"
37.8031183895552,-122.263844266158,0,77458,1038,"lakeside","neighborhood"
37.8010980102481,-122.265120564049,1,68100,78,"civic_center","neighborhood"
37.7934620052733,-122.265816727711,0,73672,1217,"produce_and_waterfront","neighborhood"
37.7940367733117,-122.254425828879,0,65132,1453,"merritt","neighborhood"
37.8015805808094,-122.250209805819,0,60938,786,"cleveland_heights","neighborhood"
37.8092376341245,-122.27047573693,0,175250,699,"uptown","neighborhood"
37.8138173320278,-122.263562529398,0,101863,874,"northgate_-_waverly","neighborhood"
37.8005389390838,-122.276586338906,0,78500,1129,"old_oakland","neighborhood"
37.78627235148,-122.170414908743,0,177156,2952,"caballo_hills","neighborhood"
37.8703657800329,-122.267566012424,1,30510,1343,"downtown_berkeley","neighborhood"
37.856749584707,-122.220090364169,0,121250,573,"claremont_hills","neighborhood"
37.8132259231293,-122.256473145744,0,99444,1303,"adams_point","neighborhood"
37.5641178125136,-121.971366804988,0,137333,1953,"cherry_-_guardino","neighborhood"
37.652167670223,-122.039718241006,0,104167,1782,"hayward_highland","neighborhood"
37.8110229490768,-122.30191092721,0,120086,1225,"prescott","neighborhood"
37.5354025103249,-121.959225955157,0,54453,1760,"irvington","neighborhood"
37.4709739894971,-121.913424546253,0,156122,843,"warm_springs","neighborhood"
37.8115856789272,-122.288859996947,1,18505,874,"oak_center","neighborhood"
37.8319549848162,-122.252855046068,0,96350,815,"piedmont_avenue","neighborhood"
37.8654453749753,-122.263213752331,1,28864,1553,"southside","neighborhood"
37.8513526247032,-122.269306917,0,71607,975,"bushrod","neighborhood"
38.7796664137156,-121.278400027334,0,72835,2154,"harding","neighborhood"
38.864198788429,-121.235968399859,0,156000,385,"verdera","neighborhood"
38.5398876949493,-121.731016798082,1,28705,1633,"interland/univ._research_park","neighborhood"
38.5656114019631,-121.726799270838,0,77596,1445,"green_meadows","neighborhood"
38.5608053596484,-121.71554905567,0,89500,714,"slide_hill_park","neighborhood"
38.5529920314935,-121.722528157266,1,59464,2669,"rancho_yolo","neighborhood"
38.5446423430657,-121.702620407993,0,175250,1429,"willowcreek","neighborhood"
37.5487600622744,-122.302994461636,0,89875,2242,"south_san_mateo","neighborhood"
37.5829864266796,-122.329210934714,0,49003,980,"north_central","neighborhood"
37.5710895631363,-122.299936832487,0,98877,1639,"shoreview","neighborhood"
37.4677917059234,-122.217855774717,0,108264,1634,"redwood_oaks","neighborhood"
37.6600620305616,-122.420488937968,0,121319,1242,"sign_hill","neighborhood"
37.7012331882669,-122.460741657284,0,166007,1987,"hillside","neighborhood"
37.5628205524979,-122.328433290793,0,169597,879,"baywood_-_aragon","neighborhood"
37.6821295710883,-122.397645283775,0,108583,821,"bayside_ridge","neighborhood"
37.6596374386121,-122.43434576789,0,97363,1463,"sunshine_gardens","neighborhood"
37.7004651816678,-122.45618784216,0,124033,1096,"crocker","neighborhood"
38.5054937180431,-121.544349499893,0,78067,1407,"pocket","neighborhood"
38.5507751026905,-121.449314148955,1,12347,974,"fairgrounds","neighborhood"
38.6487978983257,-121.443082372518,0,105139,1430,"robla","neighborhood"
38.6293813431413,-121.452379892705,0,71193,1641,"west_del_paso_heights","neighborhood"
38.4690938754495,-121.388537590643,0,81250,1012,"glen_ivy","neighborhood"
38.6512736917535,-121.514938539547,0,80875,1306,"rp_sports_complex","neighborhood"
38.5919785054703,-121.278414384974,0,93088,1246,"prospect_green_open_space","neighborhood"
38.6188664391323,-121.5106667088,0,74323,1906,"south_natomas","neighborhood"
38.6605683281432,-121.539380170561,0,95729,877,"westlake","neighborhood"
38.2859616275936,-121.291949770194,0,91581,2510,"country_meadows","neighborhood"
38.4757092165134,-121.42976873553,1,21477,416,"parkway","neighborhood"
38.2722408459836,-121.296818953753,0,93656,3395,"river_oaks","neighborhood"
38.63789849402,-121.464304932091,1,31092,1448,"norwood_tech","neighborhood"
38.4177661273326,-121.475056194024,0,118231,1548,"laguna_west","neighborhood"
38.7007314574034,-121.369354202552,0,65313,1676,"sunrise_antelope","neighborhood"
