NAME20,GEOID20,Basin_Subb,lat,lng,DAC,MHI,POP,incorporated,per_latino,exists,GSP_ID
honcut,634428,5-021.60,39.3325966228335,-121.538770917609,1,NA,172,0,44.8,1,53
bakersfield,603526,5-022.14,35.352937339995,-119.035931369141,0,65687,379879,1,51.1,1,54
arvin,602924,5-022.14,35.1943671537833,-118.830581131451,1,39750,21220,1,94,1,54
shafter,671106,5-022.14,35.4794232037119,-119.201306584552,1,47433,19743,1,84.2,0,54
bakersfield_country_club,603546,5-022.14,35.3898963920205,-118.940926873677,0,111964,1486,0,43.2,0,54
benton_park,605356,5-022.14,35.3464437294136,-119.029827393334,1,36578,5212,0,74.4,0,54
casa_loma,611696,5-022.14,35.3432353512549,-118.99872336947,1,32336,1404,0,75.9,0,54
cottonwood,616623,5-022.14,35.3464315803638,-118.985107413177,1,23639,3121,0,76,0,54
east_bakersfield,620515,5-022.14,35.3831900823625,-118.974380817663,1,28409,10254,0,83.6,0,54
east_niles,620903,5-022.14,35.3682775181489,-118.922474126562,1,41162,29885,0,79.1,1,54
edison,621544,5-022.14,35.3473180104765,-118.869838001147,1,NA,109,0,0,1,54
el_adobe,621691,5-022.14,35.2450875331268,-118.958854067598,0,80781,118,0,75.4,1,54
fairfax,623158,5-022.14,35.346890465252,-118.933819041348,0,68047,1778,0,75.1,0,54
fuller_acres,627190,5-022.14,35.302258733709,-118.914307761814,1,34539,634,0,89.4,0,54
goodmanville,630412,5-022.14,35.434794568797,-118.939026682972,0,136071,84,0,0,0,54
greenacres,630938,5-022.14,35.383158824659,-119.118396345037,0,77240,5255,0,24.6,0,54
greenfield,630987,5-022.14,35.2695356159165,-119.00947500923,1,58136,3777,0,77.8,1,54
hillcrest,633689,5-022.14,35.3789751498768,-118.957865846769,1,50279,11801,0,76.8,0,54
la_cresta,639052,5-022.14,35.3972062017247,-118.989324857343,1,39841,9990,0,68.4,0,54
lakeside,639759,5-022.14,35.2346726843385,-119.082870134429,1,NA,969,0,36.9,0,54
lamont,640088,5-022.14,35.2659347151446,-118.915958444831,1,42948,14724,0,93.8,1,54
oildale,653448,5-022.14,35.4292680236863,-119.030588852662,1,40773,35520,0,23.5,1,54
olde_stockdale,653503,5-022.14,35.3476039161922,-119.079384093592,0,168295,839,0,3.9,0,54
old_river,653574,5-022.14,35.2671289010856,-119.10553504279,1,NA,76,0,100,0,54
old_stine,653603,5-022.14,35.3477560533797,-119.04693535765,1,48234,3477,0,53.6,0,54
potomac_park,658471,5-022.14,35.3635362395272,-118.965002760117,1,40129,10833,0,90.6,0,54
pumpkin_center,658940,5-022.14,35.2653063000991,-119.032422244668,1,48646,169,0,94.1,0,54
rexland_acres,660370,5-022.14,35.3050576715323,-118.997003942144,1,44650,3487,0,84.8,0,54
rosedale,662854,5-022.14,35.3886148022346,-119.205758204397,0,108477,19003,0,22.1,1,54
tarina,677934,5-022.14,35.3807050284952,-118.817100251721,1,NA,0,0,NA,0,54
weedpatch,683863,5-022.14,35.2368597591146,-118.912360767583,1,18943,2879,0,93.7,0,54
corcoran,616224,5-022.13,36.08406793429,-119.561285963915,1,42997,22078,1,69.3,0,56
porterville,658240,5-022.13,36.0644308458324,-119.033732241823,1,44095,59056,1,68.6,1,56
tulare,680644,5-022.13,36.1996076732517,-119.339992872794,1,56024,64546,1,63.6,1,56
pixley,657512,5-022.13,35.9785513753418,-119.300332832602,1,32209,4322,0,92.4,1,56
poplar-cotton_center,658191,5-022.13,36.0577217195533,-119.150193304778,1,31533,1840,0,76.7,0,56
tipton,678750,5-022.13,36.0572383011869,-119.313537253512,1,44663,3391,0,95.5,1,56
woodville,686482,5-022.13,36.0926853452919,-119.201238007524,1,29107,1836,0,94.2,1,56
woodville_farm_labor_camp,686489,5-022.13,36.0831556679524,-119.147935237899,1,33750,701,0,100,1,56
delano,618394,5-022.13,35.766162858311,-119.263541614098,1,47042,52821,1,76.9,1,57
allensworth,601010,5-022.13,35.8498837538679,-119.389222407256,1,45156,596,0,95.8,1,57
woodlake,686300,5-022.11,36.412235468865,-119.100093872137,1,44483,7708,1,90.4,1,58
exeter,623126,5-022.11,36.2940779195501,-119.145965743963,1,48605,10433,1,47.1,1,58
lindsay,641712,5-022.11,36.2081966151817,-119.089715610585,1,37073,12793,1,86.1,1,58
porterville,658240,5-022.11,36.0644308458324,-119.033732241823,1,44095,59056,1,68.6,1,58
el_rancho,622360,5-022.11,36.2206885649574,-119.068369656379,1,NA,0,0,NA,0,58
ivanhoe,636910,5-022.11,36.383444321189,-119.22010051404,1,39484,4584,0,89.2,1,58
lindcove,641656,5-022.11,36.3580316962258,-119.06459620149,1,NA,73,0,90.4,1,58
plainview,657568,5-022.11,36.1430325752145,-119.135352342821,1,23917,610,0,84.6,1,58
strathmore,675280,5-022.11,36.146121583506,-119.064353854075,1,30545,3641,0,79.6,1,58
tonyville,678932,5-022.11,36.2473870517983,-119.090364796432,1,24917,236,0,100,1,58
tooleville,678949,5-022.11,36.287758516451,-119.115447545203,1,NA,184,0,91.8,1,58
ridgecrest,660704,6-054,35.6307186015958,-117.662169251771,0,71774,28905,1,20,1,59
china_lake_acres,613157,6-054,35.6387743978508,-117.766844161015,0,70362,2450,0,16.6,0,59
inyokern,636658,6-054,35.6546190604552,-117.821251827973,1,NA,645,0,15.5,1,59
pearsonville,656294,6-054,35.8188602187783,-117.875535547608,1,NA,0,0,NA,1,59
ridgecrest_heights,660705,6-054,35.6019055321488,-117.704192019669,1,NA,193,0,0,0,59
delano,618394,5-022.13,35.766162858311,-119.263541614098,1,47042,52821,1,76.9,1,63
earlimart,620438,5-022.13,35.8913606809427,-119.272103881015,1,40699,8908,0,93.3,1,63
jovista,637568,5-022.13,35.7940190760194,-119.189582467582,1,NA,93,0,38.7,0,63
richgrove,660606,5-022.13,35.7966167663092,-119.106915557565,1,19063,2098,0,100,0,63
rodriguez_camp,662496,5-022.13,35.8089911205522,-119.13883477056,1,NA,61,0,100,0,63
earlimart,620438,5-022.13,35.8913606809427,-119.272103881015,1,40699,8908,0,93.3,1,65
pixley,657512,5-022.13,35.9785513753418,-119.300332832602,1,32209,4322,0,92.4,1,65
teviston,678336,5-022.13,35.9288777350725,-119.278345192766,1,40139,903,0,90.4,1,65
lebec,640956,5-029,34.8449650933285,-118.899198282753,1,33778,1474,0,38.3,1,67
fortuna,625296,1-010,40.5861601165258,-124.14197177421,1,46025,12135,1,23,1,70
rio_dell,660900,1-010,40.5023674127252,-124.11053505922,1,38589,3388,1,13.1,1,70
ferndale,623910,1-010,40.5781081790061,-124.261252440972,1,59545,1387,1,6.5,1,70
hydesville,636126,1-010,40.557882162462,-124.08226215877,1,55521,1051,0,0.8,1,70
loleta,642328,1-010,40.6408910331664,-124.222569737267,1,38807,599,0,11.9,1,70
scotia,670518,1-010,40.4775008707331,-124.103194522786,1,33636,490,0,8,1,70
perris,656700,8-005,33.7898530269725,-117.223344915326,0,66926,77708,1,80.2,1,71
moreno_valley,649270,8-005,33.9244022771573,-117.20456985593,0,70385,208751,1,59.8,1,71
menifee,646842,8-005,33.6909555369087,-117.184909716,0,76824,92968,1,37.5,1,71
homeland,634316,8-005,33.7458835981807,-117.113253584199,1,53008,7613,0,61.3,1,71
lakeview,639836,8-005,33.8284702691244,-117.123345894325,0,72679,2452,0,89.4,1,71
march_arb,645680,8-005,33.8888669942868,-117.277668406223,0,76065,1236,0,23.9,0,71
mead_valley,646646,8-005,33.8333229921613,-117.285231660481,0,66708,20817,0,77.3,1,71
nuevo,652624,8-005,33.8011461709635,-117.141408249211,0,81379,6999,0,62.4,1,71
romoland,662756,8-005,33.7647677580307,-117.157145845119,0,66576,2755,0,80.7,1,71
winchester,685894,8-005,33.7146025430731,-117.077454780389,1,49783,2957,0,53.2,1,71
piru,657372,4-004.06,34.4063661115776,-118.80192994492,1,59000,2126,0,89.1,1,72
santa_paula,670042,4-004.05,34.3544907492206,-119.065539622326,1,62241,30297,1,83.8,1,73
fillmore,624092,4-004.05,34.3989628449438,-118.917471871994,0,74211,15631,1,71.3,1,73
scotts_valley,670588,3-027,37.0555048199943,-122.011778573186,0,103783,12055,1,11.4,1,74
ben_lomond,605332,3-027,37.0782170897221,-122.088117946216,0,98406,7378,0,13.1,1,74
boulder_creek,607652,3-027,37.1341049680499,-122.127221398474,0,103576,5305,0,9.9,1,74
brookdale,608478,3-027,37.1057360850513,-122.110636541362,0,70368,1293,0,0,1,74
felton,623826,3-027,37.039227068244,-122.080777318435,0,108367,3197,0,4.6,1,74
lompico,642510,3-027,37.1100468941977,-122.05232102367,0,90417,881,0,13.4,1,74
mount_hermon,649796,3-027,37.051038764871,-122.053360226246,0,131504,1394,0,21.7,1,74
zayante,687090,3-027,37.0892218273262,-122.040871086943,0,125391,765,0,11.8,1,74
san_diego,666000,9-010,32.8168228236183,-117.133414491291,0,83454,1414545,1,30.1,1,75
pala,655058,9-007.01,33.3639536517065,-117.067480103962,0,93393,1094,0,39,1,76
san_buenaventura_(ventura),665042,4-003.01,34.2675306949799,-119.254295812697,0,79986,108467,1,36.9,0,77
ojai,653476,4-003.01,34.4487135659726,-119.247002568052,0,75653,7613,1,16.8,1,77
meiners_oaks,646702,4-003.01,34.4553540047938,-119.270177333654,0,90294,3697,0,15.6,1,77
mira_monte,648046,4-003.01,34.4312160470211,-119.287884110443,0,79861,6833,0,20.6,1,77
oak_view,653182,4-003.01,34.4030421184823,-119.298960959299,0,97917,6557,0,25.9,0,77
lompoc,642524,3-015,34.6617990360341,-120.471398442744,1,57071,42753,1,60.4,1,78
mission_hills,648186,3-015,34.6860878699121,-120.44043728601,0,85268,3509,0,31.5,1,78
vandenberg_afb,682072,3-015,34.7476926265114,-120.518994592189,0,67917,3646,0,16.2,0,78
vandenberg_village,682086,3-015,34.7110732603627,-120.46225038668,0,81045,7945,0,24.5,1,78
buellton,608758,3-015,34.6152955179111,-120.194430741046,0,105694,5276,1,23.4,1,79
solvang,672576,3-015,34.5935186414125,-120.14017744179,0,82838,5644,1,17.6,1,79
solvang,672576,3-015,34.5935186414125,-120.14017744179,0,82838,5644,1,17.6,1,80
ballard,603694,3-015,34.6394873860196,-120.109072250325,0,97321,764,0,14.8,1,80
los_olivos,644168,3-015,34.6640623302372,-120.1169822939,0,102589,838,0,16.2,1,80
santa_ynez,670182,3-015,34.61679383975,-120.09482669065,0,99349,4728,0,21.7,1,80
corona,616350,8-002.09,33.8616044672514,-117.564903086216,0,88434,168112,1,47.9,1,81
norco,651560,8-002.09,33.92521962308,-117.549885648085,0,106370,27021,1,33.6,1,81
coronita,616420,8-002.09,33.8759139058622,-117.610981640979,0,104007,3968,0,57.9,1,81
el_cerrito,621810,8-002.09,33.8396037463927,-117.522247447229,0,100708,5269,0,49.6,1,81
home_gardens,634302,8-002.09,33.8783563588789,-117.511561332044,0,67716,12027,0,72.9,1,81
redding,659920,5-006.04,40.5697665811848,-122.365038948495,1,56098,92025,1,10.9,1,82
anderson,602042,5-006.04,40.4496682013476,-122.295041637276,1,41069,10479,1,13.3,1,82
bella_vista,604926,5-006.04,40.6426945527263,-122.246059496915,0,74031,3320,0,3.6,1,82
palo_cedro,655296,5-006.04,40.5658333655975,-122.242532286529,0,96292,2893,0,3.4,1,82
redding,659920,5-006.03,40.5697665811848,-122.365038948495,1,56098,92025,1,10.9,1,83
anderson,602042,5-006.03,40.4496682013476,-122.295041637276,1,41069,10479,1,13.3,1,83
centerville,612415,5-006.03,40.5429984860076,-122.463852110481,0,102250,2170,0,9,1,83
cottonwood,616630,5-006.03,40.3902920730631,-122.315643880124,0,65335,5435,0,10.4,1,83
happy_valley,632036,5-006.03,40.4661329970778,-122.420713644283,1,57479,5652,0,11.3,0,83
igo,636252,5-006.03,40.4991718912263,-122.54575757308,1,NA,148,0,0,0,83
lake_california,639460,5-006.03,40.3607880485133,-122.210291953238,0,74091,3276,0,18.1,0,83
ukiah,681134,1-052,39.1462740956202,-123.210466791516,1,55177,15963,1,35.7,1,84
calpella,609990,1-052,39.232315241731,-123.196918337122,0,87143,620,0,44.7,1,84
redwood_valley,660214,1-052,39.2689380071442,-123.20234851523,1,48824,1812,0,32,1,84
talmage,677784,1-052,39.1313936424386,-123.164775580191,1,41815,1136,0,20.9,1,84
ripon,661026,5-022.02,37.7417028420999,-121.131009761479,0,89110,16049,1,26.9,0,85
ceres,612524,5-022.02,37.5952451502431,-120.961949132431,1,59247,48355,1,62.3,0,85
oakdale,652694,5-022.02,37.761758522971,-120.846854850331,0,67459,22932,1,33,1,85
riverbank,661068,5-022.02,37.7259773532885,-120.943365563708,0,70163,24623,1,58.3,1,85
waterford,683612,5-022.02,37.6428676068793,-120.755344159116,1,59938,8884,1,42.5,1,85
modesto,648354,5-022.02,37.6375227257709,-121.002785994233,1,62182,214485,1,40.7,1,85
airport,600535,5-022.02,37.6338883716442,-120.972018680239,1,28370,1276,0,76.6,1,85
bystrom,609353,5-022.02,37.6197857977852,-120.981421118612,1,34796,3763,0,76.4,0,85
del_rio,618695,5-022.02,37.7431492462959,-121.008487662477,0,113125,1241,0,20.9,1,85
east_oakdale,620907,5-022.02,37.785511192822,-120.800923906076,0,123523,2370,0,0.7,0,85
empire,622622,5-022.02,37.6430620706552,-120.907051747587,1,39727,3285,0,66.4,1,85
knights_ferry,638786,5-022.02,37.8200132882617,-120.670342132425,1,NA,62,0,0,0,85
orange_blossom,653987,5-022.02,37.8096216988181,-120.711524361486,0,68750,1155,0,22.4,0,85
riverdale_park,661106,5-022.02,37.6029078006667,-121.042470864608,1,NA,1393,0,85.4,0,85
rouse,663168,5-022.02,37.6195184685458,-121.00838342778,1,50132,1684,0,74.6,1,85
salida,664210,5-022.02,37.7083636395586,-121.084244481519,0,82563,15269,0,53.3,1,85
west_modesto,684578,5-022.02,37.6178086497288,-121.034567774453,1,43864,5557,0,70.8,1,85
chico,613014,5-021.57,39.7578146227219,-121.81620947049,1,57357,98683,1,19,1,86
butte_creek_canyon,609310,5-021.57,39.7489463671563,-121.696859777117,0,85461,677,0,0.6,0,86
butte_valley,609324,5-021.57,39.6570922454741,-121.636348170763,0,80984,907,0,0,0,86
durham,620270,5-021.57,39.6231782914756,-121.78748398947,0,98563,6255,0,7.7,1,86
nord,651574,5-021.57,39.7737937709599,-121.954919261089,0,72532,368,0,19,1,86
los_alamos,643252,3-014,34.7418081882782,-120.274608661704,0,72688,1275,0,28.3,1,87
vandenberg_afb,682072,3-014,34.7476926265114,-120.518994592189,0,67917,3646,0,16.2,0,87
dorris,619584,1-003,41.964391554001,-121.920564087437,1,33194,867,1,33.6,1,88
macdoel,644812,1-003,41.8261787771049,-122.005898627824,1,NA,26,0,0,1,88
mount_hebron,649768,1-003,41.7856335243445,-122.007993258346,1,NA,61,0,80.3,1,88
etna,622972,1-005,41.4582049782385,-122.894493930383,1,54712,755,1,4,1,89
fort_jones,625128,1-005,41.6084575601206,-122.841078664011,1,29866,578,1,13.3,1,89
greenview,631134,1-005,41.5470232396058,-122.918575081539,0,83693,139,0,0,1,89
yreka,686944,1-004,41.7292609215683,-122.631161862498,1,41276,7589,1,15.5,1,90
montague,648690,1-004,41.7275485729422,-122.530334559835,1,50742,1519,1,11.5,1,90
weed,683850,1-004,41.4127643269636,-122.38163621804,1,26750,2662,1,22.2,1,90
carrick,611481,1-004,41.4467517312312,-122.363470899182,1,NA,58,0,0,1,90
edgewood,621530,1-004,41.4621372505712,-122.426148379198,0,81250,39,0,30.8,1,90
gazelle,629252,1-004,41.5148810418285,-122.521660769376,1,39063,111,0,3.6,1,90
grenada,631246,1-004,41.6405898131467,-122.526026586715,1,43594,295,0,0,1,90
lake_shastina,639728,1-004,41.521321188738,-122.375582018461,0,64688,2790,0,9.7,1,90
oakland,653000,2-009.04,37.7695559864872,-122.224522319926,0,80143,422575,1,27,1,91
richmond,660620,2-009.04,37.9517728704384,-122.360278522972,0,72463,110051,1,44.1,1,91
san_pablo,668294,2-009.04,37.9628665908213,-122.342595225201,1,60819,30959,1,60.3,1,91
alameda,600562,2-009.04,37.7557807583702,-122.274288997181,0,106737,79827,1,12.8,1,91
albany,600674,2-009.04,37.8846485235306,-122.329061447265,0,103132,20145,1,13.1,1,91
berkeley,606000,2-009.04,37.8663969701315,-122.298923219055,0,91259,123065,1,10.9,1,91
emeryville,622594,2-009.04,37.8387490896738,-122.299399317819,0,104063,11679,1,10.6,1,91
san_leandro,668084,2-009.04,37.7047560985295,-122.163055618839,0,86604,90489,1,26.6,1,91
union_city,681204,2-009.04,37.603189287288,-122.018067158498,0,120772,75067,1,19.7,1,91
hayward,633000,2-009.04,37.6273707430002,-122.104175342559,0,91490,158817,1,39.5,1,91
piedmont,656938,2-009.04,37.8225495575117,-122.230037789277,0,250001,11454,1,3.7,1,91
el_cerrito,621796,2-009.04,37.9195804726141,-122.302533387226,0,108294,25280,1,11.6,1,91
ashland,602980,2-009.04,37.69420186736,-122.115950260353,0,66570,23566,0,45.2,1,91
cherryland,612902,2-009.04,37.6792209970791,-122.103789903291,0,73429,15976,0,54.6,1,91
east_richmond_heights,621061,2-009.04,37.9450895689307,-122.313923667005,0,105192,3473,0,20.4,0,91
el_sobrante,622454,2-009.04,37.9704673682976,-122.296147078468,0,100548,14779,0,29.9,1,91
kensington,638086,2-009.04,37.9082635707314,-122.280582013779,0,162375,5171,0,8.3,0,91
north_richmond,652162,2-009.04,37.9645896617223,-122.372821308417,0,70292,4258,0,65.1,1,91
rollingwood,662700,2-009.04,37.9653518387987,-122.330620726431,0,88125,3612,0,74.1,0,91
san_lorenzo,668112,2-009.04,37.6732739491379,-122.133418512452,0,91319,30117,0,41.7,1,91
williams,685586,5-021.52,39.1497745264897,-122.138965185661,0,72778,5284,1,83.4,1,92
colusa,614946,5-021.52,39.205793651222,-122.012432644725,1,54605,6111,1,53.4,1,92
orland,654274,5-021.52,39.7460797948791,-122.185482708179,1,47260,7843,1,60.9,1,92
willows,685684,5-021.52,39.5149094562979,-122.199490392258,1,48140,6053,1,29.9,1,92
arbuckle,602420,5-021.52,39.0142004245473,-122.061055852494,0,70661,3368,0,76.3,1,92
artois,602910,5-021.52,39.6331854694714,-122.189770640593,1,44000,236,0,0,1,92
college_city,614554,5-021.52,39.0060907746905,-122.005146194899,0,77750,205,0,80.5,1,92
grimes,631288,5-021.52,39.074159629206,-121.898789932723,1,33897,462,0,31.8,1,92
maxwell,646338,5-021.52,39.2770836336953,-122.194689441764,1,57292,1256,0,68.2,1,92
princeton,658758,5-021.52,39.4016038726464,-122.019372585091,1,43917,337,0,21.1,1,92
corona,616350,8-004.02,33.8616044672514,-117.564903086216,0,88434,168112,1,47.9,1,93
el_cerrito,621810,8-004.02,33.8396037463927,-117.522247447229,0,100708,5269,0,49.6,0,93
temescal_valley,678138,8-004.02,33.7580632082597,-117.467695037526,0,102179,28420,0,35.2,1,93
corning,616322,5-021.51,39.9282066243143,-122.182020281939,1,48038,7589,1,59.3,1,94
flournoy,624568,5-021.51,39.928342832847,-122.445804276255,1,58750,161,0,25.5,1,94
hamilton_city,631890,5-021.51,39.7426831474413,-122.010959187283,1,50552,2446,0,90.8,1,94
richfield,660592,5-021.51,39.973806446533,-122.173247211328,1,46250,341,0,49.6,1,94
adin,600310,5-004,41.1947763898463,-120.950202691871,1,39643,209,0,0.5,1,95
bieber,606336,5-004,41.1332583244315,-121.129484916866,1,41111,145,0,0,1,95
lookout,643126,5-004,41.2094204914572,-121.154376470007,1,NA,50,0,0,1,95
nubieber,652610,5-004,41.0966457492666,-121.181592534605,1,51875,31,0,0,1,95
davis,618100,5-021.67,38.5552809036799,-121.737062948326,0,75394,68640,1,13.1,1,96
west_sacramento,684816,5-021.67,38.5556745235672,-121.55045229794,0,73979,53574,1,32.6,1,96
winters,686034,5-021.67,38.5319847132664,-121.978153788143,0,92538,7285,1,47.7,0,96
woodland,686328,5-021.67,38.6711639745257,-121.750060351917,0,71477,59759,1,49.6,1,96
sacramento,664000,5-021.67,38.5676684919918,-121.468542972562,0,65847,503482,1,28.3,1,96
brooks,608506,5-021.67,38.7368857436186,-122.146819969754,1,NA,41,0,0,1,96
clarksburg,613784,5-021.67,38.4193406768175,-121.541630692488,1,NA,366,0,33.6,1,96
dunnigan,620228,5-021.67,38.8926480596032,-121.97419925253,1,41625,1391,0,40.6,1,96
el_macero,622104,5-021.67,38.5440239565978,-121.685181302746,0,168125,1086,0,15.6,0,96
esparto,622846,5-021.67,38.6934158689987,-122.024060010309,0,81181,4009,0,47.3,1,96
guinda,631540,5-021.67,38.8273794838101,-122.198372900904,1,NA,113,0,0,1,96
knights_landing,638800,5-021.67,38.7979768589436,-121.717460595931,1,37545,981,0,90.8,1,96
madison,645064,5-021.67,38.6749932723297,-121.970266682819,1,42985,502,0,99,1,96
monument_hills,649045,5-021.67,38.6641110214188,-121.875402457383,0,208929,1354,0,25,1,96
rumsey,663302,5-021.67,38.8902116878751,-122.24046386625,0,76905,107,0,0,1,96
tancred,677860,5-021.67,38.7618641630794,-122.154709253287,1,48906,19,0,0,0,96
university_of_california-davis,681302,5-021.67,38.5377088909975,-121.757912750551,1,21230,9031,0,19.5,0,96
yolo,686804,5-021.67,38.740468582995,-121.80933787126,1,NA,196,0,71.4,1,96
tulelake,680686,1-002.01,41.953299122923,-121.475234283835,1,32039,839,1,62.8,1,97
newell,651042,1-002.01,41.8898319503397,-121.367455202348,1,31438,481,0,72.3,1,97
biggs,606560,5-021.70,39.4101920713425,-121.713334051798,0,64107,2648,1,39.4,1,98
gridley,631260,5-021.70,39.3622339773172,-121.697093032181,1,50842,7154,1,38.3,1,98
chico,613014,5-021.70,39.7578146227219,-121.81620947049,1,57357,98683,1,19,1,98
oroville,654386,5-021.70,39.4999719811308,-121.563349204667,1,34371,19659,1,14.4,1,98
durham,620270,5-021.70,39.6231782914756,-121.78748398947,0,98563,6255,0,7.7,0,98
richvale,660662,5-021.70,39.4937438335957,-121.750782637971,1,NA,157,0,0,0,98
thermalito,678470,5-021.70,39.490821113682,-121.615042816111,1,37302,6495,0,12.9,0,98
oroville,654386,5-021.69,39.4999719811308,-121.563349204667,1,34371,19659,1,14.4,1,99
honcut,634428,5-021.69,39.3325966228335,-121.538770917609,1,NA,172,0,44.8,0,99
oroville_east,654388,5-021.69,39.4946757925768,-121.486623567391,0,73706,8093,0,9.5,0,99
palermo,655086,5-021.69,39.4312739708558,-121.522555477783,1,41464,5204,0,25.8,1,99
south_oroville,673178,5-021.69,39.4766821583805,-121.543949424524,1,50655,2606,0,24.6,0,99
thermalito,678470,5-021.69,39.490821113682,-121.615042816111,1,37302,6495,0,12.9,0,99
west_sacramento,684816,5-021.64,38.5556745235672,-121.55045229794,0,73979,53574,1,32.6,0,100
folsom,624638,5-021.64,38.666757495129,-121.142170612898,0,118006,79584,1,15.7,1,100
rancho_cordova,659444,5-021.64,38.5736751189608,-121.25274868924,0,69963,74394,1,20.7,1,100
citrus_heights,613588,5-021.64,38.6948166899436,-121.287964527178,0,65867,87665,1,19.9,1,100
sacramento,664000,5-021.64,38.5676684919918,-121.468542972562,0,65847,503482,1,28.3,1,100
lincoln,641474,5-021.64,38.8773921917829,-121.293741290964,0,88991,48150,1,18.4,1,100
wheatland,685012,5-021.64,39.0287513224947,-121.390020966006,0,67056,3631,1,17.5,1,100
rocklin,662364,5-021.64,38.8075428273434,-121.24886803292,0,100664,67070,1,13.6,1,100
roseville,662938,5-021.64,38.7702938218484,-121.3196560245,0,95519,138860,1,15.6,1,100
antelope,602210,5-021.64,38.7153333320008,-121.360974860293,0,82095,48468,0,15.9,1,100
arden-arcade,602553,5-021.64,38.6017272713516,-121.384503268037,1,52694,93719,0,20.7,0,100
carmichael,611390,5-021.64,38.6318385158866,-121.326301368329,0,68227,75642,0,14.5,1,100
east_nicolaus,620900,5-021.64,38.910050423348,-121.544333635332,0,68250,172,0,7.6,0,100
elverta,622524,5-021.64,38.7184670922494,-121.445489048891,0,77746,5235,0,17.3,0,100
fair_oaks,623294,5-021.64,38.6504174151697,-121.24967298232,0,89217,30882,0,13.6,0,100
foothill_farms,624722,5-021.64,38.6867378509977,-121.347490172013,1,55474,35711,0,23.9,0,100
gold_river,630345,5-021.64,38.626779458731,-121.248749632853,0,131164,7930,0,6,0,100
granite_bay,630693,5-021.64,38.7600645638986,-121.171439728877,0,170504,22818,0,9.7,0,100
la_riviera,640410,5-021.64,38.5682514986556,-121.354446833039,0,70855,11570,0,20.4,0,100
mcclellan_park,644760,5-021.64,38.6629027091351,-121.401668634588,1,29474,843,0,19.5,0,100
nicolaus,651336,5-021.64,38.8981300465287,-121.57289357771,0,86375,124,0,28.2,1,100
north_highlands,651924,5-021.64,38.671328601715,-121.372147685166,1,50816,48660,0,28.3,1,100
orangevale,654092,5-021.64,38.6880997563345,-121.220881779071,0,78071,35030,0,13.5,0,100
plumas_lake,657829,5-021.64,38.9844588460191,-121.563428198971,0,103832,7687,0,27.3,0,100
rio_linda,660942,5-021.64,38.6875064690312,-121.441694775668,0,72361,16115,0,20.3,1,100
rio_oso,660970,5-021.64,38.9518272497718,-121.530984031349,0,130417,414,0,1.9,0,100
sheridan,671414,5-021.64,38.9694868021697,-121.355199334578,1,48698,1120,0,14.2,1,100
trowbridge,680560,5-021.64,38.9263912587723,-121.514859116655,0,116250,196,0,3.1,0,100
sonoma,672646,2-002.02,38.2903366547537,-122.45984463751,0,85509,11082,1,17.7,1,101
boyes_hot_springs,607848,2-002.02,38.3126378564726,-122.488751787895,1,62261,8006,0,52.3,1,101
eldridge,621894,2-002.02,38.3338923063499,-122.506532558595,0,144241,960,0,12.4,0,101
el_verano,622510,2-002.02,38.2974697207734,-122.491557616116,0,101813,3256,0,24.7,1,101
fetters_hot_springs-agua_caliente,623973,2-002.02,38.3275093129558,-122.487150819651,0,82260,3554,0,40.3,0,101
glen_ellen,630028,2-002.02,38.3563605895931,-122.541299057549,0,250001,1214,0,2.1,1,101
kenwood,638156,2-002.02,38.4154131896214,-122.538767249586,0,90594,540,0,2,1,101
temelec,678126,2-002.02,38.2577600600962,-122.498210987306,1,56691,1915,0,0,1,101
bishop,606798,6-012.01,37.3665394586211,-118.395848935354,0,64949,3747,1,17.6,1,103
benton,605346,6-012.01,37.8189295424014,-118.4844863487,1,42708,244,0,9,1,103
big_pine,606616,6-012.01,37.1655236741384,-118.29515234933,1,54107,1373,0,9.3,1,103
cartago,611600,6-012.01,36.3122959476961,-118.026136745701,0,65556,49,0,79.6,1,103
chalfant,612594,6-012.01,37.5105093348138,-118.375082679607,1,59491,1010,0,13.9,1,103
dixon_lane-meadowcreek,619406,6-012.01,37.3863933907675,-118.415285248812,1,56339,2755,0,38.4,0,103
independence,636350,6-012.01,36.8274474631474,-118.2132472974,1,58125,761,0,17.6,1,103
keeler,637918,6-012.01,36.4867241006661,-117.873344788579,1,NA,6,0,0,1,103
lone_pine,642580,6-012.01,36.577354655463,-118.077720762811,1,34601,1484,0,46.3,1,103
mesa,647013,6-012.01,37.418959316875,-118.542407845983,0,95278,434,0,8.1,0,103
olancha,653490,6-012.01,36.270366801753,-118.001515221753,1,59808,181,0,0,1,103
paradise,655528,6-012.01,37.4828592899244,-118.602226222532,1,NA,168,0,39.3,0,103
round_valley,663148,6-012.01,37.4069654320908,-118.58174838633,1,55000,493,0,25.8,0,103
swall_meadows,677430,6-012.01,37.5060642022557,-118.642671202026,0,151818,390,0,32.6,0,103
west_bishop,684120,6-012.01,37.3570560968995,-118.454279247881,0,100000,2553,0,10.1,1,103
wilkerson,685551,6-012.01,37.2794362783515,-118.387710455662,0,78942,495,0,23.2,0,103
yucaipa,687042,8-002.07,34.0335749671403,-117.042932276431,0,73196,54358,1,34.9,1,104
redlands,659962,8-002.07,34.051197596938,-117.171197343802,0,81265,71680,1,35.5,1,104
