file,subject,predicate,object
0082,GSP,require,GSA
0082,GSP,require,GSP
0082,GSA,inform,GSP
0082,SGMA,identify,California
0082,the_City_of_Redding,take,GSA
0082,the_City_of_Redding,take,the_Redding_Rancheria
0082,GSA,reach,California
0082,GSA,reach,Nor_Rel_Muk
0082,GSA,reach,Pit_River_Tribe
0082,GSA,reach,Redding_Rancheria
0082,GSA,reach,Winnemum_Wintu_Tribe
0082,EAGSA,coordinate,Clear_Creek
0082,EAGSA,coordinate,EAGSA
0082,EAGSA,coordinate,Riverland
0082,EAGSA,coordinate,Sacramento_River
0082,EAGSA,coordinate,Shasta_County
0082,EAGSA,coordinate,the_Tehama_County
0082,EAGSA,coordinate,Tucker_Oaks
0082,EAGSA,coordinate,West_Valley
0082,EAGSA,coordinate,White_Oak_Mutual_Water_Company
0082,EAGSA,coordinate,Zufall
0082,Verde_Vale_Water_Company,coordinate,Clear_Creek
0082,Verde_Vale_Water_Company,coordinate,EAGSA
0082,Verde_Vale_Water_Company,coordinate,Riverland
0082,Verde_Vale_Water_Company,coordinate,Sacramento_River
0082,Verde_Vale_Water_Company,coordinate,Shasta_County
0082,Verde_Vale_Water_Company,coordinate,the_Tehama_County
0082,Verde_Vale_Water_Company,coordinate,Tucker_Oaks
0082,Verde_Vale_Water_Company,coordinate,West_Valley
0082,Verde_Vale_Water_Company,coordinate,White_Oak_Mutual_Water_Company
0082,Verde_Vale_Water_Company,coordinate,Zufall
0082,EAGSA,identify,GSP
0082,EAGSA,collect,the_Management_Committee
0082,GSP,coordinate,Public_Works
0082,GSP,coordinate,Shasta_County
0082,the_EAGSA_Board_of_Directors,describe,the_Enterprise_Anderson_Groundwater_Sustainability_Agency
0082,EAGSA,draft,the_Management_Committee
0082,GSP,be,GSA
0082,GSA,submit,DWR
0082,PRISM,use,Climate_Group
0082,IPCC,process,Boyce
0082,BVWD,hold,Reclamation
0082,COR,divert,Reclamation
0082,ACID,divert,Reclamation
0082,ACID,be,COR
0083,COR,divert,Reclamation
0083,ACID,divert,Reclamation
0083,ACID,be,COR
0083,CCCSD,divert,Reclamation
0083,CASGEM,transition,SGMA
0083,GSP,require,GSA
0083,GSP,require,GSP
0083,GSA,inform,GSP
0083,SGMA,require,GSAs
0083,SGMA,identify,California
0083,the_City_of_Redding,take,GSA
0083,the_City_of_Redding,take,the_Redding_Rancheria
0083,GSA,reach,California
0083,GSA,reach,Nor_Rel_Muk
0083,GSA,reach,Pit_River_Tribe
0083,GSA,reach,Redding_Rancheria
0083,GSA,reach,Winnemum_Wintu_Tribe
0083,EAGSA,coordinate,Clear_Creek
0083,EAGSA,coordinate,EAGSA
0083,EAGSA,coordinate,Riverland
0083,EAGSA,coordinate,Sacramento_River
0083,EAGSA,coordinate,Shasta_County
0083,EAGSA,coordinate,the_Tehama_County
0083,EAGSA,coordinate,Tucker_Oaks
0083,EAGSA,coordinate,West_Valley
0083,EAGSA,coordinate,White_Oak_Mutual_Water_Company
0083,EAGSA,coordinate,Zufall
0083,Verde_Vale_Water_Company,coordinate,Clear_Creek
0083,Verde_Vale_Water_Company,coordinate,EAGSA
0083,Verde_Vale_Water_Company,coordinate,Riverland
0083,Verde_Vale_Water_Company,coordinate,Sacramento_River
0083,Verde_Vale_Water_Company,coordinate,Shasta_County
0083,Verde_Vale_Water_Company,coordinate,the_Tehama_County
0083,Verde_Vale_Water_Company,coordinate,Tucker_Oaks
0083,Verde_Vale_Water_Company,coordinate,West_Valley
0083,Verde_Vale_Water_Company,coordinate,White_Oak_Mutual_Water_Company
0083,Verde_Vale_Water_Company,coordinate,Zufall
0083,EAGSA,identify,GSP
0083,EAGSA,collect,the_Management_Committee
0083,GSP,coordinate,Public_Works
0083,GSP,coordinate,Shasta_County
0083,Councils,discuss,EAGSA
0083,County,coordinate,Cottonwood_Water
0083,County,coordinate,Directors
0083,County,coordinate,the_Shasta_County
0083,Jacobs,reach,Community_Services
0083,Kearns,reach,Community_Services
0083,Kearns_West,reach,Community_Services
0083,Centerville,be,GSP
0083,Centerville,be,Kearns
0083,Kearns,send,the_Tehama_County
0083,Kearns,send,West
0083,EAGSA,contract,Jacobs_Engineering
0083,EAGSA,contract,Redding
0083,EAGSA,comprise,Anderson
0083,EAGSA,comprise,Anderson_Cottonwood
0083,EAGSA,comprise,Bella_Vista_Water_District
0083,EAGSA,comprise,City
0083,EAGSA,comprise,Clear_Creek_Community_Services_District
0083,EAGSA,comprise,Redding
0083,EAGSA,comprise,Shasta_County
0083,EAGSA,be,Anderson
0083,EAGSA,be,Enterprise
0083,GSP,be,GSA
0083,the_EAGSA_Board_of_Directors,compose,Board
0083,EAGSA,solicit,GSP
0083,EAGSA,draft,the_Management_Committee
0083,GSA,submit,DWR
0083,PRISM,use,GCM
0083,PRISM,process,Evapotranspirationa_Climate_Group
0083,the_GCM,process,Evapotranspirationa_Climate_Group
0084,Valley_Tribe,receive,The_Redwood
0084,Valley_Tribe,receive,the_Redwood_Valley_County_Water_District
0084,Mendocino_College,replace,College
0084,Ukiah,replace,College
0084,Ukiah,be,High_School
0084,Ukiah,be,Ukiah_Water
0084,MAR,develop,GSA
0084,GSA,coordinate,MCRCD
0084,GSA,coordinate,NRCS
0084,GSA,coordinate,Sonoma_Water
0084,GSA,include,the_Potter_Valley_Project
0084,GSA,provide,GSA
0084,GSA,submit,DWR
0084,GSA,deem,DWR
0084,GSA,need,GSP
0084,UVBGSA,execute,GSP
0084,UVBGSA,communicate,County_of_Mendocino
0084,UVBGSA,communicate,GSP
0084,UVBGSA,communicate,Mendocino
0084,UVBGSA,communicate,UVBGSA
0084,Dominic_Gutierrez,be,GSP
0084,the_Division_of_Integrated_Regional_Water_Management,be,GSP
0084,the_DWR_North_Central_Region_Office,be,GSP
0085,Project,provide,GSP
0085,Project,depend,Project
0085,OID,find,OID
0085,OID,be,OID
0085,OID,continue,District
0085,NDE,be,Modesto
0085,Project,involve,MID
0085,GSAs,plan,Project
0085,NDE,plan,Project
0085,Project,provide,GSP
0085,NDE,be,Oakdale_Irrigation_District
0085,NDE,design,OID
0085,NDE,be,Modesto
0085,Project,be,OID
0085,the_City_of_Modesto,facilitate,City_council
0085,Project,report,GSP
0085,Legal_Authority_SGMA,provide,GSAs
0085,GSAs,have,Modesto_Subbasin_GSP
0085,The_City_of_Modesto,include,Modesto
0085,The_City_of_Modesto,include,Turlock
0085,The_City_of,include,Modesto
0085,The_City_of,include,Turlock
0085,GSAs,fund,GSAs
0085,GSAs,take,GSP
0085,GSAs,incorporate,GSP
0085,GSAs,coordinate,GSAs
0085,Stanislaus,notify,the_Department_of_Water_Resources
0085,the_STRGBA_GSA,submit,DWR
0085,the_STRGBA_GSA,coordinate,Tuolumne_County
0085,Modesto_Irrigation_District,execute,STRBGA
0085,Oakdale,execute,STRBGA
0085,Oakdale_Irrigation_District,execute,STRBGA
0085,Riverbank,execute,STRBGA
0085,the_STRGBA_GSA,submit,DWR
0085,the_STRGBA_GSA,coordinate,the_Tuolumne_County_GSA
0085,the_STRGBA_GSA,coordinate,the_Waterford_City_Council
0085,the_City_Council,adopt,Waterford
0085,The_Stanislaus_and_Tuolumne_Rivers_Groundwater_Basin_Association,be,the_Modesto_Subbasin
0086,The_City_of_Chico,discharge,the_California_Water_Resources_Control_Board
0086,The_Vina_GSA,encourage,Butte_County
0086,GSAs,work,Butte_County
0087,the_California_Department_of,prepare,Water_Resources
0087,SABGSA,evaluate,DWR
0087,SABGSA,work,USGS
0087,SABGSA,consider,Barka_Slough
0087,SABGSA,plan,Barka_Slough
0087,The_Groundwater_Pumping_Fee_Program,develop,the_GEC_Marketing_and_Trading_Program
0087,SABGSA,ensure,the_Groundwater_Pumping_Fee_Program
0087,SGMA,include,California
0087,SABGSA,use,SABGSA
0087,SABGSA,consider,the_Groundwater_BPA_Program
0087,Santa_Barbara_County,identify,Santa_Barbara_County
0087,SABGSA,initiate,GSP
0087,SABGSA,incorporate,the_Groundwater_BPA_Program
0087,SABGSA,develop,the_Groundwater_BPA_Program
0087,The_Groundwater_BPA_Program,promote,SABGSA
0087,The,provide,GEC_Marketing_and_Trading
0087,The_GEC_Marketing_and_Trading_Program,promote,SABGSA
0087,SABGSA,develop,GEC_Marketing_and_Trading_Program
0087,SABGSA,develop,SABGSA
0087,SABGSA,intend,the_GEC_Marketing_and_Trading_Program
0088,Dorris,upgrade,City_of_Demand
0088,BVWA,have,Siskiyou_County
0088,County,send,the_United_States_Army_Corps_of_Engineers
0088,USFS,manage,USFS
0088,GSA,work,CDFW
0088,GSA,create,GSP
0088,GSA,work,the_County_of_Siskiyou
0088,GSA,have,SGMA
0088,the_Butte_Valley_Irrigation_District,construct,Bell
0088,the_Butte_Valley_Irrigation_District,construct,Harrington
0088,GSA,provide,GSA
0088,GSA,deem,DWR
0089,GSA,work,the_County_of_Siskiyou
0089,GSA,create,GSP
0089,GSA,thorize,ILR
0089,GSA,thorize,MAR
0090,The_US_Forest_Service,manage,US_Forest_Service
0090,GSA,work,the_County_of_Siskiyou
0090,GSA,create,GSP
0090,GSA,provide,GSA
0090,GSA,deem,DWR
0090,GSA,initiate,Native_American_Indian
0092,GCID,propose,GCID
0092,GCID,develop,the_Bureau_of_Reclamation
0092,GCID,work,Reclamation
0092,OUWUA,propose,OUWUA
0092,The_California_Water_Service_Willows_District,implement,Willows
0092,California_Water_Service,propose,Willows
0092,GCID,propose,GCID
0092,CGA,implement,Colusa
0092,CGA,implement,Glenn
0092,GGA,implement,Colusa
0092,GGA,implement,Glenn
0092,The_Sites_Project,utilize,Hamilton_City
0092,The_Sites_Project,utilize,Maxwell
0092,The_Sites_Project,utilize,Red_Bluff
0092,OUWUA,propose,OUWUA
0092,Orland_Unit_Water_Users_Association,divert,OUWUA
0092,Orland_Unit_Water_Users_Association,convey,OUWUA
0092,OAWD,propose,OAWD
0092,OAWD,complete,MAR
0092,OUWUA,be,Orland_Unit_Water_Users_Association
0092,GCID,explore,TCCA
0092,GCID,propose,TCCA
0092,CGA,accord,GSP
0092,GGA,accord,GSP
0093,BCGSA,continue,BCGSA
0093,the_BCGSA_Board_of_Directors,keep,BCGSA
0093,the_BCGSA_Board_of_Directors,keep,Board
0093,BCGSA,provide,DWR
0093,BCGSA,evaluate,GSP
0093,BCGSA,require,DWR
0093,LSCE,prepare,the_California_Water_Foundation
0093,GSA,file,DWR
0093,CORONA,enter,the_CITY_OF_CORONA
0093,CORONA,enter,the_TEMESCAL_VALLEY_WATER_DISTRICT
0093,JPA,mean,the_Bedford_Coldwater_Groundwater_Sustainability_Authority
0093,Board_of_Directors,mean,Authority
0093,Board_of_Directors,mean,the_Board_of_Directors
0093,Corona,enter,the_Corona_Utility_Authority
0093,Corona,enter,CUA
0093,the_Authority_Board,designate,Authority
0093,SWRCB,mean,the_California_State_Water_Resources_Control_Board
0093,SGMA,grant,GSAs
0093,Authority,utilize,Authority
0093,Authority,be,Authority
0093,Authority,hold,Authority
0093,a_Special_Project_Committee,deem,Authority
0093,a_Special_Project_Committee,take,Authority
0093,the_Authority,incur,Board
0093,Board,provide,Authority
0093,Board,serve,Board
0093,Authority,meet,GSA
0093,Authority,meet,SGMA
0093,Authority,determine,Board
0093,Authority,obtain,Board
0093,Corona,deem,Lake
0093,Temescal_Valley_Water_District,deem,Lake
0093,JPA,form,Elsinore_Valley_Municipal_Water_District
0093,JPA,form,Temescal_Valley_Water_District
0093,JPA,form,the_City_of_Corona
0093,SENTINEL_WEEKLY_NEWS,adopt,Sentinel
0093,the_Superior_Court_of_the_County_of_River_sources,adopt,Sentinel
0094,DWR,state,Towill_Inc
0094,GSAs,assist,Glenn_County
0094,GSAs,assist,Tehama_County
0094,Rural_Community_Assistance_Corporation,help,GSAs
0094,Self_Help_Enterprises,help,GSAs
0094,GSAs,consider,an_On_Farm_Working_Group
0094,Chico_State,conduct,California
0094,UC_Davis,conduct,California
0094,UCCE,conduct,California
0094,GSA,plan,Glenn
0094,GSA,plan,Tehama
0094,Corning_WD,estimate,Davids_Engineering
0094,GSAs,collaborate,USBR
0094,GSAs,implement,SGMA
0094,City_of_Corning,focus,Tehama_County
0094,GSAs,coordinate,OUWUA
0094,Northside_Phase_II,be,AWMP
0094,GSAs,collaborate,USBR
0094,Districts,need,Districts
0094,the_City_of_Orland_Fire_Department,offer,Corning
0094,GSA,develop,Glenn
0094,GSA,develop,Tehama_County
0094,Glenn_County,secure,CEQA
0094,The_Paskenta_Band_of_Nomlaki_Indians,have,the_Paskenta_Band_of_Nomlaki_Indians_Reservation
0095,GAMA,provide,Department_of_Pesticide_Regulation
0095,GAMA,provide,Division_of_Drinking_Water
0095,GSAs,instal,DDW
0095,CDFW,have,ACWA
0095,Modoc_County,include,Adin
0095,Modoc_County,include,Lookout
0095,Lassen_County,contain,Bieber
0095,Lassen_County,contain,Nubieber
0095,IRWMP,manage,RWMG
0095,the_North_Cal_Neva_Resource_Conservation_and_Development_Council,manage,RWMG
0096,Clarksburg,engage,YSGA
0096,Yolo,engage,YSGA
0096,YSGA,incorporate,YCEH
0096,EC,decrease,GEI_Consultants_Inc
0096,Yolo_Subbasin_Groundwater_Agency,be,Johnson
0096,DWR,provide,California
0096,The_Solano_GSA,take,YSGA
0096,RMC_Water_and_Environment,develop,YDWN
0096,YSGA,like,County
0096,Yolo_Subbasin_Groundwater_Agency,develop,YSGA
0096,TAC,work,YSGA
0096,YSGA,be,IGSM
0096,YSGA,be,IGSM
0096,MA,be,Yolo
0096,YSGA,establish,SGMA
0096,Coalition,monitor,ILRP
0096,YSGA,coordinate,Coalition
0096,YSGA,coordinate,the_Management
0096,YSGA,coordinate,the_Nitrate_Control_Program
0096,Coalition,monitor,ILRP
0096,YSGA,elect,DDW
0096,YSGA,elect,ILRP
0096,DWR,include,GEI_Consultants_Inc
0096,USGS,perform,California
0096,YSGA,analyze,GEI_Consultants_Inc
0096,YSGA,provide,the_Cacheville_Community_Services_District
0096,YSGA,instal,the_Cacheville_Community_Services_District
0096,Yolo_Subbasin_Groundwater_Agency,provide,DWR
0096,Well_Impact_Mitigation_Program,provide,The_Domestic
0096,Winters,purchase,Development_of_Surface_Water_P_35
0096,Winters,purchase,Solano_Project
0096,Winters,purchase,Winters
0096,YCFCWCD,propose,Cottonwood
0096,Willow_Slough,flood,Madison
0096,Woodland,have,City
0096,Yolo,have,City
0096,Yolo_County,propose,Coordinate
0096,Yolo_County,propose,Sacramento
0096,MABIA,adjust,YSGA
0096,Capay,have,Mullen_and_Nady
0096,Rumsey,have,Mullen_and_Nady
0096,GSP,include,YSGA
0097,GSAs,plan,Core_Team
0097,GSAs,coordinate,DWR
0097,Modoc_County,participate,TID
0097,Siskiyou_County,participate,TID
0097,the_City,participate,TID
0097,Tulelake,participate,TID
0097,SGMA,require,a_Groundwater_Sustainability_Agency
0097,TID,submit,GSA
0097,District,enter,District
0097,Reclamation,make,the_Klamath_Project
0097,GSAs,evaluate,GSP
0097,the_Newell_County_Water_District,obtain,Drinking_Water_Watch
0097,GSAs,elect,an_Ad_Hoc_Committee
0097,GSAs,review,DWR
0098,WCWD,work,Butte
0098,WCWD,work,DWR
0098,WCWD,work,Glenn_County
0098,GSAs,continue,GSP
0098,GSAs,fund,GSA
0099,BCDWRC,conduct,SFWPA
0099,SFWPA,expand,Palermo
0099,Butte_County,identify,Butte_County
0099,BBGM,cover,Butte
0099,Wyandotte_Creek_GSA,work,Butte_County
0099,Wyandotte_Creek_GSA,coordinate,Butte_County
0099,Wyandotte_Creek_GSA,coordinate,the_City_of_Oroville
0099,SGMA,require,GSA
0099,GSA,require,DWR
0099,The_Wyandotte_Creek_Subbasin,require,DWR
0100,GSP,develop,Coordination_Committee
0100,GSP,serve,the_Coordination_Committee
0100,The_Coordination_Committee,have,GSP
0100,SGMA,coordinate,GSP
0100,The_Coordination_Committee,reaffirm,GSP
0100,The_Coordination_Committee,reaffirm,the_Coordination
0100,The_Coordination_Committee,reaffirm,the_Fiscal_and_Contracting_Entity
0100,the_Coordination_Committee,reassign,GSA
0100,the_Coordination_Committee,reassign,NASb
0100,the_Coordination_Committee,retain,the_Fiscal_and_Contracting_Entity
0100,The_Coordination_Committee,pursue,California
0100,The_Coordination_Committee,pursue,State
0100,The_Fiscal_and_Contracting_Entity,maintain,the_Coordinating_Committee
0100,the_Fiscal_and_Contracting_Entity,be,the_Coordination_Committee
0100,SMC,establish,NASb
0100,Natomas_Levee_Improvement_Program,prepare,Sacramento_Area_Flood_Control_Agency
0101,SGMA,describe,DWR
0101,GSA,partner,DWR
0101,GSA,partner,Technical_Support_Services
0101,GSA,identify,the_Seawater_Intrusion_Monitoring_Network
0101,GSA,work,the_Seawater_Intrusion_Monitoring_Network
0101,GSA,evaluate,the_Surface_Water_Monitoring_Network
0101,GSA,consider,State
0101,GSA,perform,SVCSD
0101,GSA,participate,County
0101,Work_Group,present,ACs
0103,BCM,be,BCM
0103,LADWP,be,BCM
0103,City_of,own,Los
0103,Lake_Management_Area,have,the_Owens
0103,OVGA,have,SGMA
0103,the_Owens_Valley_Management,present,Owens_Valley_Management_Area
0103,SGMA,grant,GSAs
0103,Inyo_County,receive,LADWP
0103,OVGA,anticipate,Fish_Slough
0103,LADWP,propose,OLGDP
0103,OVGA,insist,the_Owens_Lake_Groundwater_Working_Group
0103,OVGA,attempt,Tri_Valley_Groundwater_Management_District
0103,OVGA,establish,OVGAus
0103,SGMA,grant,GSAs
0103,Inyo,provide,OVGA
0103,Mono_County,provide,OVGA
0103,SGMA,grant,GSAs
0103,SGMA,grant,GSAs
0103,OVGA,support,IRWMP
0104,YVWD,begin,WY
0104,The_Calimesa_Management_Area,include,Calimesa
0104,The_Calimesa_Management_Area,include,Live_Oak
0104,The_Calimesa_Management_Area,include,Singleton
0104,YVWD,extract,the_Calimesa_Management_Area
0104,the_Calimesa_Management_Area,be,Beaumont
0105,Silicon_Valley_Bank_s,identify,US
0105,City_of_Hollister,assume,Hollister
0105,Legal_Authority_PPWD,collaborate,CWC
0105,SBCWD,collaborate,CWC
0105,Valley_Water,collaborate,CWC
0105,Valley_Water,enter,CWC
0105,PPWD,be,a_California_Water_District
0105,Valley_Water,provide,CWC
0105,Valley_Water,evaluate,Santa_Clara_County
0105,SBCWD,use,DWR
0105,SBCWD,use,State_Water_Project
0105,The_Hollister_Urban_Area,define,San_Benito_County
0105,The_Hollister_Urban_Area,define,the_City_of_Hollister
0105,City_of_Hollister,convey,the_City_of_Hollister
0105,City_of_San_Juan_Bautista,convey,the_City_of_Hollister
0105,SBCWD,convey,the_City_of_Hollister
0105,HUA,include,Groundwater_Bank
0105,HUA,include,North_County
0105,HUA,include,Ridgemark
0105,WWTP,be,Stantec
0105,the_City_of_San_Juan_Bautista,work,City_of_Hollister
0105,the_City_of_San_Juan_Bautista,work,SBCWD
0105,SBCWD,provide,San_Juan_Bautista
0105,City_of_San_Juan_Bautista,resolve,City_of_San_Juan_Bautista
0105,San_Juan_Bautista,develop,WSP
0105,SBCWD,develop,WSP
0105,the_City_of_San_Juan_Bautista,develop,City_of_Hollister
0105,SBCWD,build,San_Juan_Bautista
0105,The_City_of_San_Juan_Bautista,seek,the_City_of_Hollister
0105,SBCWD,lead,SSCWD
0105,SBCWD,lead,the_City_of_Hollister
0105,SBCWD,evaluate,City
0105,SBCWD,evaluate,Hollister
0105,Project_Benefits_Project,relate,City_of_Hollister
0105,Project_Benefits_Project,relate,SSCWD
0105,the_North_County_Project,relate,City_of_Hollister
0105,the_North_County_Project,relate,SSCWD
0105,Valley_Water,have,Santa_Clara_County
0105,HUA,achieve,UWMP
0105,SBCWD,implement,an_Enhanced_Watershed_Management_Program
0105,SBCWD,implement,AWMP
0105,Valley_Water_GSA,utilize,Santa_Clara_County
0105,HUA,provide,WRA
0105,SBCWD,have,San_Benito_County
0105,SGMA,require,GSAs
0105,Valley_Water_GSA,utilize,Santa_Clara_County
0105,Valley_Water,prepare,Santa_Clara
0105,Santa_Clara_County,address,the_SBCWD_GSA
0105,Santa_Clara_County,address,Valley_Water_GSA
0105,the_San_Benito_County_Water_District,direct,the_California_Public_Utilities_Commission
0105,the_San_Benito_County_Water_District,direct,the_Water_Division
0105,SBCWD_GSA,furnish,Board_of_Supervisors
0105,SBCWD,secure,DWR
0105,SBCWD,secure,SCVWD
0105,the_North_County_Project,consider,Managed_Aquifer_Recharge
0106,the_City,represent,of_Galt
0106,GSAs,pursue,Working_Group
0106,the_Citizen_Advisory_Committee,help,CGA
0106,CGA,submit,DWR
0106,CGA,guide,GSAs
0106,the_OHWD_GSA,lead,SAFCA
0106,CGA,expand,FSC
0106,OHWD,work,Sacramento_Municipal_Utility_District
0106,FSC,need,the_Regional_Water_Authority
0106,FSC,need,the_Sacramento_Water_Forum
0106,SAFCA,work,CGA
0106,Agency,submit,Department
0106,CGA,meet,Department_of_Conservation
0106,CGA,meet,Sacramento_Flood_Control_Agency
0106,CGA,meet,SAFCA
0106,GSAs,determine,CGA
0106,Mintier_Harnish,prepare,Applied_Development_Economics
0106,Mintier_Harnish,prepare,Environmental_Science_Associates
0106,Mintier_Harnish,prepare,Omin_Means
0106,Agency,provide,Department
0106,Agency,include,Agency
0106,Agency,submit,Department
0106,Agency,submit,Plan
0110,NCCAG,be,State
0110,ETSGSA,result,WTSGSA
0110,WTSGSA,result,WTSGSA
0110,ETSGSA,be,WTSGSA
0110,ETSGSA,expect,ETSGSA
0110,ETSGSA,expect,WTSGSA
0110,TID,utilize,CalSim_II
0110,Ceres,vary,Hughson
0110,Modesto,vary,Hughson
0110,Turlock,vary,Hughson
0110,ETSGSA,include,ETSGSA
0110,ETSGSA,include,WTSGSA
0110,WTSGSA,include,ETSGSA
0110,WTSGSA,include,WTSGSA
0110,La_Grange,develop,TID
0110,TID,consider,the_City_of_Turlock
0110,Project,have,GSP
0110,Project,report,GSP
0110,GSA,update,GSP
0110,GSA,decide,Unsustainable_Pumping
0110,the_Groundwater_Extraction_Reporting_Program,vary,WTSGSA
0110,WTSGSA,circulate,Turlock_Subbasin
0110,Stanislaus_County,note,WTSGSA
0110,the_Valley_Water_Collaborative,initiate,the_Nitrate_Control_Program
0110,The_Regional_Surface_Water_Supply_Project,provide,Ceres
0110,The_Regional_Surface_Water_Supply_Project,provide,Turlock
0110,WTSGSA,incorporate,WTSGSA
0110,City_of_Modesto,include,Modesto
0110,City_of_Modesto,include,Turlock
0110,ETSGSA,add,ETSGSA
0110,ETSGSA_Agricultural_Recharge_Project,bring,GSA
0110,City_of_Modesto,include,Modesto
0110,City_of_Modesto,include,Turlock
0110,Modesto,include,Modesto
0110,Modesto,include,Turlock
0110,GSAs,use,GSA
0110,WTSGSA,use,GSA
0110,WTSGSA,use,GSA
0110,WTSGSA,plan,Denair
0110,WTSGSA,plan,Hickman
0110,WTSGSA,plan,Hughson
0110,WTSGSA,plan,WTSGSA
0110,GSA,provide,DWR
0110,GSA,provide,GSA
0110,Merced,be,WTSGSA
0110,Agricultural_Water_Management_Planning,coordinate,GSP
0110,School_Districts,be,TGBA
0110,Latino_Communities,identify,Cadre
0110,Latino_Communities,identify,Farm_Bureaus
0110,Farm_Bureau,promote,Latino_Community_Roundtable
0110,Latino_Emergency_Council,promote,Latino_Community_Roundtable
0110,GSA,pick,GSA
0110,Committee,identify,Communications
0110,Committee,identify,GSA
0110,GSA,identify,Communications
0110,GSA,identify,GSA
0110,the_Interested_Parties_List,have,the_West_Turlock_Subbasin_GSA
0110,Roduner,consider,DeVaurs
0110,Roduner,consider,Glendale
0110,Roduner,consider,Haun
0110,Roduner,consider,Slater
0110,Stevinson_Water_Dist,consider,DeVaurs
0110,Stevinson_Water_Dist,consider,Glendale
0110,Stevinson_Water_Dist,consider,Haun
0110,Stevinson_Water_Dist,consider,Slater
0110,Hutchins,be,Slater
0110,Los_Angeles,be,Slater
0110,Rogers,be,Slater
0110,Vernon_Irrig_Co,be,Slater
0111,the_Regional_San,implement,GSAs
0111,the_Regional_San,implement,GSP
0111,the_California_Water_Commission,award,the_Water_Storage_Improvement_Program
0111,the_California_Water_Commission,award,US_Bureau_of_Reclamation
0111,SCWA,implement,Rancho_Cordova
0111,SCWA,implement,the_City
0111,SCWA,implement,the_North_Vineyard_Well_Protection_Program
0111,GSAs,assist,GSAs
0111,SASb,assist,GSAs
0111,GSAs,scope,DWAG
0111,SASb,coordinate,the_EMD_Wells_Program
0111,GSAs,develop,the_Shallow_Well_Protection_Program
0111,GSAs,work,SWAG
0111,the_Regional_Water_Bank,project,GSAs
0111,the_Regional_Water_Bank,project,NASb
0111,the_Regional_Water_Bank,project,SASb
0111,GSAs,determine,the_Shallow_Wells_Advisory_Group
0111,Sacramento_Regional_Water_Bank,envision,The
0111,GSA,include,a_GSP_Implementation_Ad_hoc_Committee
0111,GSA,include,GSA
0111,GSA,include,GSAs
0111,GSA,provide,GSAs
0111,SGMA,require,SMC
0111,SGMA,require,WY
0111,GSAs,deem,DWR
0111,GSAs,give,SGMA
0111,Sacramento_County,include,GSA
0111,Sacramento_County,enter,SCGA
0111,OHWD,be,a_California_Water_District
0111,the_SCGA_GSA,contribute,SCGA
0111,The_Northern_Delta_GSA,form,a_Joint_Powers_Agency
0111,State_University,change,Engineers
0111,State_University,instal,DWR
0111,State_University,instal,United_States_Army_Corp
0111,DHS,provide,SGA
0111,MWH,develop,USACE
0111,MWH,evaluate,Sacramento
0112,Sutter_County,negotiate,DWR
0112,The_Sutter_Subbasin_GSAs,continue,the_Yolo_Subbasin_Groundwater_Agency
0112,Yuba_Water_Agency,submit,DWR
0112,Advanced,conduct,City_of_Yuba
0112,GSA,include,GSAs
0112,GSA,bring,SSGMCC
0113,SVBGSA,be,GSAs
0113,SVBGSA,bring,the_SVBGSA
0113,SVBGSA,pursue,SWRCB
0113,SVBGSA,bring,the_SVBGSA
0113,SVBGSA,pursue,SWRCB
0113,GSA,bring,the_SVBGSA_Board
0113,the_SVBGSA_Board,vote,SVBGSA
0113,SVBGSA,pursue,SWRCB
0113,National_Marine_Fisheries_Service,require,NMFS
0113,SVBGSA,bring,the_SVBGSA
0113,SVBGSA,partner,CCWG
0113,SVBGSA,partner,RWMG
0113,SVBGSA,bring,the_SVBGSA
0113,SVBGSA,have,California_Water_Code
0113,SVBGSA,bring,the_MCWRA_Board
0113,SVBGSA,bring,the_SVBGSA
0113,SVBGSA,work,MCWRA
0113,MCWRA,provide,SVBGSA
0113,the_Department_of_Drinking_Water_s,design,Californians
0113,the_Department_of_Drinking_Water_s,design,State
0113,The_Coordination_Group,help,GSAs
0113,The_Water_Quality_Coordination_Group,include,CCRWQCB
0113,the_Coordination_Group,be,GSA
0114,GAMA,focus,Burton
0114,GAMA,focus,Wright
0114,USGS,focus,Burton
0114,USGS,focus,Wright
0114,GAMA,include,CCRWQCB
0114,GAMA,include,Division_of_Drinking_Water
0114,GAMA,include,Irrigated_Lands_Regulatory_Program
0114,SVBGSA,evaluate,ISW
0114,SVBGSA,consult,MCWRA
0114,MCWRA,be,SVBGSA
0114,MCWRA,need,SVBGSA
0114,MCWRA,use,SVBGSA
0114,SVBGSA,consult,MCWRA
0114,National_Marine_Fisheries_Service,require,NMFS
0114,SVBGSA,bring,the_MCWRA_Board
0114,SVBGSA,bring,the_SVBGSA
0114,SVBGSA,bring,the_SVBGSA
0114,SVBGSA,have,California_Water_Code_107262
0114,GSA,have,CalTrans
0114,GSA,need,USACE
0114,the_SVBGSA_Board,vote,SVBGSA
0114,SVBGSA,bring,the_SVBGSA
0114,United_States_Fish_and_Wildlife_Service,require,USFWS
0114,SVBGSA,bring,the_MCWRA_Board
0114,SVBGSA,bring,the_SVBGSA
0114,the_SVBGSA_Board,notify,SVBGSA
0114,Fish_and_Wildlife_Service,require,USFWS
0114,United_States,require,USFWS
0114,National_Oceanic_Atmospheric_Administration,require,NMFS
